mouse_intravenous_LD50_(?log(mol/kg)),canonical_smiles
2.860730525,ClC1CC2CCC1C2
3.946633729,COC(=O)C1C(OC(=O)Nc2ccccc2)CC2CCC1N2C
4.163338669,Cc1cccc(C)c1NC(=O)OC1CC2CCC(C1)N2C
3.757841184,Cc1ccccc1NC(=O)OC1CC2CCC(C1)N2C
3.772083219,CN1C2CCC1CC(OC(=O)Nc1ccccc1)C2
4.362853922,Cc1cccc(Cl)c1NC(=O)OC1CC2CCCC(C1)N2C
2.778609431,CC(N)C(=O)NC(CC1CCC(=O)C2OC12)C(=O)O
3.380779589,Nc1c[n+](C2CCCCC2)no1
4.19074736,Cc1cccc(Cl)c1NC(=O)OC1CN2CCC1CC2
3.897021956,Cc1ccccc1NC(=O)OC1CN2CCC1CC2
4.183054621,Cc1cccc(C)c1NC(=O)OC1CN2CCC1CC2
3.489149573,CC(C)(C)NCC(=O)N1c2ccccc2CCc2ccccc21
2.784397594,CC(=O)Oc1ccc[n+](C)c1
4.239870408,CN(C)Cc1c(O)ccc2occ(C(=O)c3ccccc3)c12
4.286351196,Cc1ccc(C(=O)c2coc3ccc(O)c(CN(C)C)c23)cc1
4.138017023,CN(C)Cc1c(O)ccc2occ(C(=O)c3ccc(Cl)cc3)c12
4.471523957,COc1ccc(C(=O)c2coc3ccc(O)c(CN(C)C)c23)c(OC)c1
4.058300437,CN(C)Cc1c(O)ccc2occ(C(O)c3ccccc3)c12
3.747949338,Cc1c(N)on[n+]1C(C)Cc1ccccc1
3.238595781,CCOC(=O)C(CC1COc2ccccc2O1)C(=O)OCC
4.139600838,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
3.564446621,CC(C)(C)NCCC(=O)N1c2ccccc2Sc2ccccc21
3.33241113,O=C(CN1CCN(CCO)CC1)N1c2ccccc2CCc2ccccc21
3.40769336,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccccc21
3.337153768,O=C(CN1CCN(CCO)CC1)N1c2ccccc2Sc2ccccc21
3.430220226,O=C(CN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(Cl)cc21
3.221349756,O=CNC(CSSCC(C=O)NC(=O)O)C(=O)O
2.915552254,CCc1ocnc1C
3.046722982,Cc1ncoc1CC(C)C
3.472516153,CN(C)c1ccc(N(C)C)nn1
3.774345627,CCC(C)C(C(=O)OCCN(CC)CC)c1ccccc1
3.979411103,CCC(C)C(CC)(C(=O)OCCN(CC)CC)c1ccccc1
3.527099775,CCC(C)C1(CC)C(=O)NC(=S)N(C)C1=O
2.271494652,OCc1cc(O)cc(O)c1
3.125531867,CCN(C=NS(=O)(=O)c1ccccc1)CC
4.262791114,CCCCCCCCCCCCCCCCCC[S+](C)CC
2.711285903,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
3.599517568,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O
3.718626783,Cc1cc(O)c2c3c1C(=O)C=C1C(C)(C)C(=O)c4c(O)cc(O)c(c4C13O)C2=O
3.405327574,Cc1cc(C)n2c(nc3c(C)cccc32)c1C(=O)O
3.545373842,CC(C)(C)NCC(=O)N1c2ccccc2Sc2ccccc21
4.212664957,CCCCOc1ccc(OCC(=O)N(c2cccc(OC)c2)C(C)CN2CCCC2)cc1
3.870331278,CSc1ccc2c(c1)C(N1CCN(CCCO)CC1)Cc1ccccc1S2
4.225691706,O=C1OC(=O)C2C3CCC(O3)C12
3.195542973,CCSc1nc2ccccc2c(=O)n1-c1ccccc1
2.391419152,O=C(O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I
3.186466607,CC(C)(C)C(C)(C)N
3.298507115,CNC(C)(C)C(C)(C)C
3.457197382,CN(C)C(C)(C)C(C)(C)C
2.047696272,CCC(CNC(=O)c1c(I)c(I)c(C(=O)NCC(=O)O)c(I)c1I)C(=O)O
3.051099975,CN(CC(=O)O)C(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I
2.908212765,O=C(O)C1CCN(C(=O)c2c(I)c(I)c(C(=O)N3CCOCC3)c(I)c2I)CC1
2.376953554,O=C(O)CCNC(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I
2.477598989,O=C(O)CNC(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I
2.994059521,CNC(=O)c1c(I)c(I)c(C(=O)NCC(=O)O)c(I)c1I
2.345799109,CNC(=O)c1c(I)c(I)c(C(=O)N(C)CC(=O)O)c(I)c1I
3.521104595,CNC(=O)c1c(I)c(I)c(C(=O)NCC(C(=O)O)c2ccccc2)c(I)c1I
2.056821576,CN(CC(=O)O)C(=O)c1c(I)c(I)c(C(=O)NCC(=O)O)c(I)c1I
2.046165773,CCN(CC(=O)O)C(=O)c1c(I)c(I)c(C(=O)NCC(=O)O)c(I)c1I
2.363992302,O=C(O)CNC(=O)c1c(I)c(I)c(C(=O)N(CC(=O)O)Cc2ccccc2)c(I)c1I
2.784302894,CC(C)CC(NC(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I)C(=O)O
2.769886762,O=C(O)C1CCCN1C(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I
2.530297719,CNC(=O)c1c(I)c(I)c(C(=O)N2CCCC2C(=O)O)c(I)c1I
2.167323554,CN(CC(=O)O)C(=O)c1c(I)c(I)c(C(=O)N2CCCC2C(=O)O)c(I)c1I
2.33544085,CCC(CNC(=O)c1c(I)c(I)c(C(=O)N2CCCC2C(=O)O)c(I)c1I)C(=O)O
2.667645729,CCC1(CC)CC(O)CO1
2.95628097,CC(C)CC1(C)CC(O)CO1
2.656580303,CCCC1(C)CC(O)CO1
3.059439932,CCCCC1(C)CC(O)CO1
3.142782927,CCCC1(CCC)CC(O)CO1
3.096325525,CC(C)C1(C(C)C)CC(O)CO1
3.084492613,CCCCCCCCCC1(C)CC(O)CO1
1.835814018,CC1OC(C)(C)CC1O
2.406927329,CCC1(O)CC(C)OC1(C)C
1.974315992,CCC1OC(C)(C)CC1O
2.195219596,CCC1(C)CC(O)C(C)O1
2.637448033,OC1CCC2(CCCC2)OC1
2.503554453,CC1OC2(CCCC2)CC1O
4.95297445,OC1CC2(CCCCC2)OC12CCCCC2
2.613858289,CCC1CC(O)C(C)(CC)O1
2.722197764,CCCC1OC(C)(C)CC1O
2.733936167,CC(C)C1OC(C)(C)CC1O
1.505727748,CC1(C)OC(C)(C)C(O)C1O
1.705944921,CC1(C)OC(C)(C)C(O)(O)C1C(N)=O
1.73194534,CC1(C)OC(C)(C)C(CO)C1O
2.966691667,CCC1OC(CC)(CC)CC1O
3.099484045,CCCCC1OC(C)(C)CC1O
2.993166563,CCCC1OC(C)(CC)CC1O
2.85599337,CCCC1(C)CC(O)C(CC)O1
2.06209741,CC1(C)CC(O)C(C)(C)O1
2.186481794,CC1(C)CC(C)(O)C(C)(C)O1
2.518077781,CC1C(O)C(C)(C)OC1(C)C
3.074836609,CCC1(CC)CC(O)C(C)(C)O1
3.387914795,CCC1(CC)CC(O)C(CC)(CC)O1
3.750248031,CC(C)=CCCC(C)(O)C1CCC2(C)C3CC(C)C4C(C)(C)C(C5(OC6OCC(O)C(O)C6O)OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CC(O)C12
2.236476612,COC1OC(CO)C(O)C(O)C1NC(=O)N(C)N=O
1.763653421,CC1COCC1O
1.391117992,CC1CC(O)CO1
1.3696796,CC1OCCC1O
3.430024638,CCCCCC1OC(C)CC1O
1.900703748,CC1(C)CC(O)CO1
1.288211206,CC(O)C(O)C(O)C(O)C(O)C=O
3.4581162,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
3.73389339,CCN(CC)CCOC(=O)C1(c2cccc(C)c2)CCCC1
2.747476546,O=C(O)CNCCSSCCNCC(=O)O
3.347410252,CSc1ccc(P(c2ccc(SC)cc2)c2ccc(SC)cc2)cc1
5.2326565,CC1=CC2OC3CC4OC(=O)C=CC=CC5OC(CC(C)=CC(=O)OCC2(CC1)C4(C)C31CO1)OC5C
2.719101232,CCCC(NC(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I)C(=O)O
2.573467108,CCC(NC(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I)C(=O)O
2.563707271,O=C(O)CCCNC(=O)c1c(I)c(I)c(C(=O)N2CCOCC2)c(I)c1I
2.494326071,O=C(O)CNC(=O)c1c(I)c(I)c(C(=O)NCC(C(=O)O)c2ccccc2)c(I)c1I
2.085392968,CCC(CNC(=O)c1c(I)c(I)c(C(=O)N(C)CC(=O)O)c(I)c1I)C(=O)O
1.822018555,CC1CC(O)C(C)O1
3.361143348,CCCC1CC(O)C(CCC)O1
3.951870087,O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1
2.165177613,CCC1(C)CC(O)CO1
2.838264603,CCC1(C)CC(O)C(C)(CC)O1
3.524317287,CCN(CC)CC#Cc1ccccc1
3.507482214,CC1(C)CC2CCN1C(C)(C)C2
2.015789085,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1
3.31859648,COC1CC(C)OC(OC2C(C)CC(C)(O)C(=O)C(C)C(OC(C)=O)C(C)C(C(C)C(C)O)OC(=O)C(C)C(OC3CC(C)(OC)C(OC(C)=O)C(C)O3)C2C)C1O
4.586275714,COc1cc2c(cc1OC)-c1c(C)c3ccc(OC)c(OC)c3c[n+]1CC2
2.109686622,O=C(O)CNC(=O)c1c(I)c(I)c(C(=O)N2CCCC2C(=O)O)c(I)c1I
4.637018043,CCCC[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCC(=O)O[Sn](CCCC)(CCCC)CCCC
3.148285975,COc1cc(OC)cc(OCCN2CCOCC2)c1
3.375303229,CCCCOc1ccc(NC(=O)N(C)C)cn1
3.978317497,CC(C)NCC(O)COc1cccc2c1CC=C2
3.068369357,S=c1[nH]ccn1-c1cccc(Cl)c1
3.302923888,Nc1ccc(C(=O)NCCN2CCN(c3ccccn3)CC2)cc1
3.120777205,N=C(NO)C(O)c1ccc(Cl)c(Cl)c1
3.769640371,Cc1ccc2[nH]cc(CN(C)C)c2c1
4.247737653,CC1CC(c2ccccc2)(c2ccccc2)C(=O)N1C
3.230992159,CCCCc1ccc(-c2ccccc2)c(S(=O)(=O)O)c1O
3.065032675,CCCCc1cccc(-c2ccccc2)c1S(=O)(=O)O
3.927122173,CC12C(=O)OC3CC1CCC32
3.356513555,CN(C)CC(=O)c1c[nH]c2ccccc12
3.287542255,O=C(CN1CCOCC1)c1c[nH]c2ccccc12
4.111754022,CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
3.521040955,N=C(N)C(O)c1ccc(Cl)c(Cl)c1
3.899713328,OCCCN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1
3.494701757,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
3.659447419,N=C(NC1CCCCC1)NC1CNC1
3.657170288,CCOC(=O)C(=Cc1cccs1)C(=O)OCC
2.5467978,COc1ccc(C(O)CN2CCOCC2)cc1OC
3.958953391,Clc1nc(Cl)nc(Nc2cccc3ccccc23)n1
3.965047283,CC(=O)NC/C(C)=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
5.528726494,C[N+](C)(CCCCCC[N+](C)(C)C(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1
4.346511622,BrCC(CBr)=C(CBr)CBr
3.224863198,CCOc1nc(N)c(C#N)c(-c2ccccc2Cl)c1C#N
4.745862505,CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)c1cccc(OC)c1
4.175559056,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1
3.581811549,Cc1cn(C2CC([N-][N+]#N)C(CO)O2)c(=O)[nH]c1=O
3.904212147,Cc1ccc2c(n1)Nc1ccccc1N(CCCN(C)C)C2=O
4.170810106,Cc1ccc2c(n1)Nc1ccccc1N(CCN(C)C)C2=O
3.692363906,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1
4.642987159,CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccccc1O
3.071474921,CCOC(=O)c1cocc1C(=O)OCC
3.221220329,C#CCOc1ccc(N)cc1C(=O)NCCCC
5.210157938,COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C
3.511204536,CC(=O)n1cc(CC2CCCCN2)c2ccccc21
3.428114252,Cc1sc(N)nc1-c1ccccc1
2.806089487,CCN1CCC(O)C1
2.68115075,OCCN1CCCC1
2.110357662,CCN(C(C)=O)c1c(I)c(C(=O)N2CCCC2C(=O)O)c(I)c(N(CC)C(C)=O)c1I
2.205867896,CCC(=O)N(CC)c1c(I)c(C(=O)N2CCCC2C(=O)O)c(I)c(N(CC)C(=O)CC)c1I
3.250409158,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
3.468865516,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC
3.267980875,CSC1=[N+](C)CCS1
4.309957566,c1ccc(C(CCN2CCCC2)c2ccccc2)cc1
2.924178743,c1ccc2c(c1)CONOC2
2.924178743,c1cc2cc(c1)CONOC2
4.328458241,O=C1c2ccccc2C(=O)N1OCc1cccc([N+](=O)[O-])c1
3.946779664,CCN(CC)CC=C(c1ccccc1)c1ccccc1
3.420589389,C(CN1CCCC1)=C(c1ccccc1)c1ccccc1
4.531253847,N#[N+][N-]c1nc(Cl)nc(Cl)n1
4.445228059,CC1=C(N(C)C)C(=O)C2=C(C1=O)N1CC3C(N3C)C1(O)C2COC(N)=O
3.835130171,Cn1c(=O)c2c(nc(Cc3cccnc3)n2CCCN)n(C)c1=O
3.871687842,CCCCSc1nc(Cl)nc(Cl)n1
4.576158276,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1c2cc(OC)c(OC)cc2CCN1CC(O)CNc1c(C)cccc1Cl
2.903539317,Nc1ccccc1C(=O)NNC(=O)c1ccncc1
4.383297964,CC[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCCC1
3.226801756,CCCCCC(C)OC(=O)CC(C)O
3.190798431,Cn1c(=O)c2c(nc(N3CCOCC3)n2C)n(C)c1=O
4.439046078,CC[N+](C)(CC)C1CSSC1
4.793233195,CCCC[N+](C)(CCCC)C1CSSC1
4.83332564,C[N+]1(C2CSSC2)CCCCC1
4.389884501,C[N+]1(C2CSSC2)CCCCCC1
2.30245275,CC1(C)SC2C(NC(C(=O)NC(=O)C(N)CC(N)=O)c3ccccc3)C(=O)N2C1C(=O)O
3.458490689,CC(C)CCOC(=O)C(N)c1ccccc1
2.986326466,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(N)C(O)C1O
2.319335795,NCC1OC(OC2C(N)CC(N)C(O)C2O)C(O)C(O)C1O
2.711306133,CC(=O)Nc1c(I)c(C(=O)NC(C=O)C(O)C(O)C(O)CO)c(I)c(N(C)C(C)=O)c1I
3.186103664,Cc1ccc2c(c1)P(=O)(O)c1cc(C)ccc1S2
1.626356008,CC(=O)N(CCO)c1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
1.384691993,CC(=O)Nc1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
1.97475691,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
4.515090598,CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1
3.161705656,O=C1CCCCCCCCCCC1Br
3.011147361,COc1ccc(OC(=O)C=CC(=O)Oc2ccc(OC)cc2)cc1
4.983681596,CNC1CC(N)C(O)C(OC2OC(CO)C(O)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC23)C1O
2.919729046,Cc1ccc(CC(N)=S)nc1
2.979476109,CNC(=S)Cc1cccc(C)n1
3.167905575,CCNC(=S)Cc1cccc(C)n1
2.919729046,CNC(=S)Cc1ccccn1
3.208380436,CCc1cccnc1C
3.633789252,Cc1nc(NCc2ccccc2)sc1CCCl
2.991452027,Cc1nc(Cl)sc1CCCl
4.145238372,CC(C)N1CCC(c2ccccc2)(c2ccccc2)CC1
3.178720522,CCCC1CCC(=C2C(O)=CC=C2O)O1
3.747106114,CN1CCC(c2ccccc2)(c2ccccc2)CC1
4.222073769,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1
5.931603804,COc1ccc(C(=O)OC2CCC3(C)C4CCC5C6(O)C(O)C(O)C7C(CN8CC(C)CCC8C7(C)O)C6CC53OC24O)cc1OC
2.959632775,COc1ccnc(CC(N)=S)c1
2.669386175,Cc1cccc(CC(=S)N(C)C)n1
3.568314894,CCOC(=O)C(C#N)=Cc1cccs1
3.61279258,Cc1ccc(C(C)C)c(OCC(=O)OCCC[N+]2(C)CCCCC2)c1
3.495650746,CC[N+](C)(CC)CCOC(=O)COc1cc(C)ccc1C(C)C
4.613627898,NC1CC(N)C(O)C(OC2OC(CO)C(O)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC23)C1O
3.638518519,NCCc1c[nH]c2ccc(Oc3ccccc3)cc12
2.935540853,NCC(O)c1cccc(F)c1
4.406116238,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1c2cc(OC)c(OC)cc2CCN1CC(O)CN1CCN(C)CC1
2.943341651,CN(C)C(=O)N1CCCCC1
3.944503451,COC(=O)C1=CN2CCC1CC2
3.877395855,O=C(CCCN1CCc2[nH]c3ccc(F)cc3c2C1)c1ccc(F)cc1
3.397731497,COc1ccccc1C=CC(=O)c1cc(Cl)ccc1OCCCC(=O)O
3.518921722,FC(F)(F)c1cccc(C2CNCCO2)c1
3.348205706,CN1CCOC(c2cccc(C(F)(F)F)c2)C1
3.217647284,O=C(CCCN1CCOCC1)c1ccsc1
3.596538246,CC(=O)N(OCCN(C)C)C12CC3CC(CC(C3)C1)C2
4.109192336,Cc1ccccc1C(OC1CC2CCC(C1)N2C)c1ccccc1
3.476244543,CN(C)CCOc1ccc2sc3ccccc3c(=O)c2c1
3.496129478,CN(C)CCCOc1ccc2sc3ccccc3c(=O)c2c1
4.786840827,CCC[Sn](CCC)(CCC)N=C=S
1.763061686,O=C(O)CCC(=O)Nc1cccc(B(O)O)c1
4.492515942,Cc1cccc(Cl)c1NC(=O)OC1CCN(C(C)(C)C)C1
4.057158199,CCN1CCC(OC(=O)Nc2c(C)cccc2C)C1
4.129215573,CCN1CCC(OC(=O)Nc2c(C)cccc2Cl)C1
4.211057691,CCCN1CCC(OC(=O)Nc2c(C)cccc2C)C1
4.099083932,Cc1cccc(C)c1NC(=O)OC1CCN(C(C)C)C1
4.242794776,Cc1cccc(C)c1NC(=O)OC1CCCN(C)C1
4.305306832,Cc1cccc(Cl)c1NC(=O)OC1CCCN(C)C1
4.295378577,CCN1CCCC(OC(=O)Nc2c(C)cccc2C)C1
4.326332934,CCN1CCCC(OC(=O)Nc2c(C)cccc2Cl)C1
4.508764571,CCCN1CCCC(OC(=O)Nc2c(C)cccc2C)C1
4.413334696,CCCN1CCCC(OC(=O)Nc2c(C)cccc2Cl)C1
4.297703388,Cc1cccc(C)c1NC(=O)OC1CCCN(C(C)C)C1
4.402964059,Cc1cccc(Cl)c1NC(=O)OC1CCCN(C(C)C)C1
4.638395114,Cc1cccc(C)c1NC(=O)OC1CCCN(C(C)(C)C)C1
4.76653265,Cc1cccc(Cl)c1NC(=O)OC1CCCN(C(C)(C)C)C1
4.405664433,CCCCN1CCCC(OC(=O)Nc2c(C)cccc2Cl)C1
4.360410499,CCCCN1CCCC(OC(=O)Nc2c(C)cccc2C)C1
3.997082184,Cc1ccccc1NC(=O)OC1CCCN(C)C1
3.81017425,CN(C)CCC=C1c2ccccc2Sc2ccc(OCc3ccccc3)cc21
3.880037616,CN(C)CCC=C1c2ccccc2Sc2ccc(O)cc21
3.515143668,CCN(CC)CCOc1ccc2sc3ccccc3c(=O)c2c1
4.326332934,CCCN1CCC(OC(=O)Nc2c(C)cccc2Cl)C1
4.326332934,Cc1cccc(Cl)c1NC(=O)OC1CCN(C(C)C)C1
4.362277774,CC=C1C=CC2=NCCC3OC123
2.64267222,CCCc1sc(Cl)nc1C
2.844479247,Cc1sc(Cl)nc1-c1ccccc1
3.110880826,ClCCc1scnc1-c1ccc(Cl)cc1
3.033249467,CN1CCCC1C1CN2CCC1CC2
2.018377023,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
3.313858787,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(NC(CCCCN)C(=O)O)C3=O)N1CC1NC12
3.538896989,CC(C)(C)C1CCC(NC(=O)c2ccccc2)CC1
2.516871993,CCC1(CC)OC(C)C(O)C1O
1.966787998,CCC(=O)N(C)c1c(I)c(C(=O)N(C)CC(=O)O)c(I)c(N(C)C(=O)CC)c1I
3.512235999,S=C(NCc1ccccc1Cl)NCc1ccccc1Cl
4.332480335,Cc1cccc(C)c1NC(=O)OC1CCN(C(C)(C)C)C1
3.634351296,COc1ccc(N(C(C)=O)c2ccccc2)cc1
3.920943915,Cc1ccccc1C(C)(OCCN(C)C)c1ccccc1
4.084001237,CSc1ccccc1C(C)(OCCN(C)C)c1ccccc1
4.885376333,CCN1CC2(OC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC
3.632443351,[O-][N+]1(CCCO)CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1
3.231844234,C[N+]1([O-])CCN(C2Cc3ccccc3S(=O)c3ccc(Cl)cc32)CC1
3.288939502,C[N+]1([O-])CCN(C2Cc3ccccc3S(=O)(=O)c3ccc(Cl)cc32)CC1
3.659771824,C[N+]1([O-])CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1
3.992730993,C(=Nc1ccc(Cc2ccc(N=C=C(c3ccccc3)c3ccccc3)cc2)cc1)=C(c1ccccc1)c1ccccc1
3.10086239,O=C(O)C=Cc1cccc(Br)c1
3.552976716,COc1ccc(Cc2cncc3cc(OC)c(OC)cc23)cc1OC
2.433281678,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O
2.966342339,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C
4.302730515,CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2
4.137514697,CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)C1=C2CC(C)CC1
3.90358604,CC(O)CCC(=O)c1ccoc1
4.151951789,CCCCCCCCCCC(=O)N1CCOCC1
3.809462188,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O
3.470592756,C=c1[nH]/c(=C/c2ccccc2Cl)c(=O)o1
3.758288142,Cc1cc(C)c(NC(=O)NCCCl)c(C)c1
3.181387784,O=C(CSc1ccc([N+](=O)[O-])cc1)c1ccccc1
4.715263578,OC(CCN1CCCCC1)(c1ccccc1)C1C2CC3C(C2)C31
4.852234922,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
2.817151112,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC(=NC(C)C)NC(C)C)C2SC1
3.682717402,C=[N+](O)CCN(C)C1Cc2ccccc2Sc2ccc(SC)cc21
4.047178328,CCC(C)C(CN(C)C)c1ccc2ccccc2n1
3.808516493,CCC(C)C(CN(C)C)c1cnc2ccccc2n1
3.529238858,CCC(C)C(CN(C)C)c1ccccn1
3.267932425,NCCC(O)C(N)CC(=O)NC1CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O
3.821122439,CCC(C)C(CN(C)C)c1ccccc1
3.90154459,CCCC(CN(C)C)c1ccccc1
3.323878455,CCC(C)(O)C(CN(C)C)c1ccccc1
3.717073236,CCC(C)C(CN(C)C)c1ccc(Cl)cc1
3.512558841,CCOCCC(CN(C)C)c1ccccc1
3.618856894,CCC(C)C(CN(C)C)c1ccc(N)cc1
3.803551228,CCC(C)C(CN(C)C)c1ccc(OC)cc1
3.618998001,CC(C)C(CN(C)C)c1ccccc1
3.649256024,C#CCC(CN(C)C)c1ccccc1
3.983909668,CCC(C)C(CN(C)C)c1cc(Cl)ccc1OC
3.633702526,C=CCC(CN(C)C)c1ccccc1
3.86405994,CCCCCC(CN(C)C)c1ccccc1
3.615218234,CCC(CN(C)C)c1ccccc1
3.761397598,CC(C)CCC(CN(C)C)c1ccccc1
3.257679223,NCCCC(N)CC(=O)NC1CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O
4.33800656,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl
3.158261949,Cc1cccc(OC(N)=O)c1
3.418881069,CCOC(=O)CN(C)C
4.275528222,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1
3.671621207,NC(=NNc1ccccc1)c1ccccc1
4.183311464,Cc1ccc(Cn2ccc(=N)cc2)cc1
4.09649289,Cc1cc(=N)ccn1CCc1ccccc1
3.942586727,N=c1ccn(CC=Cc2ccccc2)cc1
4.255862131,N=c1ccn(CCc2ccccc2)cc1
3.758278205,C(CCN1CCN2CCCCC2C1)=C1c2ccccc2CCc2ccccc21
5.029248479,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
3.836813697,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
3.419465977,CCOP(C#N)OCC
2.844043927,CCC(C)(CC)NC
3.182001546,CCC(CC)(CC)NC
3.484069528,CCNC(C)(C)C(C)(C)C
3.371057782,CCCC(C)(C)NCC
2.851349083,CCN(C)C(C)(C)CC
2.907300489,CCC(C)(CC)N(C)C
3.192379559,CCN(C)C(C)(CC)CC
3.464337724,CCN(C)C(CC)(CC)CC
3.247341477,CCN(C)C(C)(C)C(C)(C)C
3.161620851,O=C(NN(CCCl)CCCl)c1ccccc1
3.245218926,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C
2.54525471,Cc1cc(N)n2ncnc2n1
4.289583966,CN1C2CCCC1CC(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
5.288987384,COC1C(C)OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C1O
2.792886993,CN(CC(=O)O)NC(=O)CC(N)CC(O)CN
4.493411575,CC1(C)CC2C(O)C34OC3C(=O)C3(CO3)C4(C)C2C1O
3.208955176,CCCCNCC(=O)c1ccc(O)c(O)c1
4.591678967,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
