PUBCHEM_CID,low_moderate_permeability,Phenotype,canonical_smiles
11154555,0,High,CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
9871419,0,High,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
66552906,0,High,COc1cccc(-n2nc(C(=O)O)cc2-c2ccc(C3CCCCC3)c(Cl)c2)c1
78357767,1,Low,COc1cc2nc(N3CCCC3)nc(NCCCCCN3CCCC3)c2cc1OC
76283751,1,Low,Cn1cc(Nc2cnccc2C(=O)O)c2cccnc21
73670548,1,Low,CCN(c1cc(C#CCN2CCOCC2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCC(N(C)CCOC)CC1
121439609,1,Moderate,CCc1cccc(CC)c1-n1c(C=C(C)C)c(C(=O)N2CCNCC2)cc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)c1=O
56846693,1,Moderate,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC
44631912,0,High,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1
91663282,1,Low,CCc1c(C)nc2c(-c3cnn(-c4cc(CO)ccn4)c3)c[nH]n2c1=O
5330814,1,Low,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)n(C(=S)Nc2c(F)cccc2F)n1
64393976,1,Low,O=C(Cc1ccc(Cl)cc1)Nc1cnccc1C(=O)O
151115,0,High,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3
67960134,0,High,CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1
90407809,1,Low,COc1ccc(-c2c(-c3cc(C(=O)O)ccn3)ncn2C)cc1
74766595,1,Low,Cc1cc(Cl)ccc1COc1ccnn1-c1cc(C(=O)O)ccn1
75410922,1,Low,COC(=O)c1ccc2c(c1)nc1n2[C@@H](CNC(C)=O)COC1
75411313,0,High,O=C(NC[C@H]1Cn2c(-c3ccc(Cl)cc3)cnc2CO1)C1CCCC1
45360472,0,High,Cc1nc(-c2ccccc2)cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC2CCOCC2)n1
26745074,1,Moderate,Cc1cccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3C(=O)CC(C)(C)CC(=O)O)n2)c1
28961069,0,High,Cc1cccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3)n2)c1
51136636,1,Low,COc1cc2c(cc1OC)C(C[C@H]1CN(S(=O)(=O)c3cccc(C#N)c3)CC[C@H]1CC(=O)O)=NCC2
49878590,1,Moderate,CCOC(=O)N1CCN(C(=O)Cn2sc3nc(C)cc(C)c3c2=O)CC1
133053891,1,Low,O=C(O)c1ccnc2cc(C(OCCN3CCCCC3)c3ccccc3Cl)[nH]c12
134805851,1,Moderate,COc1ncc(-c2n[nH]c3c2CC(=O)N(c2ccccc2)C3)cn1
134811177,0,High,CC(=O)N1CCC(NC(=O)c2nc(-c3ccccc3)cc3[nH]ccc23)CC1
134805340,0,High,O=C(NCCCn1ccnc1)c1nc(-c2ccccc2)cc2[nH]ccc12
134811068,0,High,O=C1CCC(CNC(=O)c2nc(-c3ccccc3)cc3[nH]ccc23)N1
134811263,0,High,COc1ccccc1-c1cc2c(ccn2C)c(C(=O)NCC2CCN(C)C(=O)C2)n1
134811287,1,Moderate,Cn1ccc2c(C(=O)NCCC(N)=O)nc(-c3cccc(CO)c3)cc21
134805006,0,High,Cc1noc(C)c1-c1cc(-c2ccc3c(c2)C(=O)NC3)cn2cncc12
134809345,0,High,COCCn1ccc2c(C3=CCOCC3)nc(-c3cccc(NC(C)=O)c3)cc21
134808413,0,High,COc1ccc(-c2ccc3ncc(Nc4ccc(C(N)=O)cc4)n3n2)cc1OC
134807270,1,Moderate,CNC(=O)c1cccc(-c2cnc(Nc3cccc(C(F)(F)F)c3)c3c2CCO3)c1
134809557,0,High,COCCNC(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
134810621,1,Moderate,CC(=O)NCCNC(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
134808595,1,Moderate,O=C(NCCCO)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
134810647,0,High,O=C(NCCCN1CCCC1=O)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1
134810659,1,Moderate,O=C(O)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1
134810625,1,Moderate,O=C(c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1)N1CCS(=O)(=O)CC1
134810650,1,Moderate,CNC(=O)C1CCN(C(=O)c2ccc(-c3ncc4cnc(-c5ccccc5)cn34)cc2)CC1
134809569,1,Low,O=C(NCCc1cnc[nH]1)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
133053881,1,Moderate,O=C(O)c1ccnc2cc(C(OCC3CCC(F)(F)CC3)c3ccccc3Cl)[nH]c12
134807922,0,High,CC(=O)Nc1cccc(-c2nc(-c3c(C)noc3C)cc3c2cc(-c2ccccc2)n3C)c1
134806482,0,High,Cc1noc(C)c1-c1cc2c(cc(C)n2C)c(-c2cnn(C)c2)n1
134807381,0,High,COc1ccc(-c2nc(-c3c(C)noc3C)cc3c2cc(C)n3CCN(C)C)cc1OC
134807036,0,High,COc1cc(-c2cc3c(nc2-c2ccccc2)nc(C(=O)NC2CCN(C)CC2)n3C)ccn1
134811090,0,High,Cc1cc(-c2cc3c(nc2-c2ccccc2)nc(C(=O)NCCN(C)C)n3C)ccn1
134809178,0,High,CN1Cc2c(cc(N3CCOCC3)nc2-c2ccccc2OC(F)(F)F)C1=O
133053821,1,Low,CN1CCCC1CCOC(c1cc2nccc(C(=O)O)c2[nH]1)c1ccccc1Cl
52934180,1,Moderate,Cc1nc2ccc(C(=O)N3CCC4(CC3)CC(=O)c3c(cnn3C(C)C)C4)cc2[nH]1
16764671,1,Low,Nc1nc2c(s1)C(c1cccc(F)c1F)CC(=O)N2
16764686,1,Moderate,Nc1nc2c(s1)C(c1ccccc1)CC(=O)N2
16764695,0,High,Nc1nc2c(s1)C(c1ccc(F)cc1F)CC(=O)N2
91762950,1,Low,NC(=O)c1ccc(-c2nc3c([nH]2)CN(C(=O)CN2CCOCC2)CC3)cc1
91903472,1,Low,O=C(Nc1ccccc1)C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1
91913176,0,High,Cc1ccnc(NC(=O)C2CC(=O)N(c3n[nH]c4cc(Br)ccc34)C2)c1
71705501,1,Moderate,O=C(NCC1CCOCC1)C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1
71707181,1,Low,O=C(NCCN1CCOCC1)C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1
71829154,1,Low,O=C(NC1CCCc2c1[nH]c1ccc(Cl)cc21)c1ccncc1
71828999,0,High,O=C(CNC(=O)c1cnccn1)NC1CCCc2c1[nH]c1ccc(Cl)cc21
56715543,0,High,NC1CCN(C(=O)C2CCCN(c3nc(-c4ccccc4)nc4c3CCC4)C2)CC1
90488048,1,Low,O=C(O)c1cnc(-c2ccc(F)cc2)nc1-c1ccncc1
56881339,1,Moderate,Cc1ncc2c(c1CNC(=O)Cn1cnc3ccccc3c1=O)CCNC2
91904528,1,Moderate,CCOc1cc(=O)n2c(c1C(=O)Nc1cc(OC)c(Cl)cc1OC)CCCC2
56886853,0,High,Fc1ccc(N2CCCN(CC3[C@H]4CNC[C@@H]34)CC2)cc1
70726807,0,High,NC(=O)N1CCCC(C(=O)N2CCCN(c3ccc(F)cc3)CC2)C1
56893258,1,Low,NC(=O)NCC(=O)N[C@H]1CC[C@H](Nc2nccc(-c3ccncc3)n2)C1
91904901,0,High,O=C(NC1CCN(c2cc(-c3ccc(Cl)cc3)[nH]n2)C1)c1ccccc1
91653956,0,High,C[C@H]1CN(C(=O)Nc2ccc(F)cc2)C[C@@H]1c1nc(-c2ccccc2)no1
87051999,0,High,C[C@H]1CN(C(=O)Nc2ccc(F)cc2F)C[C@@H]1c1nc(-c2ccccc2)no1
87052427,0,High,O=C(c1ccc2ncccc2c1)N1CCc2c(nc3cc[nH]n3c2=O)C1
53183866,1,Low,Cc1ccc(C(=O)N2CCc3c(nc4cc(-c5ccccc5)[nH]n4c3=O)C2)cn1
87052512,1,Low,O=C1CN(C(=O)CCC(=O)N2CCc3c(nc4cc(-c5ccccc5)[nH]n4c3=O)C2)c2ccccc2N1
136665503,0,High,O=c1[nH]c(N2CCOCC2)nc2c1CCN(Cc1cc(Cl)ccc1F)CC2
136665504,0,High,O=c1[nH]c(N2CCOCC2)nc2c1CCN(Cc1ccc(Cl)cc1F)CC2
91916716,1,Moderate,O=C(c1ccc2c(c1)OCO2)N1CCC(Cc2nc(-c3cnccn3)no2)CC1
136326488,1,Moderate,CC(C)CC(C)NC(=O)c1noc(-c2ccc[nH]c2=O)n1
136665409,0,High,COc1ccc(NC(=O)c2cc(-c3ccc[nH]3)n[nH]2)cc1OC
91891807,1,Moderate,Cc1noc(-c2cn(C3CCN(C(=O)c4ccc(OC(F)(F)F)cc4)CC3)nn2)n1
110197656,1,Moderate,COc1ccc2[nH]c3c(c2c1)CCNC31CCN(S(=O)(=O)c2c(C)noc2C)CC1
110202952,1,Moderate,Cc1noc([C@@H]2CN(C(=O)c3nn(C)c4ccccc34)C[C@H]2CO)n1
124050542,1,Moderate,COC[C@@H]1CN(C(=O)c2n[nH]c3ccccc23)C[C@H]1c1nc(C)no1
46089231,1,Low,COc1ccc(-c2ccc3nc(-c4cc(C)cc(C)c4)oc3c2)c(OC)c1OC
46088963,1,Low,COc1ccc(-c2ccc3nc(-c4ccccc4C)oc3c2)c(OC)c1OC
68289010,1,Moderate,C[C@@H](c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21
66610682,1,Moderate,CC(C)CN(CC(=O)N(CCCN1CCCC1=O)CC(N)=O)C(=O)CNCCc1ccccc1F
137299434,0,High,COc1ccc(C(=O)N2CCCC(c3nn(-c4ccc(OC)cc4)c(=O)[nH]3)C2)cc1
137299464,1,Low,COc1ccc(-n2nc(C3CCCN(C(=O)c4ccccc4)C3)[nH]c2=O)cc1
137299474,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)C4CC4)C3)[nH]c2=O)cc1
137299390,0,High,O=C(c1ccccc1)N1CCC(c2nn(-c3ccc(F)cc3)c(=O)[nH]2)CC1
137299421,0,High,COc1ccc(-n2nc(C3CCN(C(=O)c4ccccc4)CC3)[nH]c2=O)cc1
137299467,0,High,COc1ccc(-n2nc(C3CCN(C(=O)C4CC4)CC3)[nH]c2=O)cc1
137291230,0,High,COc1ccc(-n2nc(C3CCCN(CC4CCCCC4)C3)[nH]c2=O)cc1
137291231,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)Cc4ccccn4)C3)[nH]c2=O)cc1
137299526,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)Nc4ccccc4)C3)[nH]c2=O)cc1
137299537,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)c4ccccc4F)C3)[nH]c2=O)cc1
71245288,0,High,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1
25214468,0,High,O=C(Nc1nc2cc(C(F)(F)F)cc(NC3CC3)n2n1)c1cccnc1
117072550,0,High,CCCS(=O)(=O)c1nc(NC2CC2)cc(-c2ccc3c(ccn3C3CC(C)(C)NC(C)(C)C3)c2)n1
117072549,1,Moderate,COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN(C)C
91666658,1,Low,Cc1noc(C)c1-c1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)c(O[C@H]2CCNC2)c1
131601,0,High,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC
119081409,1,Low,CC(C)c1cc(C(=O)N2CC[C@@H](NC(=O)C3CC3)C2)n[nH]1
134798709,1,Moderate,O=C(c1ccccc1)N1CCC(C(=O)N2CCC(N3Cc4ccccc4C3=O)CC2)CC1
44181686,1,Moderate,COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cnn(C)c5)cn34)c(=O)c2c1
68165256,0,High,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
500902,1,Low,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O
76685059,0,High,CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1
121277860,1,Moderate,C[C@@H]1CC(=O)Nc2cccc(-c3cnn(C(C)(C)C)c3)c2N1
46871935,0,High,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl
71766156,0,High,O=C([C@@H]1CCCN(c2ccc3[nH]c(C4(n5cc(Cl)cn5)CC4)nc3n2)C1)N1CCCC1
14328920,1,Low,O=C(O)c1cn(C2CC2)c2cc(N3C[C@@H]4C[C@H]3CN4)c(F)cc2c1=O
133053887,1,Low,O=C(O)c1ccnc2cc(-c3nc4ccccc4n3CCN3CCCCC3)sc12
78426698,1,Low,CC(C)c1c(-c2ccccc2)nc2c(C#N)c[nH]n2c1=O
134797228,0,High,CCN1CCN(C(=O)c2cc(-c3ccc(F)cc3)c3nncn3n2)CC1
81689696,1,Moderate,C[C@@]1(c2ncncc2F)NC(=O)c2cc(-c3cn[nH]c3)ccc21
134796226,1,Moderate,O=C(NC1CC1)C1CCCN1C(=O)c1cccc(-c2ccccn2)c1
134801672,1,Moderate,Cc1ccccc1C(=O)NC1CCN(c2ccc3nnc(C4CC4)n3n2)CC1
6456014,1,Low,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C
123132228,1,Moderate,CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1
72165228,1,Moderate,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccn[nH]2)c1
118196485,0,High,Cc1nnn(C)c1-c1cnc2c3ccc(C(C)(C)O)cc3n([C@H](c3ccccc3)C3CCOCC3)c2c1
69304814,1,Moderate,O=C1Nc2ccccc2/C1=C/c1cc(Cl)c(O)c(Cl)c1
49852873,0,High,COc1ccnc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)c1
9810929,0,High,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
10607,0,High,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
10429706,0,High,Cc1cn2c(N)c(Cl)cc(C(=O)NCC3CCN(CC(C)C)CC3)c2n1
46907675,0,High,NC(=O)C1CCN(c2nc(-c3cccc4sc5ccccc5c34)cs2)CC1
5328135,0,High,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1
136665264,1,Moderate,COc1ccc(-c2ccc(C(=O)NC3CC(c4cc(=O)[nH]c(N)n4)C3)o2)cc1
11972255,0,High,CC(C)(O)/C=C\C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@@]12C
657574,0,High,Cc1cc(N2CCN(c3ccccc3)CC2)nc(-n2nc(C)cc2C)n1
57519511,0,High,CCC[C@H](NC(=O)C(C#N)=Cc1cccc(Br)n1)c1ccccc1
40777002,0,High,CCC(CC)c1cc([C@H]2CN3CC[C@H]2C[C@@H]3CNS(=O)(=O)c2cccs2)nc(-c2ccncc2)n1
10366136,1,Moderate,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1
2365267,1,Low,O=C1Nc2ccccc2/C1=C\c1ccc(C(=O)O)cc1
3317547,0,High,CCCCn1cnc2cc(NC(=O)c3cc(OC)c(OC)c(OC)c3)ccc21
53257109,0,High,Cc1cc(C)nc(NC(=S)N2CCN(c3cccc(OC(F)F)c3)CC2)c1
70701466,0,High,CNc1oc(-c2cccc3ccccc23)nc1C(=O)OC
3116398,1,Moderate,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc([N+](=O)[O-])o1
70789701,1,Low,COc1cnccc1-c1nc(Nc2ccc(F)c(F)c2)c2ccccc2n1
3246346,0,High,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@@H](Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]3N(C)CC2)N(C)CC4
71705536,1,Low,O=C(NCCc1ccccn1)C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1
42654957,0,High,Nc1nc2c(s1)C(c1ccc(F)c(F)c1)CC(=O)N2
26742466,0,High,Cc1nc(-c2ccco2)cc([C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)NC2CCCCC2)n1
71296019,0,High,Fc1cccc(F)c1Nc1nc(-c2ccncc2)nc2ccccc12
70701358,1,Low,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccc(C4CCNCC4)cc3)cc2)c1O
70789724,1,Low,CCOc1ccc(CCNC(=O)c2cc3cnccc3n2Cc2cccc(C)n2)cc1OCC
70789733,1,Low,CCOc1ccc(CCNC(=O)c2cc3ccncc3n2Cc2cccc(C)n2)cc1OCC
54677920,1,Low,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C
805276,0,High,CC(C)C(=O)Nc1cccc(NC(=O)c2cc3ccccc3o2)c1
16023551,0,High,Fc1ccc(CNc2ncnc3onc(-c4ccc(F)cc4)c23)cc1
36649951,0,High,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3cc4c(cc3Cl)NC(=O)C4)CC2)cc1
49852897,0,High,Cc1cc(C)nc(NC(=S)N2CCN(c3cccc(C(F)(F)F)n3)CC2)c1
70701461,0,High,N#Cc1nc(-c2cccc3ccccc23)oc1NC1COC1
136259031,0,High,Oc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F
70789645,1,Moderate,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1OCC(F)(F)F
15991077,0,High,COc1cccc(C(=O)Nc2ccc3oc(-c4ccc5ccccc5c4)nc3c2)c1
59422203,0,High,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F
134806245,1,Low,O=C(NCCCn1ccnc1)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1
46907673,0,High,O=S(=O)(c1ccccc1)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
3246584,1,Low,COc1ccc(C[C@@H]2C(=O)N[C@H](C)C(=O)N(C)[C@@H]3C(=O)N(C)[C@@H](Cc4ccc(O)c(c4)Oc4ccc(cc4)[C@H]3O)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N2C)cc1
53137466,1,Moderate,COc1cccc(C(=O)Nc2ccc3c(N4CCOCC4)ncnc3c2)c1
87052503,1,Moderate,COc1ccc2c(c1)CCc1c-2n[nH]c1C(=O)N1CCc2c(nc3cc(-c4ccccc4)[nH]n3c2=O)C1
1474853,0,High,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC
71268957,0,High,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C
91903489,0,High,Cc1ccc(-c2nc(C)c(C(=O)Nc3ccc4c(c3)C(=O)N3CCC[C@H]3C(=O)N4)s2)cc1
71296007,0,High,Fc1ccc(Nc2nc(-c3ccnc4ccccc34)nc3ccccc23)cc1F
70789376,0,High,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3cccc(F)c3)cs2)cc1
71295997,1,Low,Fc1ccc(Nc2nc(-c3ccncc3)ncc2-c2ccccc2)cc1F
134790917,0,High,O=C(NCc1cccnc1)c1nc(-c2ccc(Cl)nc2)c2cnccn12
9954280,0,High,O=C(O)c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1
4901885,1,Moderate,COc1ccc(Cl)cc1NC(=O)c1sc2nc3c(cc2c1N)N1CCC3CC1
234846,0,High,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5cc(OC)c(OC)cc45)C3CC12
46907665,0,High,CNC(=O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
3233084,0,High,N#Cc1cccc(-c2nccc(-n3ccnc3)n2)c1
930080,1,Low,COc1ccccc1C(=O)Nc1nc2nc(C)cc(=O)n2[nH]1
53257121,1,Moderate,Cc1cc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)nc2ccccc12
8182575,1,Moderate,O=C1Nc2ccccc2/C1=C\c1cc(Br)c(O)c(Br)c1
72710609,1,Moderate,Cc1cccc2c1NC(=O)/C2=C/c1cc(Cl)c(O)c(Cl)c1
70789678,0,High,COc1nccc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)c1OC
16015040,0,High,CCOC(=O)N1CCN(Cc2nc3cc(NC(=O)c4ccc(OC)cc4)ccc3n2C(C)C)CC1
46907679,0,High,NC(=O)C1CCN(c2ncc(-c3cccc(N4CCCCC4)c3)s2)CC1
42654396,0,High,Nc1nc2c(s1)C(c1cccc(Cl)c1Cl)CC(=O)N2
124050558,0,High,COC[C@@H]1CN(C(=O)c2nn(C)c3ccccc23)C[C@H]1c1nc(C)no1
5300038,0,High,N#Cc1cccc(NC(=O)c2sc3nc4c(cc3c2N)N2CCC4CC2)c1
46907762,1,Moderate,C#Cc1ccc(NC(=O)c2cnn3c(C)cc(C)nc23)cc1
137299321,1,Low,O=c1[nH]c(C2CCN(CC3CCCCC3)CC2)nn1Cc1ccccc1
44144354,0,High,NC(=O)C1CCN(c2nc(-c3ccccc3N)cs2)CC1
16010511,0,High,CC(=O)N1CCc2c(sc3c2c(=O)n(-c2ccccc2)c(=O)n3Cc2cccc(C(F)(F)F)c2)C1
1313916,1,Low,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NC(=O)C1CCCCC1
50801997,1,Moderate,COCCCNC(=O)c1cc2cc(S(=O)(=O)N(C)C)ccc2n1C
70789395,0,High,Nc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
70789669,1,Moderate,Fc1ccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)c(Cl)c1
71771101,1,Moderate,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3cccc(C#N)c3)c2)c1C
72551585,0,High,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C(C)C)CC3)nc2)cc2c1cnn2C(C)C
59473233,0,High,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1
46907752,0,High,N#CC1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
16029343,1,Low,Cc1noc(/C=C/c2ccccc2F)c1S(=O)(=O)N1CCC(C(=O)Nc2ccc(C#N)cc2)CC1
74244241,0,High,CN1CCN(Cc2ccc(-c3ccc(C(C)(C)C#N)cc3)nc2)CC1
75490816,1,Moderate,COc1ccc(C(=O)NC2CCCc3c2[nH]c2ccccc32)cc1OC
775994,0,High,Cc1ccc(O)c(-c2cc(-c3ccccc3C)[nH]n2)c1
134807625,0,High,Cc1cc2c(-c3cccc(O)c3)nc(-c3c(C)noc3C)cc2[nH]1
11835320,0,High,O=C(/C=C/c1cn(CC(O)CN2CCCCCC2)c2ccccc12)c1ccc(Br)cc1
134789021,0,High,C#CCNC(=O)c1nc(-c2ccc(Cl)nc2)c2ccccn12
134798526,0,High,O=C(NCc1ccccc1)c1cn2cc(-c3ccccc3)sc2n1
663999,0,High,CC(C)Nc1oc(-c2cccc3ccccc23)nc1C#N
4566836,0,High,Cc1ccnc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)c1
49852801,0,High,Cc1ccnc(NC(=S)N2CCC(c3cccc(C(F)(F)F)c3)CC2)c1
53257140,0,High,Cc1ccnc(NC(=S)N2CCN(c3ccc(Cl)c(Cl)c3)CC2)c1
70789382,1,Low,Cc1ccc(S(=O)(=O)Nc2ccc(OC(F)(F)F)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
72710616,1,Low,O=C1Nc2ccccc2C1Cc1cc(Cl)c(O)c(Cl)c1
1079725,1,Low,O=S(=O)(Nc1nccs1)c1ccc(NCc2ccccc2O)cc1
946390,0,High,COc1cccc(-c2nc(-c3cc4cc(OC)ccc4[nH]c3=O)no2)c1
70789449,0,High,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3nc4ccccc4s3)cs2)cc1
72187558,0,High,Cc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)Cc4ccccc4)sc3C)ccc21
70789656,1,Moderate,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1ccc(F)c(F)c1F
4898908,0,High,Nc1c(C(=O)Nc2ccc(Cl)cc2)sc2nc3c(cc12)N1CCC3CC1
4462741,0,High,Cc1ccccc1C(=O)Nc1sc2c(c1C(=O)NCc1ccco1)CCC(C(C)(C)C)C2
137299536,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)c4ccc(C)cc4)C3)[nH]c2=O)cc1
42654366,0,High,Nc1nc2c(s1)C(c1ccc(Br)cc1)CC(=O)N2
42654528,1,Low,Nc1nc2c(s1)C(c1c(Cl)cccc1Cl)CC(=O)N2
72714058,0,High,CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C)ccc3ccccc23)c2ccc(C#N)cc2N(C(C)=O)[C@H]1C
868286,0,High,Cc1ccc(-c2cc(C(=O)Nc3ccccn3)c3ccccc3n2)cc1
16033939,0,High,COCC(C)Nc1ncnc2c1cnn2-c1ccc(C)c(C)c1
134787910,0,High,O=C(c1nc(-c2ccc(Cl)cc2Cl)c2cnccn12)N1CCOCC1
54685215,1,Moderate,O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O
60202647,0,High,CC1CCC(n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)nc32)CC1
57748689,0,High,CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O
137299525,0,High,COc1ccc(-n2nc(C3CCCN(C(=O)c4cccc(OC)c4)C3)[nH]c2=O)cc1
57519531,1,Moderate,C[C@]1(CO)CN(c2cc(C(=O)Nc3ccc4c(c3)-c3c(c(C(N)=O)nn3-c3ccc(F)cc3)CC4)c(Cl)cn2)C[C@@]1(C)CO
117637389,1,Moderate,CCCOC(c1cc2nccc(C(=O)O)c2[nH]1)c1ccccc1Cl
