rat_intraperitoneal_LD50_(?log(mol/kg)),canonical_smiles
1.341365197,O=C(Nc1ccc(Cl)cn1)c1cccc(C(F)(F)F)c1
1.717843798,O=C(Nc1ccc(Cl)cn1)c1ccccc1F
2.499249819,O=C(NNc1cccc(C(F)(F)F)c1)c1cccnc1Cl
3.130020964,O=C(O)COc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.659572763,CCOC(=O)COc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.96312126,CC(=O)COc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.845540461,CN(C)CCCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.606849806,FC(F)(F)c1cccc(-n2nc(OCCN3CCCCCC3)c3cccnc32)c1
2.591519821,FC(F)(F)c1cccc(-n2nc(OCCN3CCCCC3)c3cccnc32)c1
2.878978828,CCN(CC)CCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.752102995,CN(C)CCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.874805115,OCCCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.819374697,OCCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.595432625,CCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.467235059,COc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.600850038,O=c1[nH]n(-c2cccc(C(F)(F)F)c2)c2ncccc12
3.048349859,CCCCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
2.587835337,CCCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12
3.382807329,Cc1ccc(CC=CCN2CCCCC2)cc1
3.91279259,Cc1ccc(CC=CC[N+]2(CC=C(Cl)Cc3ccc(C)cc3)CCCCC2)cc1
3.915366853,CC(=CC[N+]1(CC=CCc2ccccc2Cl)CCCCC1)Cc1ccccc1
4.539314519,ClC(=CC[N+]1(CC=C(Cl)Cc2ccccc2)CCCCC1)Cc1ccccc1
2.509210926,Cc1cc(O)c(C2CC3CC2C(C)C3(C)C)cc1C
3.091324126,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
3.695057212,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1
2.915606446,CCn1c(=O)c2ccccc2n(-c2cccc(C(F)(F)F)c2)c1=O
3.36259159,O=c1c2ccccc2n(-c2cccc(C(F)(F)F)c2)c(=O)n1CCO
2.841902669,O=NN1CCN(c2ncc([N+](=O)[O-])s2)C1=O
3.76546941,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1
1.97599485,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N
2.829818187,CC(=O)N(C)c1ccc(N=Nc2ccc(N(C)C(C)=O)cc2)cc1
2.611368319,Clc1ccccc1C(Nc1nccs1)Nc1nccs1
2.320855677,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
1.447658732,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
3.347521095,OC(c1cc2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc12)C1CCCCN1
3.080122403,CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
1.617261818,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1
3.304351827,CCCSP(=S)(OCC)Oc1ccc(SC)cc1
1.857534757,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC
3.543983367,CCN(CC)CCCOC(c1ccccc1)c1ccccc1
7.454904358,NC(=O)OCC1N=C(N)N2CCC(O)(O)C23NC(N)=NC13
3.282695187,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl
3.165780894,CCOc1ccccc1OCC1CNCCO1
2.496159961,COc1cc(C(=S)N2CCSCC2)cc(OC)c1OC
2.533332205,COc1cc(C(=S)N2CCSCC2)cc(OC)c1OC(C)=O
3.972110228,NC(CCCNC(=O)CI)C(=O)O
3.032379427,CCCCC1(CC)C(=O)NC(=O)NC1=O
3.619634556,O=CNC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
4.015596484,CCCCCCC(=O)CCCCCCC=CCC1OC(=O)C(N)(CO)C1O
5.302703145,CCCCCCC(=O)CCCCCCC=CCC(O)C(O)C(N)(CO)C(=O)O
2.826987439,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1
2.686211597,O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O
5.280133413,CC1CC=CC2C3OC3(C)C(C)C3C(Cc4ccccc4)NC(=O)C23OC(=O)OC=CC(C)(O)C1=O
1.771693612,CC(=O)Nc1ccc(OCCOCCOc2ccc(NC(C)=O)cc2)cc1
2.387591212,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
4.014321604,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23
3.31380771,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3
2.9952461,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
2.982074868,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
2.666648526,O=C(CCl)OCCN(CCCl)c1ccccc1
4.167452034,O=C(CI)OCCN(CCCl)c1ccccc1
3.712510351,Cc1ccc(OCC(O)CNC(C)(C)C)c2oc(=O)ccc12
3.280475358,CCN(CC)CCOC(=O)C(c1ccccc1)c1cccc(OC)c1
2.180496832,CCCCCCCCCCCCCCCCO
2.288290004,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
2.148312848,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
1.828103627,CC(C)=C/C(C)=N/Nc1nncc2ccccc12
2.790352383,CCCCCCCCCCCCNCCNCCNCC(=O)O
2.317083676,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O
3.262091134,CCC(O)(c1ccccc1)C(CN(C)C)c1ccccc1
3.344719672,CCC(=C(CN(C)C)c1ccccc1)c1ccccc1
3.305436095,CCC(O)(c1ccc(OC)cc1)C(CN(C)C)c1ccc(OC)cc1
3.308366962,CCC(=C(CN(C)C)c1ccc(OC)cc1)c1ccc(OC)cc1
3.297246785,CCC(=C(CN(C)C)c1ccc(O)cc1)c1ccc(O)cc1
2.910426953,CCC(=C(CC)c1ccc(O)c(CN(C)C)c1)c1ccc(O)cc1
3.696129133,CCC(=C(CC)c1ccc(O)c(CN(C)CCN(C)C)c1)c1ccc(O)c(CN(C)CCN(C)C)c1
3.143353242,CCC(=C(CC)c1ccc(CN(C)C)c(O)c1)c1ccc(CN(C)C)c(O)c1
3.34308349,CN1CCN(CCCC(c2ccccc2)c2ccccc2)CC1
2.305804777,O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
3.696381463,CN(C)C1C(=O)C(C(=O)NCN2CCCC2C(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
3.560276156,CC1OC(OCC2OC(O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1O
1.696787847,OCC1=CC(NC2CC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
1.680996124,C=Cc1ccccc1S(=O)(=O)O
3.259151808,NCCNCCNCCNCCN
2.412809859,Cn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21
2.282500826,CNS(=O)(=O)c1cc2c(cc1Cl)NCN(C)S2(=O)=O
2.867501861,S=c1nnc(-c2ccccc2)c(-c2ccccc2)[nH]1
3.513744828,COc1ccc(C(=O)Nc2cccc3c2CCN(C)C3)cc1OC
3.487959222,CCCN1CCc2c(cccc2NC(=O)c2cc(OC)c(OC)c(OC)c2)C1
2.850584976,CCCN1CCc2c(cccc2NC(=O)c2ccc(OC)c(OC)c2)C1
3.966684262,COc1ccc(C(=O)Nc2cccc3c2CCN(C)C3)cc1
3.019850619,O=C(O)C(Cc1ccccc1)NS(=O)(=O)c1ccc(Br)cc1
2.231050131,CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1
3.45774064,O=C(O)C1=C[C+](/C=C/n2c(C(=O)O)cc3cc(O)c(O)cc32)CC(C(=O)O)N1
2.21522854,O=C(c1ccc(O)c(O)c1)c1cccc(O)c1O
2.779531996,CS(=O)(=O)OCCCN1CCCOP1(=O)N(CCCl)CCCl
3.435031692,CS(=O)(=O)OCCCN(CCCOS(C)(=O)=O)P1(=O)NCCCO1
3.195838792,CS(=O)(=O)OCCCN(CCCOS(C)(=O)=O)P1(=O)OCCCN1CCCl
3.495272211,CS(=O)(=O)OCCCN(CCCl)P1(=O)OCCCN1CCCl
2.553716192,CCN1CCCOP1(=O)NCCOS(C)(=O)=O
3.156956506,CCCS(=O)(=O)OCCNP1(=O)OCCCN1CCCl
3.325078836,CC(C)S(=O)(=O)OCCNP1(=O)OCCCN1CCCl
3.358676508,CCCCCS(=O)(=O)OCCNP1(=O)OCCCN1CCCl
3.426965109,CS(=O)(=O)OCCNP1(=O)OCCCN1CCCl
4.486554019,CS(=O)(=O)OCCN(CCCl)P1(=O)OCCCN1CCCl
2.47973427,CC1COn2c1nc1ccccc1c2=O
2.804725685,NCCCC(N)CC(=O)NC1CNC(=O)C(C2CC(O)N=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O
2.060247216,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
4.898660372,COc1ccc2c(=O)c(C)c(C)oc2c1CN(C)C
3.108953821,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O
3.867667795,Cc1cc(N(C)CCCl)ccc1N=Nc1ccccc1C(=O)O
3.329430992,CCCCCN1CCC(CCC)(c2cccc(O)c2)C1
3.091061786,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1
2.130573107,CC(=O)NCN(C)C
2.934264829,CCN(CC)CNC(=O)c1ccccc1
3.017548063,CN(C)CN1C(=O)CCC1=O
2.822037248,CN(C)C(=S)SCN1C(=O)CCC1=O
2.460608269,O=C1CCC(=O)N1CSC(=S)N1CCOCC1
2.963099718,CN1CCN(CN2C(=O)CCC2=O)CC1
2.75953187,CN1CCN(C(=S)SCN2C(=O)CCC2=O)CC1
3.93004522,CN(C)C(=S)SCNC(=O)c1cccnc1
3.820135752,O=C(NCSC(=S)N1CCOCC1)c1cccnc1
2.208409847,CN1CCN(CNC(=O)c2cccnc2)CC1
3.67907551,CN1CCN(C(=S)SCNC(=O)c2cccnc2)CC1
3.93004522,CN(C)C(=S)SCNC(=O)c1ccncc1
2.101864859,O=C(NCN1CCOCC1)c1ccncc1
4.075408257,O=C(NCSC(=S)N1CCOCC1)c1ccncc1
2.290596603,CN1CCN(CNC(=O)c2ccncc2)CC1
2.440429917,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
3.320627069,FC(F)(F)c1cccc(-n2nc(OCCCN3CCCCCC3)c3cccnc32)c1
3.819951718,CCN(C#N)N=O
2.952460664,CC(C(O)c1ccccc1)N(C)C
2.493879206,CC(=CCc1c(O)c(Cl)c(C)c(C=O)c1O)CCC=C(C)C1CC(=O)C(C)(C)O1
2.355046635,CC(C)Oc1ccccc1[N+](=O)[O-]
3.495823734,CC(N)C(=O)NC1COC(O)C(N)C1O
2.600746075,CCOc1c(N2CCOCC2)cnn(C)c1=O
3.427808687,CC(C)=CC(=O)C1=C(c2ccoc2)CCC1C
3.554762157,O=C(CCl)CC(=O)Nc1ccccc1
2.822913293,COc1ccc(N)cc1N
2.065583403,NC(=O)c1cn(CCO)nc1[N+](=O)[O-]
3.018529752,Cc1nc(-c2cccnc2)sc1[N+](=O)[O-]
3.798247695,COc1cc(O)c2c(O)c3c(c4c2c1C1(C4)C(C)=CCCC1(C)C)C(O)C1(O)CC(=O)C(C(N)=O)C(=O)C1(O)C3=O
4.383800496,CC=C(C)c1cc(=O)c2c(C)cc3c(c2o1)C(OC)(OC(C)=O)c1c(O)c(C2CC(C)(N(C)C)C(OC(C)=O)C(C)O2)cc(C2CC(N(C)C)C(OC(C)=O)C(C)O2)c1C3=O
3.258222102,CCN(CC)CCN(C(=O)c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
2.284399495,NC(CCOc1ccc(C(=NO)C(=O)NC2CN(C(C(=O)O)c3ccc(O)cc3)C2=O)cc1)C(=O)O
2.994375322,COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O
3.288087683,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
3.204339163,CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1
3.244989948,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
3.438537405,BrCCCN(CCCBr)c1ccc(N=Nc2ccccc2)cc1
4.334830361,Cc1cc(N(CC(C)Br)CC(C)Br)ccc1N=Nc1ccccc1C(=O)O
3.140390299,O=P1(NCCCl)OCCC(OO)N1CCCl
2.223538957,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O
2.06566524,COCN(C)N=O
3.398159386,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO
2.618656539,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
2.635810271,BrCCN(CCBr)c1ccc(N=Nc2ccccc2)cc1
3.902279691,O=C(O)c1ccccc1N=Nc1ccc(N(CCBr)CCBr)cc1
4.416064209,Cc1cc(N(CCBr)CCBr)ccc1N=Nc1ccccc1C(=O)O
3.866809951,CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(N=Nc2ccccc2)cc1
4.288285005,CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(N=Nc2ccccc2C(=O)O)cc1
4.49447376,Cc1cc(N(CCOS(C)(=O)=O)CCOS(C)(=O)=O)ccc1N=Nc1ccccc1C(=O)O
2.566707853,CC(Cl)CN(CC(C)Cl)c1ccc(N=Nc2ccccc2)cc1
4.194342409,Cc1cc(N(CCI)CCI)ccc1N=Nc1ccccc1C(=O)O
3.81767773,O=C(O)c1ccccc1N=Nc1ccc(N(CCCCl)CCCCl)cc1
4.249282389,Cc1cc(N(CCCCl)CCCCl)ccc1N=Nc1ccccc1C(=O)O
4.150837547,COc1cc(N=Nc2ccccc2C(=O)O)ccc1N(CCCl)CCCl
4.044776441,O=[N+]([O-])c1ccc(CN(CCCl)CCCl)cc1
4.564183999,COc1cc(N(CC(C)Br)CC(C)Br)ccc1N=Nc1ccccc1C(=O)O
2.563188647,O=C(O)C(Cc1ccccc1)NS(=O)(=O)c1ccccc1
1.860542959,N=C(N)NC(CS)C(=O)O
2.750218254,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-]
4.150711422,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)N(CCCl)CCCl)CCCC21C
3.006476739,COC(=O)C1(CCNCCCl)CCCC2(C)c3ccc(C(C)C)cc3CCC12
3.018816313,CCC(COS(C)(=O)=O)NP1(=O)OCCCN1CCCl
2.806929015,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO
3.462206181,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O
2.890452719,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
2.360516952,CCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1
3.353401285,CN(C)C(=O)c1oc(=O)c2ccccc2c1-c1ccccc1
5.090714258,c1ncn([Sn](C2CCCCC2)(C2CCCCC2)C2CCCCC2)n1
1.860859969,O=S(=O)(CCO)CS(=O)(=O)CCO
1.582485546,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12
2.85644537,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl
2.665322213,O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1
2.878142484,CCCOc1ccccc1NC(=O)CN(CC)CC
3.10224031,CCCCOc1ccc(NC(=O)CN(CC)CC)cc1
3.458424804,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
5.632435358,c1csc([Si]23OCCN(CCO2)CCO3)c1
2.270108717,CCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1
3.328532905,CN1CCc2c(cccc2NC(=O)c2ccccc2)C1
3.503496669,CC[Ge]1(CC)CCC2(CCN(CCCN(C)C)C2)CC1
3.332186563,CN(C)c1nc(=NP(=O)(N2CC2)N2CC2)c2c(ncn2C)[nH]1
4.011063978,Cc1ccccc1OC(CC[N+]1(C)CCCCC1C)c1ccccc1
3.963948782,CC1CCCC[N+]1(C)CCC(Oc1ccccc1Cl)c1ccccc1
2.98267286,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
2.424340336,CCCCC(CC)(C(=O)Nc1ccc(OC)cc1)C(=O)Nc1ccc(OC)cc1
2.424340336,CCCCC(CC)(C(=O)Nc1ccccc1OC)C(=O)Nc1ccccc1OC
2.39032384,CCCCC(CC)(C(=O)Nc1cc(C)ccn1)C(=O)Nc1cc(C)ccn1
2.318582229,CCC(C(=O)Nc1cccc(C)n1)C(=O)Nc1cccc(C)n1
2.39032384,CCCCC(CC)(C(=O)Nc1ccc(C)cn1)C(=O)Nc1ccc(C)cn1
2.422190267,CCCCC(CC)(C(=O)Nc1cc(C)cc(C)n1)C(=O)Nc1cc(C)cc(C)n1
3.270275168,NC(=O)c1cc2cccnc2nc1N
2.462792178,CCCCC(CC)(C(=O)Nc1ccc(Cl)cc1C)C(=O)Nc1ccc(Cl)cc1C
2.462792178,CCCCC(CC)(C(=O)Nc1cccc(Cl)c1C)C(=O)Nc1cccc(Cl)c1C
2.462792178,CCCCC(CC)(C(=O)Nc1cc(Cl)ccc1C)C(=O)Nc1cc(Cl)ccc1C
3.940277081,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1
4.140103818,CCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1
4.4415946,CCCCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1
4.289711554,CCCCCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1
4.410426658,CCCCCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2Cl)CCCCC1
3.308386908,CCC(N)Cc1ccc2c(c1)OCO2
2.438744276,O=NN1CC(=O)NC1=O
2.278722966,N=C(N)NCC1CCCCCCN1
3.424428015,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC
2.176645203,COc1ccc2cc(CCC(C)=O)ccc2c1
2.029151178,C[Si]1(C)OCCN(CCO)CCO1
3.469093974,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32
2.939809987,C=CC(=O)OC(C)COCC(C)OCC(C)OC(=O)C=C
3.064149727,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
2.202150348,CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2
3.087927494,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-]
3.648127445,COC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1
4.053167654,CCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1
3.693086149,CCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1
4.214993883,CCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1
3.722035969,CCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1
3.969151387,CCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1
4.222528973,CCCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1
4.091733767,CC(=CC[N+]1(CC(=O)OC2CCCCC2)CCCCC1)Cc1ccccc1
3.461293386,O=C(CN1CCCCC1)N1CCOc2ccccc21
2.786566203,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
3.694026965,O=C(O)c1nn(Cc2ccc(Cl)cc2)c2ccccc12
3.095397058,C1CN(CNc2nc(NCN3CCOCC3)nc(NCN3CCOCC3)n2)CCO1
1.782227697,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1
1.748694925,Cc1ccc(C2(c3ccc(C)cc3)NC(=O)NC2=O)cc1
2.577935825,Cc1cccc(Cl)c1NC(=O)CN
2.428980393,Cc1cc(Cl)ccc1Cn1nc(C(=O)O)c2ccccc21
1.797509902,Cc1c(C)c2c(c(C)c1OC(=O)C(C)(C)Oc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
2.781764348,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1
3.282533608,Cc1cccc(C)c1NC(=O)N=C1CCCN1C
6.077724357,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(OC(C)=O)C4[N+]3(C)CCCCC3)C2(C)CC1[N+]1(C)CCCCC1
3.062327548,COc1ncnc2c1N=C(N)CS2
3.054314231,CCN(CCCl)P1(=O)NCCCO1
3.486131345,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
5.326553904,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1
6.858919074,CCOP(C)(=O)SCCN(C(C)C)C(C)C
2.950242422,CN(C)CC(Cl)CCl
3.05383108,ClCC(Cl)CN1CCOCC1
2.941301025,CC1COP(=O)(N(CCCl)CCCl)O1
2.886572634,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1
2.740100658,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
1.714695151,NC(=O)C1N=CN(C2OC(CO)C(O)C2O)C1=O
3.146698448,CCCC1=Cc2cc3c(cc2C1N(C)C)OCO3
3.033673336,CCCCC1=Cc2cc3c(cc2C1N(C)C)OCO3
2.892166014,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC
3.315598064,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
2.264469443,COC(c1cc(C)c(O)c(C)c1)C(C)CO
2.660619171,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
2.444731904,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC
2.284757131,O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1CCO
2.303194868,O=C1C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc2N1CCO
3.369027343,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1
2.677672364,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C
1.595266521,Cc1nn(CCN(C)C)c(=O)c2noc(C)c12
1.643993563,CCN(CC)CCn1nc(C)c2c(C)onc2c1=O
1.696568969,Cc1onc2c(=O)n(CCN(C)C)nc(-c3ccccc3)c12
1.7355989,CCN(CC)CCn1nc(-c2ccccc2)c2c(C)onc2c1=O
2.399480039,CCCCNC1(P(=O)(OCCCC)OCCCC)CCCCC1
3.051852678,Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(Cl)cc1
2.686257561,O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1
1.91313695,COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
3.315856473,CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN(C)C)c12
3.463911357,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
2.874881569,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
2.196950974,Cc1ccc(C)c(N)c1
3.076000726,O=[Te](c1ccccc1)c1ccccc1
3.27680705,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
2.81256289,Cc1cc(C)cc(C(=O)NCc2ccccn2)c1
2.176644632,Cc1cc(C)cc(C(=O)NCc2cccnc2)c1
3.184864962,Cc1cc(C)cc(C(=O)NCc2ccncc2)c1
3.443487843,OCCCN(CCC(c1ccccc1)c1ccccc1)CCC(c1ccccc1)c1ccccc1
2.454524736,CC(N)Cc1c(-c2ccc(Cl)cc2)[nH]c2ccccc12
2.475405301,CCC(N)Cc1c(-c2ccc(Cl)cc2)[nH]c2ccccc12
2.517513912,CC(N)Cc1c(-c2ccc(Br)cc2)[nH]c2ccccc12
2.53563332,CCC(N)Cc1c(-c2ccc(Br)cc2)[nH]c2ccccc12
2.565844868,CCC(N)Cc1c(-c2ccc(OC)cc2)[nH]c2ccccc12
2.422215457,CCC(N)Cc1c(-c2ccccc2)[nH]c2ccccc12
2.447733091,COc1ccc(-c2[nH]c3ccccc3c2CC(C)N)cc1
2.398538922,CC(N)Cc1c(-c2ccccc2)[nH]c2ccccc12
2.821643768,CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
3.027418926,Nc1nc2ccc(Br)cc2o1
3.136908667,Nc1nc2ccc(Cl)cc2o1
2.245743891,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1
4.070081866,CCCCCCCCCCOC(=O)C[N+]1(CC=CCc2ccccc2Br)CCCCC1
3.441177564,COC(=O)C[N+]1(CC=CCc2ccccc2Br)CCCCC1
3.940037251,CCCCOC(=O)C[N+]1(CC=CCc2ccccc2Br)CCCCC1
4.226388506,CCCCCCCCOC(=O)C[N+]1(CC=CCc2ccccc2Cl)CCCCC1
3.649067337,COC(=O)C[N+]1(CC=C(C)Cc2ccc(C)cc2)CCCCC1
4.343069692,CCOC(=O)C[N+]1(CC=C(C)Cc2ccc(C)cc2)CCCCC1
3.199213342,CCOc1cc(NCCCN(C)C)c(=O)n(-c2ccccc2)n1
6.127036372,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1
3.013029219,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
2.578730872,CCCCCOc1ccc(-c2ccc(C#N)cc2)cc1
2.291383652,CCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1
2.311664875,CCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1
2.35730172,CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21
2.230837625,NC(=O)c1cc(O)ccc1O
2.6958419,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
2.894153749,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O
3.697734921,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
2.031445732,CC(Oc1ccc2ccccc2c1)C(=O)Nc1ccccc1
