mouse_subcutaneous_LD50_(?log(mol/kg)),canonical_smiles
1.785457291,O=C1C=CC(c2ccccc2)O1
2.669920939,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
4.260979927,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
3.803500816,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
2.11289313,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2
2.791243526,CCC(C)C(C#N)(CCN1CCCCC1)c1ccccc1
3.679008846,CC1CC=C2SCC(NC(=O)c3coc(n3)CC(O)CC(O)C=CC=CCNC2=O)C(=O)O1
3.048475468,c1ccc(-c2cc(-c3ccccc3)c3c([o+]2)-c2ccccc2CC3)cc1
3.006432932,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC
2.960832982,COCC1OC(OC2OCC3OC4(OCC(O)(C(C)OC)C5OCOC54)OC3C2OC)C(OC)C(O)C1OC1OC(C)C(OC)C(OC2OC(C)C3OC4(CC(O)C(OC5CC(OC6CC(C)([N+](=O)[O-])C(OC)C(C)O6)C(OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)C(C)O5)C(C)O4)OC3(C)C2O)C1O
3.17387651,CCC(N)Cc1ccccc1
3.83382124,NC(CSSCC(N)C(=O)NN(CCCl)CCCl)C(=O)NN(CCCl)CCCl
1.168890155,CCCCCCOc1ccccc1C(N)=O
1.847635631,COC(=O)c1ccccc1OCC(O)CO
3.086170358,CCN(CC)CCOC(=O)CC(O)(c1ccccc1)c1ccccc1
3.129616423,CC1C2Cc3ccccc3C1(C)CCN2C
2.58823005,FC(F)(F)c1ccc2nc(Cc3ccccc3)[nH]c2c1
2.868340698,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC
2.022275961,CCCCCCCCCCCCCCCCOCC(O)CO
1.497371694,CC(O)CN(CC(C)O)N=O
3.010793683,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
3.009146528,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
2.294171639,O=S(=O)(Nc1ccccn1)c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1
2.095038023,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC
1.679845636,CC(=O)c1ccc2oc3ncccc3c(=O)c2c1
3.121036181,CC(C)CC(=O)OC1OC=C(COC2OC(CO)C(O)C(O)C2O)C2CC(O)C(CO)C12
2.979688675,O=C(Oc1ccccc1)c1cc2ccccc2oc1=O
2.486537174,CCN(CC)CC(=O)Nc1ccc(C(C)=O)cc1
3.609338239,CN1CCC(c2ccccc2)C(COc2ccc3c(c2)OCO3)C1
3.0953521,c1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1
2.848893021,CCC(=O)N(CC(C)N1CCCCC1)c1ccccn1
3.452769194,CC(C=C(c1cccs1)c1cccs1)N1CCCCC1
2.262069134,O=S(=O)(OCC1OC(OC2(COS(=O)(=O)O[Al](O)O)OC(COS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C2OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C1OS(=O)(=O)O[Al](O)O)O[Al](O)O
3.171101143,CN(C)CCn1c2c(c3ccccc31)CCCNC2=O
3.063979168,COc1ccc2c3c(n(CCN(C)C)c2c1)C(=O)NCC3
3.093425315,CN1CCn2c3c(c4ccccc42)CCCN=C31
3.412493119,CN1CCCn2c3c(c4ccccc42)CCCN=C31
3.136547466,CCN1CCn2c3c(c4ccccc42)CCCN=C31
3.170907966,CN1CCn2c3c(c4ccccc42)CCN=C31
3.164048488,COc1ccc2c3c4n(c2c1)CCN(C)C4=NCC3
3.439328501,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1
3.665721668,CCCCCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
3.24919439,CN1CCC23c4c5ccc(O)c4OC2C([N-][N+]#N)CCC3(O)C1C5
2.570603254,O=C(O)c1ccc2nc3ccccc3cc2c1
2.549603988,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C
2.29632222,C=C(C)CNc1ccc(C(C)C(=O)O)cc1
2.94842474,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
3.197867837,CCc1c2cc(N)ccc2c2ccc(N)cc2[n+]1C
2.131432811,CCc1ccc(OCC(O)CO)cc1
3.020953721,CN(C)CCOc1ccc2c(=O)c3ccc(OCCN(C)C)cc3oc2c1
2.571344503,CCCC(=O)OCCC(SC(CCOC(=O)CCC)=C(C)N(C=O)Cc1cnc(C)nc1N)=C(C)N(C=O)Cc1cnc(C)nc1N
2.371187426,COc1cc(C(=O)N(C)C)nn1-c1cccc(Cl)c1
1.72542155,CNC(=O)c1cc(OC)n(-c2cccc(Cl)c2)n1
3.675451457,O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO
2.292839256,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1
3.270827169,CN1CCC2(C)CC(Cc3ccc(O)cc32)C1
3.154350925,SCC(S)CCl
3.477606502,Oc1ccc(C2CNCCO2)cc1O
3.171124256,CCC12CCN(C)C1CCc1ccc(O)cc12
3.37108113,CCCCC12CCN(C)C1CCc1ccc(O)cc12
3.290909742,Cc1ccc(NC(=O)NC=CP(=O)(Cl)Cl)cc1
3.377742027,O=C(NC=CP(=O)(Cl)Cl)Nc1ccc(Br)cc1
3.164767617,O=C(NC=CP(=O)(N1CC1)N1CC1)Nc1ccccc1
2.780697424,Cc1cccc2c3c4n(c12)CCNC4CCC3
2.816909596,c1ccc2c(c1)c1c3n2CCNC3CCCC1
3.240288618,CCCC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
2.92218369,CCCCCC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
2.704572551,CCCCCCCCCC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
4.995935587,CCCCN(CCCl)CCCl
1.991510987,Clc1ccccc1CN1CCc2sccc2C1
2.154530479,C=CC(C)(O)CCC
3.223523719,N#[N+][CH-]C(=O)CCC(NC(=O)C(CCC(=O)[CH-][N+]#N)NC(=O)CCC(N)C(=O)O)C(=O)O
2.833028053,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C
1.639088816,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
2.684910455,C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
2.676788295,O=C(NCCCCCCNC(=O)OCC#CI)OCC#CI
3.187895446,SCCN(Cc1ccccc1)Cc1ccccc1
3.439207283,CCC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(O)CCN)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)CC(O)CCCCCC(C)C)C(C)C)C(C)C)C(C)O)C(=O)O
2.807506164,CCN(CC)CC(=O)Nc1cccc(Cl)c1
3.625391881,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
2.661225364,CC(C)NCC(O)COc1cccc2cc(C(C)O)oc12
4.332464086,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCCN)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
3.573547388,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1
2.619009157,O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O
2.844174854,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
2.608617542,CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21
3.074742731,CCN(CC)CCCS
2.811125891,COc1cccc(NC(=O)OCCN2CCCCC2)c1
3.268503087,COc1ccc(NC(=O)OCCN2CCCCC2)cc1
2.766976172,CCOc1ccccc1NC(=O)OCCN1CCCCC1
3.521463504,CCOc1cccc(NC(=O)OCCN2CCCCC2)c1
3.164916181,CCOc1ccc(NC(=O)OCCN2CCCCC2)cc1
3.18526727,CCCOc1ccccc1NC(=O)OCCN1CCCCC1
3.18526727,CCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1
3.107797227,CCCCOc1ccccc1NC(=O)OCCN1CCCCC1
3.806767231,CCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1
3.20470724,CCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1
3.348252926,CCCCCOc1ccccc1NC(=O)OCCN1CCCCC1
2.922284194,CCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1
3.114051788,CCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1
3.583145189,CCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1
3.184251735,CCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1
2.860354779,CCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1
3.629905858,CCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1
2.860354779,CCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1
3.098691017,CCCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1
2.730714232,CCCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1
2.892726653,CCCCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1
2.813545407,CCCCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1
2.703930524,CCCCCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1
2.607020511,CCCCCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1
2.443950514,CC(C)NNC(=O)C(N)CO
2.739652642,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
2.588414429,CC(C(=O)O)c1ccc(-c2cn3ccccc3n2)cc1
2.584464865,CN(C)C(=O)Nc1cc(C(C)(C)C)on1
2.254331964,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(OC(C)=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC
2.926345019,CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC4OC4CC(C)OC(=O)CC(OC(=O)CC)C3OC)C(O)C2N(C)C)CC1(C)O
4.40349923,CC(CCC(=O)O)CC(C)CC(C)C(=O)C=C(O)C(C)CC(C)CC=CC(C)C(O)C(C)C(O)CC1CCC(C)(C2CCC(C)(C(C)O)O2)O1
2.634215176,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1
2.728367778,CCN(CC)CCNC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
3.974841035,COc1cccc(C23CCCC(C2)N(C)C3C)c1
3.87288716,COc1cccc(C23CCCC(C2)N(C)C3)c1
3.245077832,CN1CC2(c3cccc(O)c3)CCCC1C2
3.655464994,CC1N(CC2CC2)C2CCCC1(c1cccc(O)c1)C2
4.059974313,CC1N(CCc2ccccc2)C2CCCC1(c1cccc(O)c1)C2
3.260806089,O=C(CCN1CC2(c3cccc(O)c3)CCCC1C2)c1ccccc1
3.718128608,CCC1N(C)C2CCCC1(c1cccc(OC(C)=O)c1)C2
3.401586446,CCC(=O)Oc1cccc(C23CCCC(C2)N(C)C3C)c1
3.324709731,CCCCCC(=O)Oc1cccc(C23CCCC(C2)N(C)C3C)c1
3.332499314,CC1C2CC(CCC2c2cccc(OC(=O)c3ccccc3)c2)N1C
1.627766165,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1
5.446469439,CCC(=O)OC(C(C)C(=O)O)C(C)C1OC2(CCC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)O2)CC(O)C1C
2.680668291,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O
2.798823351,CC(=O)OC1CN(C)CCC1c1ccccc1
2.954029947,CCC(=O)OC1CN(C)CCC1c1ccccc1
2.813337242,CN1CCC2(C)c3cc(O)ccc3CCC12
3.038682565,CN1CCCC2(C)c3cc(O)ccc3CCC12
3.172164604,CCCC12CCCN(C)C1CCc1ccc(O)cc12
3.195250674,CCCCC12CCCN(C)C1CCc1ccc(O)cc12
3.150120533,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCCC(=O)c1ccc(F)cc1
2.911597221,CCCn1c(=O)c2c(ncn2CCCCC(C)O)n(C)c1=O
4.505579837,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
3.346877723,COC1C(=O)C2C(=O)OC(C)=CC=CC=CC=CCC(c3ccccc3)NC(=O)C=CC=CC=CC=CC2(C)C1O
3.407863719,Cc1c2c(nc3ccccc13)CCNCC2
3.0369072,Cc1c2c(nc3ccccc13)CCCNC2
3.210582411,CCCc1c2c(nc3ccccc13)CCNCC2
3.125571621,CCN1CCc2nc3ccccc3c(C)c2CC1
3.059802861,Cc1c2c(nc3ccc(Cl)cc13)CCNCC2
2.545381959,CCOC(=O)N1CCc2nc3ccccc3c(C)c2CC1
2.862099183,Cc1c2c([n+](O)c3ccccc13)CCNCC2
3.258125855,Cc1c2c(nc3ccccc13)C(O)CCNC2
2.379410121,c1ccc(OCc2ccc(CCCN3CCOCC3)cc2)cc1
2.757907087,CC=CC=CC1OC(O)(C(CC)C(=O)NCC=CC=C(C)C(OC)C(C)C2OC(C=CC=CC=C(C)C(=O)c3c(O)ccn(C)c3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C
3.342090719,CCC12CCN(C)C(Cc3ccc(O)cc31)C2C
2.647498553,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
3.274644411,CC(C)(C)NCC(O)c1ccccc1Cl
1.58752036,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21
4.68167893,CC(=O)NC1C(OC2OC(CC(O)C3OC(N4CCC(=O)NC4=O)C(O)C3O)C(O)C(O)C2NC(=O)C=CCC(C)C)OC(CO)C(O)C1O
3.005718287,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1
3.207075614,CCCCC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
2.737947627,CCCCCCCCC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
2.894273082,CCCCCCCCCCC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
2.987717481,CCCCCCC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
2.037409314,O=c1ccc(S(=O)(=O)O)ccc1O
2.102363719,CCCCN(CCCC)CCNc1nc(-c2ccccc2)no1
3.204522645,COc1ccc(CCN(C)CCCC2(c3ccc(OC)c(OC)c3)S(=O)(=O)CCCS2(=O)=O)cc1OC
1.779785462,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl
1.945092382,CC(=O)Nc1ccc(OCC(O)CO)cc1
2.817544037,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
3.792705272,COc1ccccc1N1CCN(C(Cc2ccc(C)cc2)c2ccccc2)CC1
2.815266999,COC(=O)C1CN(C)CCC1c1ccccc1
2.992751334,CCOC(=O)C1CN(C)CCC1c1ccccc1
1.71543909,CN1Cc2ccc(O)cc2C(O)C1
3.280758569,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1
3.135333673,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CCCO1
2.854175755,c1ccc(CC(c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1
5.997553194,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O
4.93109971,CN1C2CCC1C1Cc3ccccc3C1C2
3.087851231,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
1.87748113,COc1ccccc1NC(=S)NC(N)=S
2.607140999,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
2.8023636,c1ccc(CNNC2=NCCCN2)cc1
2.863436242,COc1ccc(CNNC2=NCCCN2)cc1OC
3.269110898,Clc1ccc(CNNC2=NCCCN2)cc1Cl
3.514569584,Clc1ccccc1CNNC1=NCCCN1
3.433298087,Clc1cccc(Cl)c1C=NNC1=NCCCN1
4.348429875,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(=O)OC1C(C)CCC(O)CC(=O)c1ccc(N)cc1)CC(O)C2C(=O)O
4.353857783,CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)O)C(CC(OC4OC(C)C(O)C(N)C4O)C=CC=CC=CC=CC=CC=CC=CC2C)O3)cc1
2.023025375,Cc1c(NC(CC(C)C)C(=O)O)c(=O)n(-c2ccccc2)n1C
3.028122443,COc1ccc(CC2=NCCc3cc(OC)c(OC)cc32)cc1OC
3.568808725,CC(C)(SSC(C)(C)C(N)C(=O)O)C(N)C(=O)O
2.784066498,NC1CC(=O)O[Cu]OC1=O
3.500780678,CC1(C)NCC(c2cccc(O)c2)O1
2.364819806,COc1ccc(NC(=S)NC(=S)Nc2ccc(OC)cc2)cc1
3.648272167,CC1(C)[S-2][Cu+2]2(NC(C(=O)[O-])C(C)(C)[S-]->2)NC1C(=O)[O-]
3.17668226,Cc1nnc(C(CCN2CC3CCC2CC3)(c2ccccc2)c2ccccc2)o1
3.770943278,CCC1OC(C2(C)CC(C)C(O)(C3(C)CCC(C(O)C4(O)OC(CC5(O)OC(C(C)C(O)CC6OC(C(C)C(=O)O)C(C)CC6C)CCC5C)C(C)CC4C)O3)O2)CCC1(C)O
2.048752458,CC(=O)OCC(=O)C1(OC(C)=O)CCC2C3CC(F)C4=CC(=O)C(Br)=CC4(C)C3(F)C(O)CC21C
2.073438464,O=C(O)C1CCCCC1(O)c1ccccc1
3.995491126,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
1.726238047,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
3.091334868,CC(NN)C1CC2CCC1C2
3.437698571,CCC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
3.14115178,N=C(N)NCC[SeH]
2.97539238,Cc1ccc2c(c1)C1CN(CCCC(=O)c3ccc(F)cc3)CCC1N2
1.723702883,Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1
3.394902553,O=C1NC2NCNC(N=NC3NCNC4NC(=O)NC34)C2N1
2.757230989,CC(=O)OC(C(=O)OC(CC1CCCN1C)CC1CCCN1C)c1ccccc1
1.529486819,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
2.699772707,CCCC(C)NCCNC(C)CCC
2.982755021,CCCOC(=O)c1sc(C(=O)OCCC)c(O)c1O
2.265836276,Cc1ccc(CCn2c3c(c4cc(Cl)ccc42)CCC(C(=O)O)C3)cn1
5.169123136,O=C1CC2OCC=C3CN4CCC56c7cc(Br)ccc7N1C5C2C3CC46
3.304166409,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C24CCN5CC6=CCOC7CC(=O)N3C2C7C6CC54)cc1
3.4236214,O=C(Nc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43)c1ccccc1
3.256214185,CS(=O)(=O)Nc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43
5.323843136,O=C1CC2OCC=C3CN4CCC56c7ccc([N+](=O)[O-])cc7N1C5C2C3CC46
5.02521656,O=C1CC2OCC=C3CN4CCC56c7ccc(Br)cc7N1C5C2C3CC46
3.343160802,CS(=O)(=O)Nc1ccc2c(c1)N1C(=O)CC3OCC=C4CN5CCC26C5CC4C3C16
3.893729591,CC(=O)Nc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43
2.776750203,CCOC(=O)CNC(=O)c1cccc(O)c1O
2.920613719,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)(O)C2
3.827334846,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
3.030986489,CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C
3.100962987,O=c1c2c([nH]c3c1CCC3)CCCC2
2.558544008,CCN(CC)CCSP1(=O)OCCCO1
2.708896579,CC(C)N(CCSP1(=O)OCCCO1)C(C)C
3.825278948,CC1=CC(O)CC(=O)Cc2nc(co2)C(=O)NC(C)C(=O)OC(C(C)C)C(C)C=CC(=O)NCC=C1
1.78785226,Nc1ccc(OCC(O)CO)cc1
2.991848736,CCCOc1c(C)cc(C(=O)CCN2CCCCC2)cc1Cl
2.245411485,CCCCCOc1c(C)cc(C(=O)CCN2CCCCC2)cc1Cl
2.262385822,CCCCCCOc1c(C)cc(C(=O)CCN2CCCCC2)cc1Cl
2.528776624,CCCCOc1c(C)cc(C(=O)CCN2CCCCC2)cc1Cl
3.255540179,CN(C)C1CCc2ccccc2C1OC(=O)c1ccccc1
4.341687959,COC1CC2(CCC(C)(C3CCC(C)(C4OC(C5OC(C)(O)C(C)C(OC)C5C)C(OC)C4C)O3)O2)OC(C(C)C2OC(O)(C(C)C(=O)O)C(C)C(OC)C2C)C1C
2.951490746,C[n+]1ccccc1C(C)(C)C
4.604046968,CC(=O)OC1CC(O)C23COC(O)C1(C)C2CC(O)C1(C)C3C(=O)C(OC(C)=O)C2(C)C(c3ccoc3)CC3OC321
3.314200989,Nc1ncnc2c1ncn2C1OC(CC(N)CCC(N)C(=O)O)C(O)C1O
5.025620242,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O
2.375140035,CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O
1.400495392,O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1
3.53382288,CCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
3.314005076,CCC(C)CCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O
2.562217373,COc1cc2ccnc(Cc3cccc(OC)c3OC)c2cc1OC
2.30414201,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
2.353774981,Cn1cnc2c1c(=O)n(CCCO)c(=O)n2C
1.916959016,CC(C(=O)O)c1ccc(N)cc1
2.989615415,CCCCN1CCC(CNC(=O)c2ccncc2)(c2ccccc2)CC1
2.544422852,O=C(O)CCCNC(=O)CCCCC1CCSS1
4.69115689,CC(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C)(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)Cc1ccccc1)C(C)C)C(C)C
3.210592196,NCC[Se]CC(N)C(=O)O
1.713964061,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O
3.461285076,CCOP(=O)(OCC)N(CC)P(=O)(N(C)C)N(C)C
2.875875567,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
5.044828449,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1
2.221432309,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1
2.115654661,CN1CCN(C2=NS(=O)(=O)c3cc(Cl)ccc3N2)CC1
2.870925816,CCN(CC)CC(=O)NC(c1ccccc1)c1ccccc1
4.054080818,CN1CCC23c4c5ccc(O)c4OC2C(Cl)CCC3C1C5
3.430238934,CCC(C)CCCCC(=O)NC1C(=O)NC(CCN)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(C(C)CC)C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)OC1C
2.411430578,CCN1CC2(C)CCC(OC)C34C2C(OC(C)=O)C2(OCOC25CC(OC)C2CC3(O)C5C2O)C14
3.166601699,CN1CCC23c4c5ccc(O)c4OC2C=CC(Cl)C3C1C5
1.200274122,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
3.069595585,CCCCOc1ccccc1OCCN(C(C)C)C(C)C
2.990414339,CC(C)COc1ccccc1OCCN(C(C)C)C(C)C
3.543941329,CN1CCCc2c1n(CC(=O)c1ccccc1)c1ccccc1c2=O
1.754762553,O=C1NC(=O)C(c2ccc(O)cc2)(c2ccc(O)cc2)N1
6.34292372,CC[N+](C)(CC)c1cccc(OC(=O)NC)c1
1.701380385,CC(=O)OC(C)CN(CC(C)OC(C)=O)N=O
2.919856036,CC(C)C(O)(C(=O)OCCCN(C)C)c1ccccc1
2.981732857,O=C(CO)C1CCC2C1CCC1C3CC(N4CCCC4)CCC3CCC12
3.215471885,CCCC(=NO)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
3.31385353,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1
2.94176478,O=C(Nc1ccccc1)OCCN1CCCCCC1
3.20470724,CCCOc1ccccc1NC(=O)OCCN1CCCCCC1
2.599255183,CCC(=O)NC1C(CO)OC(OC(C(O)CN)C(N)C(O)CO)C(O)C1O
4.107797227,CCCOc1cccc(NC(=O)OCCN2CCCCCC2)c1
3.20470724,CCCOc1ccc(NC(=O)OCCN2CCCCCC2)cc1
3.22331419,CCCCOc1ccccc1NC(=O)OCCN1CCCCCC1
3.825374181,CCCCOc1cccc(NC(=O)OCCN2CCCCCC2)c1
3.22331419,CCCCOc1ccc(NC(=O)OCCN2CCCCCC2)cc1
2.94012659,CCCCCOc1ccccc1NC(=O)OCCN1CCCCCC1
3.542186582,CCCCCOc1cccc(NC(=O)OCCN2CCCCCC2)c1
