rat_intravenous_LD50_(?log(mol/kg)),canonical_smiles
4.11352782,COc1cc2c(c(OC)c1OC)-c1ccc(N)c(=O)cc1C(NC(C)=O)CC2
2.639692773,COCc1c(CO)cnc(C)c1O
3.999318072,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
3.930423603,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
3.651430669,CNC(C)Cc1ccc(OC)cc1
1.742440194,O=C(O)CCNC(=O)c1ccccc1
3.586399745,CS(=O)(=O)OCCCNCCCOS(C)(=O)=O
2.189415913,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1
2.737507379,CN(C)C(=O)N(C)N=O
4.252131843,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N)CC2
4.174045896,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(N)CC2
4.444325903,CCC(C(=O)OCC[N+](C)(C)C)c1ccccc1
4.013393004,COc1cc(C(=O)OCCN2CCN(C(C)CN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC
3.95214924,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
2.420740937,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1
3.993606495,CN(C)c1ccc(Nc2cc3nc4ccc(N(C)C)cc4nc3cc2N)cc1
2.656204151,COc1ccc(C(=O)CCC(=O)O)c2ccccc12
3.889216162,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
4.163896076,COc1ccc(C(=O)CCCN2CC=C(c3ccccc3)CC2)cc1
4.132816613,CCN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
2.758223778,O=S(=O)(O)c1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)c2ccccc12
3.044983575,CS(=O)(=O)OCCCl
3.928466266,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1
5.185271522,OC1C2(c3ccccc3)CN3CN(C2)CC1(c1ccccc1)C3
3.930420946,CN(C)CCCN1c2cc(Cl)ccc2CCc2ccc(Cl)cc21
4.218471733,CN(C)CCCN1c2cc(Cl)ccc2C=Cc2ccc(Cl)cc21
2.212384724,Nc1nc(N)nc(Nc2ccc([As](=O)(O)O)cc2)n1
3.937856125,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21
3.670409837,Cc1ncc(CS)c(CS)c1O
3.310628479,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
3.928337724,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
3.138034974,O=P1(NCCCl)OCCCN1CCCl
1.798195002,O=S(=O)(Nc1ncc(OCCO)cn1)c1ccccc1
1.800188052,O=C(O)COc1cnc(NS(=O)(=O)c2ccccc2)nc1
2.572275949,O=S(=O)(O)c1ccc2c(c1)N=c1cc3c(cc1N2)=Nc1cc(S(=O)(=O)O)ccc1N3
4.54964451,C[N+](C)(C)CCCCCCCC[N+](C)(C)C
4.467996814,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1
3.204211187,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O
3.340487308,C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12
4.837893431,CNCCc1ccc(OC)cc1
4.111674457,Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3
3.899514846,Clc1cccc(Cl)c1NC1=NCCN1
2.42892488,CCCS(=O)CCC
3.574025881,C=CCC(N)Cc1ccccc1
4.010788828,C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCCC1
4.049824061,C=[N+](C)O.CC=C1c2ccccc2CCc2ccccc21
3.860344203,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O
2.646675563,CN(C)N=Nc1nc[nH]c1C(N)=O
4.166866557,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12
3.268496846,CCCCC(CC)COC(=O)c1ccccc1C(=O)O
4.141968701,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O
3.710988466,O=C1OCCC12CCCCC2
2.656966561,CC1CCOS(=O)O1
3.09418844,O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O
4.779064222,CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(N)CC(=O)O)C(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O
3.83219626,CN(C)CCC=C(c1ccccc1)c1ccc(C(F)(F)F)cc1
3.957999438,CN(C)CCC=C1c2ccccc2Sc2ccccc21
4.389753609,CN(C)CCON=C1c2ccccc2CCc2ccccc21
3.627877695,Cn1c(=O)[nH]c2nncnc2c1=O
3.329176065,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
4.338770859,O=C(CCCN1CC=C(c2ccccc2)CC1)c1ccccc1
3.918465505,c1ccc(C2CN3CCSC3=N2)cc1
4.544646718,c1ccc2c(CC3=NCCN3)cccc2c1
7.27073339,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3
2.44435378,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O
3.123411681,CCN(CC)C(=O)N1CCN(C)CC1
3.73141685,Cc1cccc(C)c1OCC(C)N
3.949371933,COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC
3.67578445,CN(N=O)C1CCCCC1
4.094575934,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC
4.186338057,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
2.946902646,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
1.763037265,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CO)CSC12
2.125604437,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1
3.818956303,Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1
3.78172666,CC(Cc1ccccc1)NCCCCl
3.554520656,CNC(C)Cc1ccccc1OC
3.497311867,CC(C)NCC(O)c1ccccc1Cl
2.297719404,CNC(=O)c1c(I)c(NC(=O)CCCCCCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I
2.275583432,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl
4.158018819,O=C1C=C2C=CC3CC2(O1)C1CCCCN31
3.945075483,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1
4.03465222,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
2.874292013,O=P1(N(CCCl)CCCl)NCCO1
4.328524428,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
3.406692152,CN(C)C1C(=O)C(C(=O)NCO)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
4.447722248,O=C1CC2(CCCC2)CO1
3.895229912,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
4.276619922,CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1
3.294884887,NC(Cc1ccc(O)c(O)c1)C(=O)O
2.393470609,O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1
4.620939759,C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
3.381422275,CN(C)c1ccc(O)cc1
4.392153145,CN1C2CCC1CC(OC(=O)C1CCC(C(=O)Oc3ccccc3)(C3CC4CCC(C3)N4C)c3ccccc31)C2
6.500008128,CC[N+]1(C)C2CCC1CC(OC(=O)C1CCC(C(=O)OC3CC4CCC(C3)[N+]4(C)CC)(c3ccccc3)c3ccccc31)C2
3.929269999,c1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1
3.195388526,CN(Cc1nc2c(N)nc(N)nc2[nH]c1=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
3.510806105,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21
4.08835044,CN1CCC23CCCCC2C1Cc1ccc(O)cc13
4.740957322,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
3.092905574,C=C(C)C1CC=C(C)CC1
2.845142213,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O
3.281721024,CCN(CC)CCN(CCN(CC)CC)c1cc(OC)c(OC)cc1Br
3.842297929,COC1C=CC2=CCN3CCC4=C(CC(=O)OC4)C23C1
4.447767684,O=C1CC2(CCCCC2)CCO1
3.246526859,O=P1(N(CCCl)CCCl)NCCCO1
4.371085255,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21
3.165516668,C=C1C(N(C)C)C(=O)N(c2ccccc2)N1C
3.619197716,Nc1ccc(CCC(N)c2ccc(N)cc2)cc1
3.153966226,O=C(O)c1ccccc1OP(=O)(O)O
2.725634269,CC(=C1CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N
3.874574581,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
3.575249443,CC(=O)OC1CN2CCC1CC2
3.24155594,O=P(O)(O)CP(=O)(O)O
2.50219318,CC1(S(=O)(=O)O)CC(=O)c2ccccc2C1=O
3.771530789,CC1CCC2C(C)C3C(CC4C5CC=C6CC(O)CCC6(C)C5CC(O)C43C)N2C1
4.072508706,CC(N1CCCCC1)C(O)(c1ccccc1)c1ccccc1
3.631022461,CCCCCCOc1ccc(C(O)(C(=O)OCCN(CC)CC)c2ccccc2)cc1
3.725842691,CCCNC(Cc1ccccc1)c1ccccc1
3.725842691,CC(C)NC(Cc1ccccc1)c1ccccc1
3.590874401,CC(C)CNC(Cc1ccccc1)c1ccccc1
3.612465964,CCNC(Cc1ccccc1)c1ccccc1
3.853374195,CCNC(Cc1ccc(OC)cc1)c1ccc(OC)cc1
4.308051921,CC[N+](C)(CC)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1
3.905310062,C=CCOc1ccccc1OCC(O)CNC(C)C
4.101566997,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21
3.080919952,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
3.903252817,O=C(O)c1ccccc1[Se][Se]c1ccccc1C(=O)O
5.650721418,CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12
4.359852076,CC(N)C(O)c1ccc(O)c(O)c1
3.480742521,O=C(OC1C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1
4.394198378,C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1
2.650811236,CC(C)CCOC(=O)CCCCC(=O)OCCC(C)C
3.928466266,C=CCN1CCC2(CC)c3cc(O)ccc3CC1C2C
3.311494674,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
3.703703145,CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
3.570183798,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2
5.076098907,O=C(OC1CCN2CC3CC(CN4C(=O)CCCC34)C2C1)c1ccc[nH]1
4.089775996,COc1cc2c3c(c4ccc(OC)c(OC)c4c2cc1OC)CN1CCCC1C3
2.890143906,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O
2.180811573,CN(CCOP(=O)(O)O)C(=N)N
4.384838256,CNC(=O)C=C(C)OP(=O)(OC)OC
2.556121507,CC(C)OC(=O)CCCCC(=O)OC(C)C
4.758972417,O=C(O)CC1(CO)CCCCC1
3.632037945,COC(=O)c1cncn1C(C)c1ccc(C)cc1
3.864689034,C=CCOC(=O)c1cncn1C(C)c1ccccc1
4.031948472,CCCOC(=O)c1cncn1C(C)c1ccccc1
3.855857212,CCOC(=O)c1cncn1C(CC)c1ccccc1
4.081754918,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1
2.419267821,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
3.720751746,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
4.018026687,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C
3.666898774,COC(=O)c1cncn1C(C)c1ccc(Cl)cc1
3.632037945,CCC(c1ccccc1)n1cncc1C(=O)OC
3.815117906,COC(=O)c1cncn1C(C)c1ccc(F)cc1
4.069737032,CC(C)OC(=O)c1cncn1C(C)c1ccccc1
5.388858424,CC1CC(C)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1
2.884105154,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
3.80114167,CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC
3.802760491,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
4.710988466,O=C1CC2(CCCCC2)CO1
4.67391308,CC(=O)OC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC(C)=O)CC65O)C4)CC3OC(C)=O)CC2OC(C)=O)OC(C)C1OC(C)=O
4.697908503,CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1
2.872376516,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I
3.056516874,NNc1nnc(NN)c2ccccc12
5.084965087,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N(C)C(C)=O)CC2
4.154615553,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N(C)C)CC2
3.546764689,CNC(Cc1ccccc1)c1ccccc1
4.942477063,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC=O)CC2
3.769856094,CC(O)(P(=O)(O)O)P(=O)(O)O
3.987742215,CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)C1=O
3.71953932,CNCC(C)CN1CCCCCc2ccccc21
2.63059905,CCOC(C(=O)O)(c1ccccc1)c1ccccc1
4.860916978,CCP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1
4.105684889,CCC(C)C1NC(=O)C(NC(=O)C2C(N)C(=O)C(C)C3Oc4c(C)ccc(C(=O)NC5C(=O)NC(C(C)C)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)c4NC32)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O
2.519575472,CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO
2.696712938,CCCCCCCCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO
4.723154271,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC=O)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O
5.901556788,CNC1C(OC2C(OC(=O)c3c(O)ccc4c(C)cc(OC)cc34)C=C3C#CC4(C5COC(=O)O5)OC4C#CCC32)OC(C)C(O)C1O
3.765235692,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
2.171077891,CC(=O)NC1C(O)OC(OS(=O)(=O)O)C(O)C1OC1OC(C(=O)O)C(O)C(O)C1O
1.996025446,Cc1cc(=O)[nH]o1
3.461275453,CN(C)CCOC(=O)c1ccc(N)cc1
3.09151788,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
2.022784222,O=C(O)CCC(=O)OC1CCCCC1
2.479561411,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1
3.089292666,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
1.938246727,CC(=O)NC(CS)C(N)=O
3.720136554,O=S1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(Cl)ccc21
3.983260517,CNCCC=C1c2ccccc2CCc2sccc21
3.445531112,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O
3.717943584,C#CCN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
5.463033998,C[N+]1(C)C2CCC1CC(OC1c3ccccc3CCc3ccccc31)C2
2.438762248,N=c1ccn2c(n1)OC1C(O)C(CO)OC12
4.149625496,COP(N)(=O)SC
3.881197857,CNCCCC12CCC(c3ccccc31)c1ccccc12
4.017343965,Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1
5.514714178,C[N+]1(CC2Cc3cc(C(=O)c4ccc5c(c4)OC(C[N+]4(C)CCCCC4)C5)ccc3O2)CCCCC1
1.974400178,CNC(=O)c1c(I)c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I
4.876278155,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
4.623582122,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
3.140010194,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O
4.231063311,CNCCOC(c1ccccc1)c1ccccc1C
4.030747921,CCOC(=O)c1cncn1C(C)c1ccccc1
3.363616385,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21
3.3535732,CCCCSCCSP(=S)(OCC)OCC
5.022308159,COC1CC(OC2CCC3(C=O)C(O)(CCC4(C)C3(C)CCC3(C)C(C5=CC(=O)OC5)CCC34O)C2)OC(C)C1OC1CC(CO)C(O)C(O)C1O
5.52061223,CC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c1C)C(OC1OC(CO)C(O)C(O)C1(C)OC1OC(CO)C(O)C(O)(C(N)=O)C1O)c1cnc[nH]1)C(=O)NCCC1=NC(c2nc(C(N)=O)cs2)CS1
5.694829561,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(O)C(C)O4)cc(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(O)C(O)C(C)O2)C(O)C(C)O1
5.487606016,CC1CCC2(OC1)OC1C(O)C3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C
3.198181921,COc1cc(C=CC(=O)OC2CCC34CC35CCC3(C)C(C(C)CCC=C(C)C)CCC3(C)C5CCC4C2(C)C)ccc1O
5.004449962,CC1CC2OC3C(CC2OC2CC4OC5CC=CCC6OC7C=CC8OC9C(CC8OC7C=CC6OC5CC(O)C4(C)OC2C1)OC1CC=CC(C=CC(O)CO)OC1C9O)OC1C(C)C(C)C2(CC(O)CO2)OC1C(O)C3C
5.536854009,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C
2.959916351,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl
3.319534421,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)CC3N)C2O)C(N)C(O)C1OC1OC(CO)C(O)C(O)C1O
2.89576649,O=C(O)CC(S[Au])C(=O)O
2.582244708,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O
5.8286663,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(O)C(OC)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
7.214790882,CC=CC1=CN2C(=O)c3cc(OC4OC(C)C(NC)C(C)(O)C4O)c(C)c(O)c3NC(O)C2C1
3.229629376,O=C(O)CC[Ge](=O)O[Ge](=O)CCC(=O)O
4.680376312,CN1CCC(CNC(=O)CCCCCCCCC(=O)NCC2(c3ccccc3)CCN(C)CC2)(c2ccccc2)CC1
3.740983418,COc1ccc(C(C)CN)cc1
3.616044682,COc1cccc(C(C)CN)c1
4.151488893,c1ccc2c(C(CCN3CCOCC3)CCN3CCOCC3)cccc2c1
3.737459907,Clc1cccc(N2CCNCC2)c1
3.591647729,COc1ccc(OC)c(C(C)CN)c1
2.945062989,C(=Nc1nc(-c2ccccc2)cs1)c1ccccc1
3.056042507,C=CN(CC)N=O
3.673931483,CCN(Cc1ccncc1)N=O
2.621428533,CNC(=O)N(C)N=O
3.008809969,N=C(Nc1ccc(Cl)cc1)Nc1nc2ccccc2[nH]1
4.537997092,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
1.562726942,CCOC(=O)CN(C)N=O
3.335056519,Cc1cccc2c(C)c3c(ccc4ccccc43)c(C)c12
4.320013276,CN(C)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1
4.323988144,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1
2.956403031,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
3.188504289,CC1(C)N=C(N)N=C(N)N1c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1
2.97153022,c1ccc(-n2cncn2)cc1
3.687452017,CC(C)NCC(O)COc1cccc2[nH]ccc12
1.868737733,O=[N+]([O-])c1nccn1CC(O)CO
5.180188457,COC(=O)N(CCCl)N=O
4.81886828,CCC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1
3.509176158,CC12CCC3C(CCC45OC4C(=O)C(C#N)CC35C)C1CCC2O
4.166367418,C=CCc1ccccc1OCC(O)CNC(C)C
3.2856345,C[N+](C)(C)CCC[N+]1(C)CC2C3C=CC(CC3)C2C1
3.196132203,C[N+]1(CC[N+]2(C)CC3C4C=CC(CC4)C3C2)CCCC1
4.890138294,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5
2.985635827,COc1ccc2c(c1)Sc1ccc(C(C)C(=O)O)cc1N2C
3.154363101,CC1(C)COC(=O)C1
3.861645338,CN(C)CCOCCOC(=O)C1(c2ccccc2)CCCC1
4.536446817,CCOc1cc(C(=O)N(CC)CC)ccc1O
4.257766545,O=NN(CCF)C(=O)NC1CCCCC1
2.65310565,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
5.523796618,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1
5.421520491,CCC[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O
2.921364898,CCOC(=O)Cc1ccc(-c2ccccc2)cc1
3.228461956,CCC1(CC)CC(=O)NC(=O)C1
3.37386328,O=C1CC(c2ccccc2)CC(=O)N1
4.829940271,C[N+](C)(C)CCOC(c1ccccc1)c1ccccc1
3.653683779,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
4.052566686,CC(C)NC1CCC(c2ccccc2)(c2ccccc2)CC1
3.86929756,C=CCC(CCN(CC)CC)(C(=O)OCC)c1ccccc1
3.221600262,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
3.44730794,C[N+](C)(N)CCBr
3.798314956,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
3.155140669,CCOC(=O)NNc1nncc2ccccc12
4.224646348,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21
3.855465464,CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
4.090733303,CN(C)CCC=C1c2ccccc2CCc2sccc21
3.069200307,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
4.249538847,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
4.121619386,CCCCCCCCCCCCCCCCCC(=O)O
4.020102203,Cc1cccc(OCC(O)CNC(C)(C)C)c1C
4.431239356,CCCCOC(=O)n1c(Br)nc(Br)c1Br
3.403330275,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
3.021527135,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1
4.079075006,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCCC1
3.431501311,CCN(CC)c1cc(C)nc2ncnn12
3.042102768,C[N+](C)(C)CC[N+]1(C)Cc2ccccc2C1
6.573368439,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
3.870137564,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
2.068529079,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
