mouse_intraperitoneal_LD50_(?log(mol/kg))_(?log(mol/kg)),canonical_smiles
3.917797669,COC1OC(COC(C)=O)C(OC(C)=O)C(NC(=O)N(CCCl)N=O)C1OC(C)=O
2.704948497,COc1ccc2nc(C)cc(OC(=O)c3ccccc3N=Cc3ccc(Cl)cc3)c2c1
2.638798644,Cc1cc(OC(=O)c2ccccc2N=Cc2ccc(Cl)cc2)c2cc(Cl)ccc2n1
2.59818404,Cc1ccc2nc(C)cc(OC(=O)c3ccccc3N=Cc3ccc(O)cc3)c2c1
2.619994391,Cc1cc(OC(=O)c2ccccc2N=Cc2ccc(O)cc2)c2cc(Cl)ccc2n1
2.640977065,CC(=O)Nc1ccc(C=Nc2ccccc2C(=O)Oc2cc(C)nc3ccc(C)cc23)cc1
2.656575376,COc1ccc2nc(C)cc(OC(=O)c3ccccc3N=Cc3ccc(NC(C)=O)cc3)c2c1
2.737887078,CC(=O)Nc1ccc(C=Nc2ccccc2C(=O)Oc2cc(C)nc3cc(C)ccc23)cc1
2.669560691,CC(=O)Nc1ccc(C=Nc2ccccc2C(=O)Oc2cc(C)nc3ccc(Cl)cc23)cc1
2.642973701,COc1ccc2nc(C)cc(OC(=O)c3ccccc3N=Cc3ccc(N(C)C)cc3)c2c1
2.751808559,Cc1ccc2nc(C)cc(OC(=O)c3ccccc3N=Cc3ccc(N(C)C)cc3)c2c1
2.638798644,Cc1cc(OC(=O)c2ccc(N=Cc3ccc(Cl)cc3)cc2)c2cc(Cl)ccc2n1
2.617935061,Cc1ccc2c(OC(=O)c3ccc(N=Cc4ccc(Cl)cc4)cc3)cc(C)nc2c1
2.634367423,COc1ccc2nc(C)cc(OC(=O)c3ccc(N=Cc4ccc(Cl)cc4)cc3)c2c1
2.663692551,Cc1ccc2nc(C)cc(OC(=O)c3ccccc3N=Cc3ccc(Cl)cc3)c2c1
4.520907593,O=S1(=O)O[Pt]2(NCC3(CCCCC3)CN2)O1
2.592731766,CCN(CC)Cc1nnc(-n2c(-c3ccccc3)nc3ccccc3c2=O)s1
3.060752811,CN(C)Cc1nnc(-n2c(-c3ccccc3)nc3ccccc3c2=O)s1
2.774825539,O=c1c2ccccc2nc(-c2ccccc2)n1-c1nnc(CN2CCOCC2)s1
3.710647,O=c1c2ccccc2nc(C=Cc2ccccc2)n1-c1nnc(CN(c2ccccc2)c2ccccc2)s1
2.807858739,O=c1c2ccccc2nc(C=Cc2ccccc2)n1-c1nnc(CNc2ccccc2)s1
2.654710656,Cc1ccccc1NCc1nnc(-n2c(C=Cc3ccccc3)nc3ccccc3c2=O)s1
2.837642197,Cc1ccccc1NCc1nnc(-n2c(CNc3ccccc3C)nc3ccccc3c2=O)s1
2.807506164,CCN(CC)CC(=O)Nc1ccc(Cl)cc1
2.843865792,CCN(CC)CC(=O)Nc1ccc([N+](=O)[O-])cc1
1.981032464,Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1
1.762265825,BC(=O)O
2.766416565,O=C1CSC(=Nc2ccccc2)N1Cn1cnc2ccccc2c1=O
2.658524134,Cc1ccc(/N=C2\SCC(=O)N2Cn2cnc3ccccc3c2=O)cc1
2.802122365,COc1ccc(/N=C2\SCC(=O)N2Cn2cnc3ccccc3c2=O)cc1
3.030699886,O=C1CS/C(=N\c2ccccc2)N1Cn1cnc2ccc(Br)cc2c1=O
2.868571952,Cc1ccccc1/N=C1\SCC(=O)N1Cn1cnc2ccc(Br)cc2c1=O
2.743633215,Cc1ccc(/N=C2/SCC(=O)N2Cn2cnc3ccc(Br)cc3c2=O)cc1
3.060060092,COc1ccc(/N=C2\SCC(=O)N2Cn2cnc3ccc(Br)cc3c2=O)cc1
2.802940401,O=C1CS/C(=N\c2ccccc2)N1Cn1cnc2c(Br)cc(Br)cc2c1=O
2.814765177,Cc1ccccc1/N=C1\SCC(=O)N1Cn1cnc2c(Br)cc(Br)cc2c1=O
3.115795172,Cc1ccc(/N=C2/SCC(=O)N2Cn2cnc3c(Br)cc(Br)cc3c2=O)cc1
2.827870652,COc1ccc(/N=C2\SCC(=O)N2Cn2cnc3c(Br)cc(Br)cc3c2=O)cc1
2.693946678,O=C1CS/C(=N\c2ccccc2)N1Cn1cnc2ccc([N+](=O)[O-])cc2c1=O
2.709086492,Cc1ccc(/N=C2/SCC(=O)N2Cn2cnc3ccc([N+](=O)[O-])cc3c2=O)cc1
2.725734041,COc1ccc(/N=C2\SCC(=O)N2Cn2cnc3ccc([N+](=O)[O-])cc3c2=O)cc1
3.508369887,CC(O)C(NC(=O)C(CCCN)NC(=O)C(CC(O)CNC(=N)N)NC(=O)C(N)CCCNC(=N)N)C(=O)NC(CCCN)C(=O)NC(CCCCN)C(=O)NC(Cc1ccc(O)cc1)C(=O)O
4.369334846,CC(O)C(NC(=O)C(CCCN)NC(=O)C(CC(O)CNC(=N)N)NC(=O)C(N)CCCNC(=N)N)C(=O)NC(CCCN)C(=O)NC(CC(O)CNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O
2.709086492,Cc1ccccc1/N=C1\SCC(=O)N1Cn1cnc2ccc([N+](=O)[O-])cc2c1=O
2.783462871,Cc1ccccc1/N=C1\SCC(=O)N1Cn1cnc2ccccc2c1=O
1.274853568,CC[GeH]=NO
2.176564864,CCOC(=O)C1=C(C)N(c2ccccc2)C(C)=C(C(=O)OCC)C1c1ccccc1[N+](=O)[O-]
4.733742812,COC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)C1(OC)C3C(CN21)N3C
3.060462124,Cc1cc(C)n(-c2nc(-c3ccc(O)c(O)c3)cs2)n1
2.888235673,Cc1csc(-n2nc(C)cc2C)n1
1.930007804,Cc1cc(C)n(-c2nc(-c3ccccc3)cs2)n1
3.174154045,Cc1cc(C(F)(F)C(F)F)n(-c2nc(-c3ccc(O)c(O)c3)cs2)n1
2.718672716,COc1ccccc1OCc1nc2cc(Br)c(Br)cc2c(=O)n1-c1nccs1
2.691355604,COc1ccccc1OCc1nc2cc(I)ccc2c(=O)n1-c1nccs1
2.731750778,COc1ccccc1OCc1nc2cc(I)ccc2c(=O)n1-c1ccccn1
2.810549216,COc1ccccc1OCc1nc2cc(Br)c(Br)cc2c(=O)n1-c1ccccn1
2.689930104,O=c1c2ccc(I)cc2nc(COc2ccccc2Cl)n1-c1ccccn1
2.695244326,O=c1c2ccc(I)cc2nc(COc2ccccc2Cl)n1-c1nccs1
1.635105394,OCCN(CCO)C(=S)S
2.262438145,O=S(=O)(O)CCNC(=S)S
2.370357097,O=C(O)CN(CCN(CC(=O)O)C(=S)S)C(=S)S
3.29939833,CC(O)CC(c1ccc(Cl)cc1)C(C(=O)O)c1ccccc1
2.387912801,Cc1ccc(OCC(=O)n2nc(C)cc2C)cc1
2.63572283,Cc1ccc(C)n1NC(=O)COc1cccc2ccccc12
2.552415993,Cc1ccc(C)n1NC(=O)COc1ccc2ccccc2c1
2.469537791,Cc1ccc(C)n1NC(=O)CSc1ccc(Cl)cc1
2.719626449,O=C(NCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccc([N+](=O)[O-])cc1
2.796430932,O=C(NCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccncc1
2.6414518,NCn1cnc2ccccc2c1=O
2.73691416,CNCNCn1cnc2ccccc2c1=O
2.789429106,CC(C)NCNCn1cnc2ccccc2c1=O
2.763964914,CN(C)CNCn1cnc2ccccc2c1=O
2.813482577,CCN(CC)CNCn1cnc2ccccc2c1=O
2.792892241,O=c1c2ccccc2ncn1CNCNCCO
2.863826766,O=c1c2ccccc2ncn1CNCN(CCO)CCO
2.922121852,O=C1c2ccccc2C(=O)N1CNCn1cnc2ccccc2c1=O
2.938733568,CCOC(=O)C(CNCn1cnc2ccccc2c1=O)C(=O)OCC
2.856376903,CN1CCN(CNCn2cnc3ccccc3c2=O)CC1
2.903623028,CCOC(CNCNCn1cnc2ccccc2c1=O)OCC
2.845611135,O=c1c2ccccc2ncn1CNCNc1ccccc1
2.895941621,O=c1c2ccccc2ncn1CNCNc1ccc(Cl)cc1
2.866815852,Cc1ccccc1NCNCn1cnc2ccccc2c1=O
2.866815852,Cc1ccc(NCNCn2cnc3ccccc3c2=O)cc1
2.889801554,COc1ccccc1NCNCn1cnc2ccccc2c1=O
2.889801554,COc1ccc(NCNCn2cnc3ccccc3c2=O)cc1
2.802922454,NCn1cnc2ccc(Br)cc2c1=O
2.92036207,NCn1cnc2c(Br)cc(Br)cc2c1=O
2.719405873,NCn1cnc2ccc(Cl)cc2c1=O
2.785473983,NCn1cnc2c(Cl)cc(Cl)cc2c1=O
2.740733655,NCn1cnc2ccc([N+](=O)[O-])cc2c1=O
2.734855812,CC(=O)NCn1cnc2ccccc2c1=O
2.674902456,CNCn1cnc2ccccc2c1=O
2.705959879,CN(C)Cn1cnc2ccccc2c1=O
2.762113764,CCN(CC)Cn1cnc2ccccc2c1=O
2.818385919,O=c1c2ccccc2ncn1CN(CCO)CCO
2.882656855,O=C1c2ccccc2C(=O)N1Cn1cnc2ccccc2c1=O
2.900816214,CCOC(=O)C(Cn1cnc2ccccc2c1=O)C(=O)OCC
2.85778917,CCOC(=O)C(Cn1cnc2ccccc2c1=O)C(C)=O
2.765718835,O=C(O)CNCn1cnc2ccccc2c1=O
2.791083335,CC(NCn1cnc2ccccc2c1=O)C(=O)O
2.798113487,O=c1c2ccccc2ncn1CNc1ccccc1
2.85390193,O=c1c2ccccc2ncn1CNc1ccc(Cl)cc1
2.82170345,Cc1ccccc1NCn1cnc2ccccc2c1=O
2.82170345,Cc1ccc(NCn2cnc3ccccc3c2=O)cc1
2.847132898,COc1ccccc1NCn1cnc2ccccc2c1=O
2.847132898,COc1ccc(NCn2cnc3ccccc3c2=O)cc1
2.899471669,CCOC(=O)C(CNCn1cnc2ccccc2c1=O)C(C)=O
2.734943771,CC(C)NCn1cnc2ccccc2c1=O
2.738867726,O=c1c2ccccc2ncn1CNCCO
2.83775884,CCCC(NCn1cnc2ccccc2c1=O)C(=O)O
2.968879703,O=c1oc2ccccc2c2nc[nH]c12
5.164309398,CCOC(=O)C1OC(C2(C)OC3(OC4(C=CC3O)OC(C(C)C(=O)C(C)C(O)C(C)CC(C)c3c(Cl)cc(C)c(O)c3C(=O)O)C(C)CC4C)C(C)C2OC)CC1O
2.790021833,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1
2.380653755,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2OC(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1
3.510532394,c1ccc(C2CCCCC2)c(OCC2CNCCO2)c1
2.532017619,Cc1ccc(C(=CC=C(c2ccccc2)c2ccccc2)C(=O)O)cc1
2.57571307,O=C(O)C(=CC=C(c1ccccc1)c1ccccc1)c1cccc2ccccc12
2.551963284,COc1ccc(C(=CC=C(c2ccccc2)c2ccccc2)C(=O)O)cc1
2.61598554,O=C(O)C(CCC(c1ccccc1)c1ccccc1)c1ccccc1
2.537131232,Cc1ccc(C(CCC(c2ccccc2)c2ccccc2)C(=O)O)cc1
2.74783091,O=C(O)C(CCC(c1ccccc1)c1ccccc1)c1cccc2ccccc12
2.474708574,C=CCOc1ccc(C(=O)c2ccc(OC)cc2OC)cc1
2.563958338,COc1ccc(C(=O)c2ccc(OCC(=O)O)cc2)c(O)c1
2.556685958,COc1ccc(C(=O)c2ccc(OCC(=O)O)cc2)c(OCC(=O)O)c1
2.667602636,COc1ccc(C(=O)c2ccc(OCC(=O)O)cc2)c(OC)c1
2.667602636,COc1ccc(C(=O)c2ccc(OC)cc2OCC(=O)O)cc1
2.4583583,COc1ccc(C(=O)c2ccc(OC)c(N)c2)c(OC)c1
2.934461531,COc1ccc(C(=O)c2ccc(OC)c(NC(C)=O)c2)c(OC)c1
2.560859113,COc1ccc(C(=O)c2ccc(OC)c(NC(=O)CCl)c2)c(OC)c1
2.771958613,O=C(O)C(=Cc1ccc(Cl)cc1Cl)c1ccccc1C(=O)O
3.028146386,O=C(O)C(=Cc1ccc(Cl)c(Cl)c1)c1ccccc1C(=O)O
3.012852905,N#CC(=Cc1ccccc1)c1ccccc1C(=O)O
2.536426818,N#CC(=Cc1ccccc1Cl)c1ccccc1C(=O)O
2.752907897,N#CC(=Cc1ccc(Cl)cc1Cl)c1ccccc1C(=O)O
2.668859838,N#CC(=Cc1ccc(Cl)c(Cl)c1)c1ccccc1C(=O)O
1.831735436,COc1cc2c(c(N)c1OC)CCN1CC(=O)Nc3ccccc3C21
3.262997767,COc1cc2c(cc1OC)C1c3ccccc3NC(=O)C(C(C)C)N1CC2
3.55017027,COc1cc(C(=O)OC2CCC(NC(=N)N)CC2)cc(OC)c1OC
3.51527696,COc1cc(C(=O)OC2CCCN(C(=N)N)C2)cc(OC)c1OC
3.230172929,COc1cc(C(=O)OCCNC(=N)N)cc(OC)c1OC
3.286406255,COc1cc(C(=O)OCCCNC(=N)N)cc(OC)c1OC
2.21399827,CCCOc1ccc(/N=C/SCNC(=O)OC)c([N+](=O)[O-])c1
3.038696445,CC(NC(C)(C)C)C(=O)c1cccc(C(F)(F)F)c1
2.439098614,O=c1c2cnn(-c3ccccc3)c2ncn1Cc1ccccc1
2.283344409,CCOC(=O)C(C#N)C(=O)/N=C/N(C)C
2.358775608,CCOC(=O)C(C#N)C(=O)/N=C1\CCCCN1C
2.72887165,c1ccc(-c2ccc(-c3nc4c5ccccc5ccn4n3)cc2)cc1
2.731587422,c1ccc(-c2ccc(-c3nc4n(n3)CCc3ccccc3-4)cc2)cc1
2.712329755,c1ccc(-c2ccc(-c3nc4n(n3)Cc3ccccc3-4)cc2)cc1
3.128469276,CC(=O)c1c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)nn(CCO)c1=O
2.895603339,O=C(NNCc1ccccc1)c1ccco1
3.135445186,CC(Cc1ccccc1)NNC(=O)CCCO
2.904668513,CCC(NN)c1ccc(Cl)cc1
2.887390496,CC(C)(C)c1cc[n+](N)cc1
2.749532401,ON1CC=CC=C1C[n+]1ccccc1I
3.208429569,ONCC[n+]1ccccc1CNO
3.363234741,CC(C)C(=O)OCC(COC(=O)C(C)C)(COC(=O)C(C)C)c1cc[n+](C)cc1
2.85947161,C[n+]1ccccc1/C=N/C(C)(C)C
3.16859747,O=[N+]([O-])c1ccc2[nH]cc(C3=CCNCC3)c2c1
3.902453762,COc1ccc2c(c1)=C1C(=CC=C3C=C[N+](CCN4CCC(C5CCN(CC[N+]6=CCc7ccc8c(c7=C6)=c6cc(OC)ccc6=N8)CC5)CC4)=CC31)N=2
3.839478047,COc1cc2c(cc1O)C(Cc1ccc(O)cc1)[N+](C)(C)CC2
5.238020999,C=C(O)C(=O)NCC1C2=C(CC3C4C5=C(CC(C(O)N13)N4C)C(=O)C(C)=C(OC)C5=O)C(=O)C(C)=C(OC)C2=O
4.891702229,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(=O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O
4.53267044,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC
3.280915114,CSc1nc(C)c(C(=O)CCN2CCOCC2)s1
3.161396755,CSc1nc(C)c(C(=O)CCN2CCN(c3ccccn3)CC2)s1
3.211403568,O=C(OCCN1CCCCC1)c1cccnc1Nc1ccccc1
3.057433302,CN(C)CCOC(=O)c1cccnc1Nc1ccccc1
3.216693599,COc1ccc(Nc2ncccc2C(=O)OCCCN(C)C)cc1
3.140467817,CSc1cccc(Nc2ncccc2C(=O)OCCCN(C)C)c1
3.02774634,CN(C)CCOC(=O)c1cccnc1Nc1ccc(Cl)cc1
2.939327022,CCN(CC)CCOC(=O)c1cccnc1Nc1ccc(Cl)cc1
2.777978705,O=C(OCCN1CCCCC1)c1cccnc1Nc1ccc(Cl)cc1
3.168219257,CN(C)CCCOC(=O)c1cccnc1Nc1ccc(Cl)cc1Cl
2.788008016,CN(C)CCCOC(=O)c1cccnc1Nc1cc(Cl)cc(Cl)c1
3.276771904,CN(C)CCCOC(=O)c1cccnc1Nc1ccc(Br)cc1
3.339024556,CCN(c1ccccc1)c1ncccc1C(=O)OCCCN(C)C
3.232303481,CCN(CC)CCOC(=O)c1cccnc1N(CC)c1ccccc1
2.603111881,CN(C)CCOC(=O)c1cccnc1Oc1ccc(Cl)cc1
2.904103364,O=C(OCCN1CCCCC1)c1cccnc1Oc1ccc(Cl)cc1
3.235996576,CN(C)CCCOC(=O)c1cccnc1Nc1cccc([N+](=O)[O-])c1
2.864511081,CCOc1ccc(Nc2ncccc2C(=O)OCCN(C)C)cc1
3.300122821,CN(C)CCCOC(=O)c1cccnc1Nc1ccccc1
2.082327164,CCN(CC)CN1C(=O)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(Br)ccc21
2.574189486,Cc1ccc(C2(c3ccc(C)cc3)C(=O)N(CN3CCOCC3)c3ccc(Br)cc32)cc1
2.929850001,CCOC(=O)c1c(OC(C)=O)c2ccccc2n(C)c1=O
2.974036585,CCOC(=O)c1c(OC(C)=O)c2ccccc2n(CC)c1=O
2.72890334,CCOC(=O)c1c(Cl)c2ccccc2n(C)c1=O
2.489025643,Cc1ccc(NC(=O)c2c(O)c3ccccc3n(C)c2=O)cc1
2.510995156,COc1ccc(NC(=O)c2c(O)c3ccccc3n(C)c2=O)cc1
2.559076725,Cn1c(=O)c(C(=O)Nc2cccc(C(F)(F)F)c2)c(O)c2ccccc21
2.60988218,CCOC(=O)c1c(NC(C)C)c2ccccc2n(C)c1=O
2.680515086,CCOC(=O)c1c(NCC(C)C)c2ccccc2n(C)c1=O
2.526844368,CCOC(=O)c1c(Nc2ccc(C)cc2)c2ccccc2n(C)c1=O
2.547023576,CCOC(=O)c1c(Nc2ccc(OC)cc2)c2ccccc2n(C)c1=O
2.5524358,CCOC(=O)c1c(Nc2ccc(Cl)cc2)c2ccccc2n(C)c1=O
2.591466422,CCOC(=O)c1c(Nc2cccc(C(F)(F)F)c2)c2ccccc2n(C)c1=O
2.354206577,O=C1CC(c2ccccc2)C(=O)N1c1ccncc1
3.191897934,Cc1cc(N2CCSCC2)c(C#N)c(C)n1
3.092820559,CCCCCN1CCc2ncccc2C1
2.923101975,C=CCN1CCc2ncccc2C1
2.896392449,C=CCCN1CCc2ncccc2C1
3.035565687,COc1ccc(CN2CCc3ncccc3C2)cc1OC
2.978583173,C(=Cc1ccccc1)CN1CCc2ncccc2C1
3.051339532,CCCCCCN1CCc2ncccc2C1
3.048118592,CCCCCCCN1CCc2ncccc2C1
2.969860388,CC(C)CCN1CCc2ncccc2C1
2.905195631,CCCCCC=CCN1CCc2ncccc2C1
3.029277682,c1cnc2c(c1)CN(CC1CC1)CC2
2.975584256,c1cnc2c(c1)CN(CC1CCC1)CC2
3.110654448,c1ccc(OCCCN2CCc3ncccc3C2)cc1
3.245341802,CCCCCCCCCCN1CCc2ncccc2C1
2.966655957,CC(C)=CCCC(C)=CCN1CCc2ncccc2C1
2.662856242,Cc1ccc(CN2CCc3ncccc3C2)cc1
2.859666839,CC(C)c1cccc(CN2CCc3ncccc3C2)c1
2.948393403,CC(C)c1ccc(CN2CCc3ncccc3C2)cc1
3.254179849,CCCOc1cc(CN2CCc3ncccc3C2)ccc1OC
3.231045028,CCCOc1ccc(CN2CCc3ncccc3C2)cc1OCCC
3.161687819,Clc1ccc(C=CCN2CCc3ncccc3C2)c(Cl)c1
2.932541536,c1ccc(CN2CCc3ncccc3C2)cc1
3.205257424,Clc1ccc(C=CCN2CCc3ncccc3C2)cc1Cl
3.060852305,Cc1ccc(C)c(C=CCN2CCc3ncccc3C2)c1
3.200625115,CCC(c1ccccc1)N1CCc2ncccc2C1
3.349324161,CC(C)(C)NCC(O)COc1csc2ccccc12
3.333000322,COc1ccc(CCNCC(O)COc2csc3ccccc23)cc1OC
2.521120595,Cc1cccc(C)c1NC(=O)CN1CCOCC1
7.117119803,COc1ccc2nc(C(=O)NC3COC(=O)C(C(C)(C)O)N(C)C(=O)CN(C)C(=O)CNC(=O)C4C(OC(C)=O)CC=NN4C(=O)C(NC(=O)c4nc5ccc(OC)cc5cc4O)COC(=O)C(C(C)(C)O)N(C)C(=O)CN(C)C(=O)CNC(=O)C4C(OC(C)=O)CC=NN4C3=O)c(O)cc2c1
2.88536499,C#CCSCCN
2.935265364,CC#CCSCCN
2.584334994,C#CCNCCS
2.810326627,CC#CCNCCS
3.189355541,SCCNCC=Cc1ccccc1
2.737644655,SCCNCC#Cc1ccccc1
3.196679023,C=CCC=CCNCCS
2.64700832,CC#CC=CCNCCS
2.503120345,COCC#CCNCCS
2.340302443,C#CCN(CC#C)CCS
2.656347394,CC#CCN(CC#CC)CCS
2.293589036,CC=CCCC1NCCS1
2.71395511,CC#CCCC1NCCS1
3.149954634,C#CCCC1NCCS1
2.249992817,CC(C)=CCCC(C)CC1NCCS1
2.154598934,C=CC(C)(C)C1(C)NCCS1
2.117497777,C=CCCC1(C)NCCS1
2.412925114,C#CCCC1(C)NCCS1
2.06276995,CC(C)CCC1(C)NCCS1
2.154598934,C=C(C)CCC1(C)NCCS1
2.191972376,CC1(CCC=Cc2ccccc2)NCCS1
2.184398017,C=CCC(C(=O)OCC)C1(C)NCCS1
2.568886665,CC1(CCC#CCO)NCCS1
2.154598934,C=CCCCC1(C)NCCS1
2.383540961,C#CCCCC1(C)NCCS1
2.23378018,CC=CCCC1(C)NCCS1
2.450487751,CC#CCCC1(C)NCCS1
2.167941161,C=C=CCCC1(C)NCCS1
2.123553301,CC(C)=C(C)CCC1(C)NCCS1
2.18877854,C=CCCCCC1(C)NCCS1
2.184028603,C#CCCCCC1(C)NCCS1
2.418111809,C=C=CCCCC1(C)NCCS1
2.08711859,C=CC=CCCC1(C)NCCS1
2.400924193,CCCCCCCC1(C)NCCS1
2.52149331,CCCC=CCCC1(C)NCCS1
2.11913927,C=CCC=CCCC1(C)NCCS1
2.688711182,C#CCC=CCCC1(C)NCCS1
2.630432362,COc1ccc(CC2CNC(=O)N2)cc1OC1CCCC1
2.884617174,Cc1oc2ccc3c(C)cc(=O)oc3c2c1NC(=O)CN(C)C
3.14536133,CCN(CC)CC(=O)Nc1c(C)oc2ccc3c(C)cc(=O)oc3c12
3.037808164,Cc1oc2ccc3c(C)cc(=O)oc3c2c1NC(=O)CN1CCCC1
2.909019629,Cc1oc2ccc3c(C)cc(=O)oc3c2c1NC(=O)CN1CCCCC1
2.92762879,Cc1oc2ccc3c(C)cc(=O)oc3c2c1NC(=O)CN1CCOCC1
2.820887381,Cc1oc2ccc3c(C)cc(=O)oc3c2c1NC(=O)CN1CCN(C)CC1
2.470351679,O=C(O)C1CCC(c2ccccc2O)N1C(=O)CCS
2.862674738,c1ccc2c(c1)CCC1C2N=C2SCCN21
3.164529689,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
2.419526196,O=c1cc(N2CCCCC2)[nH]c2ccc(Cl)cc12
3.125955965,CN1CCC/C1=N\n1c(C#N)nc2ccccc2c1=O
2.446802695,NC(=O)C/C(=N/c1ccc(Cl)cc1)N1CCCCC1
2.417896645,N#CC/C(=N\c1ccc(Cl)cc1)N1CCCCC1
2.427637015,N#Cc1ccc(S(=O)(=O)c2ccc(Cl)cc2)o1
2.48020535,N#Cc1ccc(S(=O)(=O)c2ccc(Cl)c(Cl)c2)o1
2.420407972,COc1ccc(S(=O)(=O)c2ccc(C#N)o2)cc1
2.444427369,N#Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)o1
2.462847036,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(C#N)o2)cc1
2.454424076,N=C(N)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)o1
2.504020703,N=C(N)c1ccc(S(=O)(=O)c2ccc(Cl)c(Cl)c2)o1
2.447630845,COc1ccc(S(=O)(=O)c2ccc(C(=N)N)o2)cc1
2.470228149,N=C(N)c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)o1
2.487606369,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(C(=N)N)o2)cc1
2.478166645,N=C(NO)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)o1
2.471737514,COc1ccc(S(=O)(=O)c2ccc(C(=N)NO)o2)cc1
2.493144242,N=C(NO)c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)o1
2.509646002,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(/C=N/NO)o2)cc1
2.601903617,CC(C)(C)OC(=O)NN=CNc1ccc(S(=O)(=O)c2ccc(Cl)cc2)o1
2.637790829,CC(C)(C)OC(=O)NN=CNc1ccc(S(=O)(=O)c2ccc(Cl)c(Cl)c2)o1
2.597077303,COc1ccc(S(=O)(=O)c2ccc(C(N)=NNC(=O)OC(C)(C)C)o2)cc1
2.613215818,CC(C)(C)OC(=O)NN=C(N)c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)o1
2.492427908,O=S(=O)(c1ccc(Cl)cc1)c1ccc(C2=NCCN2)o1
2.675452381,Cc1ccc(S(=O)(=O)c2ccc(C3=NCCN3)o2)cc1
2.486207961,COc1ccc(S(=O)(=O)c2ccc(C3=NCCN3)o2)cc1
2.506929649,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(C3=NCCN3)o2)cc1
2.554859697,O=S(=O)(c1ccc(Cl)cc1)c1ccc(-c2nc3ccccc3[nH]2)o1
2.594669836,O=S(=O)(c1ccc(Cl)c(Cl)c1)c1ccc(-c2nc3ccccc3[nH]2)o1
2.549477782,COc1ccc(S(=O)(=O)c2ccc(-c3nc4ccccc4[nH]3)o2)cc1
2.56744751,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(-c3nc4ccccc4[nH]3)o2)cc1
2.393180211,Cc1ccc(S(=O)(=O)c2ccc(C#N)o2)cc1
2.525262548,N=C(NO)c1ccc(S(=O)(=O)c2ccc(Cl)c(Cl)c2)o1
4.03021153,COC(C(C)C(=O)O)C(C)C1OC2(CCC(C)(C3CCC(C)(C4OC(C5OC(O)(COC(=O)NCCc6ccccc6)C(C)CC5C)CC4C)O3)O2)CC(O)C1C
4.239999793,CCC1(C2OC(C3OC(O)(COC(=O)Nc4ccc(Br)cc4)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1
4.929979611,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(=O)NCCCl)CC2
3.91342657,CCC(=O)N(c1ccccc1)C1CCN(CCCC(=O)c2ccc(F)cc2)C2CCCCC21
2.751210249,CN(C)n1c(=O)[nH]c2cc(Cl)ccc2c1=O
2.914273326,CN(C)n1c(=O)[nH]c2ccccc2c1=O
2.705331632,CN(C)n1c(=O)c2ccc(Cl)cc2n(C)c1=O
2.988745199,CN(C)n1c(=O)c2ccccc2n(C)c1=O
2.92319906,Cc1nccn1-c1ccc(NN)nn1
3.117009824,CCc1nccn1-c1ccc(NN)nn1
3.329707855,NNc1ccc(-n2cccc2)nn1
3.366611596,CC(C)=NNc1ccc(-n2ccnc2C)nn1
3.294505337,CCc1nccn1-c1ccc(NN=C(C)C)nn1
3.283859571,NNc1ccc(-c2cccs2)nn1
3.438339789,N#CCCCNCCC#N
3.42214317,CCc1ccc2cc(C(=O)Cn3ccnc3)ccc2c1
