rat_oral_LD50_(?log(mol/kg)),canonical_smiles
1.52694893,CC=CC=CCOC(=O)C(C)C
3.611898165,CCOP(=O)(OCC)SCCC(F)=C(F)F
2.63564315,CCOP(=S)(OCC)SCC=C(F)C(F)F
4.535812938,CCP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O
3.678138243,CCP(=S)(OCC(C)C)SCN1C(=O)c2ccccc2C1=O
2.4953752,C/C=N/N(C)C=O
2.412583876,NC(=O)N1CCC(c2ccccc2)CC1
1.553934645,CCC(C)(C)C1CCC(=O)CC1
1.756269922,N#Cc1cc([N+](=O)[O-])ccc1Cl
1.892356669,NC(=O)c1ccc(Cl)c([N+](=O)[O-])c1
3.028931998,CCN(CCC#N)c1ccc(N=Nc2nc3ccc(S(C)(=O)=O)cc3s2)c(C)c1
1.80715491,Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(/N=N/c3ccc(NN=C4C(=O)c5c(O)cc(S(=O)(=O)O)cc5C=C4S(=O)(=O)O)cc3)c(O)c12
2.060107942,CN(C)CC1CCCCC1
3.036592606,CNC(=O)Oc1ccccc1CCCSC
1.816278478,CC1(C(=O)O)CC=CCC1
4.119942869,CNC(=O)Oc1cccc2c1OC(C)(C)C2O
3.390015145,N#CSc1cccc(C(=O)O)c1
3.334259913,N#CSc1ccc(C(=O)O)cc1
1.670819482,CCCCOCCOCCOC(=O)c1ccccc1C(=O)OCCOCCOCCCC
1.722899015,O=P(O)(O)CCCl
2.371904419,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
2.901687309,CNC(=O)Oc1cccc2c1OC(C)(C)C2=O
1.786027363,O=C(O)c1ccc2cc(O)ccc2c1
2.421816788,ClCC(Cl)(Cl)C(Cl)Cl
0.920849242,O=C(O)c1c(O)c(O)cc2ccccc12
2.719087757,OCCOCCN1CCN(CCOC(c2ccccc2)c2ccc(Cl)cc2)CC1
3.243668352,CNC(C)C#N
4.042770999,CNC(=O)ON=C(C)SC
1.957806909,CCN1CCCc2ccccc21
2.091267704,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
2.797124831,COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1
2.92134133,OC1(c2ccccc2)c2ccccc2C2=NCCN21
1.771485072,C=COCCOCC1CO1
1.744083219,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO
2.072935444,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O
2.152810407,CCC(C)(C)OC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
1.726231851,CC=CC=CCOC(=O)CCC
2.586771986,CNC(=O)ON=C(SC)c1ccc(Cl)cc1
1.655829681,CCC=CCCCCCCCCOC(C)=O
1.972564754,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC
2.125097497,O=[N+]([O-])C(F)(COCOCC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
4.049721822,CC=CC(C)C1(CC)C(=O)NC(=O)NC1=O
3.908235067,CCS(=O)(=O)CCSP(=O)(OC)OC
3.90413202,CCN(CC)CCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12
3.74636565,CCN(CC)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12
2.532213828,CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1
2.341855095,CCCCCCCCCCCCCCN(CC)C(C)(CO)CO
3.491893729,CCOP(=O)(Sc1ccccc1)Sc1ccccc1
2.623644543,CC1C(c2ccccc2)OCCN1C
2.153584722,Cn1cnc2c1c(=O)[nH]c(=O)n2C
2.981811361,CC(=O)CNC(C)(C)Cc1ccc(Cl)cc1
2.373387372,Clc1ccc2ocnc2c1
2.444020336,COc1c2ccoc2cc2oc(COC3OC(CO)C(O)C(O)C3O)cc(=O)c12
3.357219225,O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1
1.297777242,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
1.462879947,Cc1ccc2oc(C=Cc3nc4cc(C)ccc4o3)nc2c1
2.585196919,CNCC12CCC(c3ccccc31)c1ccccc12
1.962126066,CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1CC
2.864864772,CC(CCl)N(C)C
2.572549197,O=C(O)c1cc(I)cc(I)c1I
1.950943458,CNc1c2c(nn1C)CCCC2
2.107802197,Cc1cccc(C)c1CCNC(N)=O
1.92216562,Cc1ccc(C)c(CCNC(N)=O)c1
2.361988124,OCCN1CCN(CCCN2c3ccccc3Sc3cccnc32)CC1
2.536841639,COP(=N)(S)OC
2.623914156,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
2.74492811,C(=NCCCCCCN=Cc1ccco1)c1ccco1
2.356452289,Cc1onc2c(=O)[nH]nc(-c3ccccc3)c12
2.413737192,CCOC(=O)c1noc(C)c1C(=O)c1ccccc1
1.593928171,C=COCC1CCC(COC=C)CC1
4.020787512,CCOP(=O)(OCC)SCSP(=S)(OCC)OCC
2.524993868,O=Cc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O
2.45089605,Cc1[nH]n(-c2ccccc2)c(=O)c1C=O
2.571243797,CCN(CC)C(O)c1c(C)[nH]n(-c2ccccc2)c1=O
2.023561713,CCC=C1OC(=O)c2ccccc21
1.818372033,N#[N+]c1ccc(N2CCOCC2)cc1
1.821286824,Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O
1.623270588,N#Cc1cc([N+](=O)[O-])ccc1N
2.425272044,CC(=O)NNC(=O)c1ccccn1
2.053656477,CC(=O)SCc1cnc(C)c(O)c1CN
2.701967436,C1COCCOCCOCCOCCOCCO1
3.788270213,C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1
1.907540893,N=C(N)NCc1ccc2c(c1)OCCO2
2.441992256,Cc1cccc(C)c1N(COC(C)C)C(=O)CCl
1.615497645,CCC(=O)OC1CC2CC1C1CC=CC21
3.52567958,NC(=S)Cc1cccc2ccccc12
2.382469122,CC(O)C(O)C1CNc2[nH]c(N)nc(=O)c2N1
1.681797823,CC(C)(COCC1CO1)COCC1CO1
1.864323558,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
2.059907839,CC1CC(OC(=O)COc2cccc(C(F)(F)F)c2)CC(C)(C)C1
1.793540349,CC1CC(OC(=O)COc2ccc(Cl)cc2)CC(C)(C)C1
1.369203008,CN(C)c1ccc(N=Nc2cccc(Br)c2)cc1
2.985368984,CNC(=O)Oc1c(C(C)C)ccc(C)c1Cl
2.931093602,CNC(=O)OC1CC(C)CCC1C(C)C
2.625939769,CNC(=O)OC1C2(C)CCC(C2)C1(C)C
2.713740177,CCCSP(C)(=S)SC(CC(=O)OCC)C(=O)OCC
3.478291895,CCCCCCCC[Sn](CCCCCCCC)(OC(C)=O)OC(C)=O
3.823351077,CC(Cc1ccccc1)NC(C#N)c1ccccc1
2.625939769,CNC(=O)OC(C)(C)C1CC=C(C)CC1
1.580429986,CCCCCCOCC(OC)OC
2.59174532,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1
1.50068952,CC=CC=CC=CC(C)=O
2.609509135,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
2.235169192,CC1OC(n2ccc(NC(=O)c3ccc(NC(=O)C(C)(N)CO)cc3)nc2=O)CCC1OC1OC(C)C(N(C)C)C(O)C1O
2.47225788,S=c1[nH]n(-c2ccccc2)c(=S)s1
2.062434061,Cc1cc(O)c2c(O)c(-c3ccc4cc(C)cc(O)c4c3O)ccc2c1
2.421780734,O=S1(=O)CCN(c2ccccc2)CC1
1.6777933,O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1
2.507464079,OCC(O)CN1CCN(c2ccccc2)CC1
2.658389917,OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
4.514265436,CNC(=O)Oc1ccc(/N=C/N(C)C)c(C)c1
4.332951567,COP(=S)(NC(=S)N(C)CCO)OC
4.137103559,CCOP(=S)(OCC)SCN1C(=O)CSC1=O
3.625862991,COP(=S)(OC)SCN1C(=O)CSC1=O
3.653769926,CCOP(=S)(OC(C)C)Sc1nc(C)cc(C)n1
3.588651748,CCCOP(=S)(OCC)Sc1nc(C)cc(C)n1
2.698797846,CCCC(=O)N1CCN(CC=Cc2ccccc2)CC1
2.894408653,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O
2.127595735,O=[N+]([O-])c1cc(Cl)c(N=Nc2ccc(N3CCS(=O)(=O)CC3)cc2)c(Cl)c1
3.183403102,CCCCC(CC)COC(C[n+]1ccccc1)c1ccc(Cl)c(Cl)c1
3.198242385,CCCCCCCCOC(C[n+]1ccccc1)c1ccc(C2CCCCC2)cc1
3.200455406,CCCCCCc1ccc(C(C[n+]2ccccc2)OCC(CC)CCCC)cc1
3.198242385,CCCCC(CC)COC(C[n+]1ccccc1)c1ccc(C2CCCCC2)cc1
3.198242385,CCCCC(CC)COC(C[n+]1ccccc1)c1cccc(C2CCCCC2)c1
3.182524211,CCCCC(CC)COC(C[n+]1ccccc1)c1ccc(C2CCCC2)cc1
3.149270855,CCCCCOC(C[n+]1ccccc1)c1ccc(C2CCCCC2)cc1
3.168597648,CCCCCCCCOC(C[n+]1ccccc1)c1ccc(C(C)(C)C)cc1
3.010925501,CCCCOC(C[n+]1ccccc1)c1ccccc1
3.010925501,CCC(C)OC(C[n+]1ccccc1)c1ccccc1
3.182524211,CCCCCCCCOC(C[n+]1ccccc1)c1ccc(C2CCCC2)cc1
1.931617913,CCN(CC)c1ccc(C=O)c(O)c1
2.553281972,N#CCCNC(=O)CCl
3.436692598,CSCCC(O)C#N
3.112628937,C#CCN(C)CCCOc1ccc(Cl)cc1Cl
1.819825478,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1
1.742896891,Cc1c(Cl)ccc(O)c1Cl
2.346830045,CCC(=O)Nc1cccc(OC(=O)NC)c1
2.002242509,O=C1c2ccccc2C(=O)N1SC1CCCCC1
1.462881443,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21
1.884186207,O=S(=O)(O)c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)O)cc2c1
1.3308917,N=C(N)NCCCC(N)C(=O)O
3.168597648,CCCCCCCCc1ccc(C(C[n+]2ccccc2)OCCCC)cc1
3.142291833,CCCCC(CC)COC(C[n+]1ccccc1)c1cccc(Cl)c1
3.131637909,CCCCCOC(C[n+]1ccccc1)c1ccc(C2CCCC2)cc1
2.570380643,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
3.247278182,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1
1.887918467,CCCCCCOC(=O)Oc1ccccc1C(=O)O
1.602725898,NCCC[Si]12OCCN(CCO1)CCO2
1.378404819,CCCC[N+](C)(CCO)CCCC
2.332913871,O=c1[nH]c(=O)n(C2CCCO2)cc1F
1.298810791,CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1
2.300145306,O=c1oc2ccc(Cl)cc2n1CO
3.604084043,COCC(=O)CNC(=O)Oc1ccccc1OC(C)C
2.660392559,CSCC(=O)N(C)C(=O)Oc1ccccc1OC(C)C
2.983768001,CC(C)c1cccc(OC(=O)NCC(=O)CCl)c1
2.47491866,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1
3.146453038,O=CO[Sn](Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1
3.820186129,CCSP(=O)(CC)SCC
1.885825617,c1ccc(-c2nn[nH]n2)cc1
2.906537878,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
1.677846391,NC(=O)c1c(F)cccc1F
1.848043073,CC(C)(C)c1ccc(CCC=O)cc1
3.970541867,CC(=O)C1=C(O)C2C3c4c[nH]c5cccc(c45)CC3C(C)(C)N2C1=O
2.369767346,O=C1OC(CCN2CCCCC2)OC1(c1ccccc1)c1ccccc1
2.248594131,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl
1.932595512,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1
3.371590549,C=CC(COC)c1ccccc1OC(=O)NC
5.110119596,Fc1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl
1.394670524,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC
4.328917551,CNC(=O)CSP(C)(=S)OC
4.977757597,CCP(=S)(OC)SCSCSP(=S)(CC)OC
5.238790936,CCOP(=S)(CC)SCSCSP(=S)(CC)OCC
4.461337925,CCOP(=S)(CC)Oc1cccc([N+](=O)[O-])c1C
1.928558501,CCCC=CC(OC)OC
3.297440963,C=C(C)CNCC
2.140622415,O=C(NC(=O)C(Cl)(Cl)Cl)NS(=O)(=O)c1ccccc1
2.790660874,COP(=S)(OC)Oc1cc(C)c(Cl)cc1C(C)C
1.920792696,CCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(OC(C)=O)C3OC)C(O)C2N(C)C)CC1(C)O
1.429358326,C=COCCSCC
2.855234378,CC1CN(C)[Si](C)(C)C1
3.984050874,COP(C)(=S)SCSc1ccc(Cl)cc1
3.046657458,COP(=S)(OC)OC(C)(C)C1CC=C(C)CC1
2.745627462,C=C(C)C1CCC(C)(OP(=S)(OC)OC)CC1
2.572670278,COP(=S)(OC)OC1CC(C)CCC1C(C)C
3.046657458,COP(=S)(OC)OC1C2(C)CCC(C2)C1(C)C
1.970963648,O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
1.637570332,C=CC(C)CCCC(C)(C)O
3.358768695,CNC(=O)Oc1ccccc1C1OCC(C)(C)O1
2.199454786,O=C1CSc2ncccc2N1
2.013013513,Clc1cccc(SCc2nn[nH]n2)c1
2.045971979,CN(C)C(=O)NC1CC2CC1C1CCCC21
3.0327853,CCCCSP(=O)(N(C)C)N(C)C
2.237286051,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC
2.559425985,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
1.854264521,Cc1cc(=S)c(N)n[nH]1
3.488919438,CCOP(=S)(CC)SCOc1ccc(Cl)cc1Cl
3.657805951,CCCOP(=S)(CC)SCOc1ccc(Cl)cc1Cl
1.757710997,O[n+]1c2ccccc2[n+](O)c2c3ccccc3ccc21
1.690749674,N#CCCOCCCCOCCC#N
1.947011967,CNC(=O)N(C)c1nc2ccccc2s1
2.721336274,COc1cc(C)nc(-n2nc(C)cc2OC)n1
1.115749902,CC(=O)Nc1ccc(CC(=O)O)cc1
2.818275119,C#CCOP(=O)(OCCC)c1ccccc1
4.243620853,COP(=S)(OC)SCSc1ccccc1
1.217314309,O=C(O)CNCC(=O)O
3.781649121,CCCSP(C)(=S)Oc1csc2ccccc12
0.78825442,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCc1ccccc1
2.405263152,CCSC(SCC)=C(C#N)C#N
1.545491721,O=C(O)c1ccccc1-c1ccccc1CO
2.897756268,CCCCCCCCc1ccc(C(=O)CCN2CCCCC2)cc1
2.319309099,O=C(Cl)C(Br)CBr
1.930452338,O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
1.935941111,CCCCC=CC=O
3.446763165,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1
2.947879552,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1
1.632062299,CCCCCC1COCCC1OC(C)=O
3.345504424,CC1(C)C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
2.52036823,COc1ccc(CC(C)NCC(O)c2ccc(O)c(CO)c2)cc1
2.443527396,COP(=S)(OC)Oc1ccc(Cl)cc1C#N
2.744770054,CC(C)c1cccc(OC(=O)N(C)N=O)c1
2.82000766,O=C(CS[Sn](Cc1ccccc1)(Cc1ccccc1)SCC(=O)OC1CCCCC1)OC1CCCCC1
2.028988303,O=C1C(Cl)=C(Cl)C(=O)C1=C(Cl)Cl
1.854438301,CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1
2.521713274,CCCCc1ccc(O)cc1O
2.204748003,CCCCCCCc1ccc(O)cc1O
3.745679018,CN(C)CCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12
1.532234443,CCCCCCCCC(C)C=O
3.583129747,CS(=O)(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1
2.987216469,CCCCCCCCN(C)C
1.539534,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-]
1.930235653,CC[N+]1(CC)C(C)CCCC1C
1.325320877,CCCCC(CC)COC(=O)CCCCCCCCCCC(=O)OCC(CC)CCCC
2.537567257,CCOc1ccc(N2C(=O)C=CC2=O)cc1
1.315224765,CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C
1.165785504,CCOC(C)CO
1.532122218,CC=CC(=O)OCCCCCC
2.427852106,Cc1cc(Cl)ccc1OC(C)C(=O)O
2.98993249,CC(C)CO[V](=O)(OCC(C)C)OCC(C)C
1.513678294,OCC1NCC(O)C(O)C1O
3.584057191,CCCOP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
5.160954477,CCP(=S)(OCCCl)Oc1ccc(C#N)cc1
3.062637443,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccc(Cl)cc21
2.900835529,NCCNc1ccc(N)cc1
2.960208547,CC(=O)CNC(C)(C)Cc1ccccc1
2.224261058,Cc1nc2cc(Cl)ccc2o1
2.293626559,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
2.203148091,C=C(C)C(=O)Nc1ccc(O)cc1
2.335711041,C(=Nc1ccc(N=Cc2ccco2)cc1)c1ccco1
2.091313523,CC(=O)OCCN(CCOC(C)=O)c1ccccc1
1.587041614,COc1cc(C=CC(N)=O)ccc1O
2.52268252,CCN(CC)C(=O)c1ccccc1O
2.030770928,CCN(CC)C(=O)c1cccc(OC)c1O
2.049981186,CCN(CC)C(=O)c1ccc(OC)c(O)c1
2.717932425,COCC[Hg]O[Si](=O)O[Hg]CCOC
2.358501684,CC(=O)OC(C)C(Cl)(Cl)Cl
2.686748254,CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1
3.609495161,Oc1c(Cl)c(Cl)cc(Cl)c1Cc1c(Cl)cc(Cl)c(Cl)c1O
1.960212676,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
2.207933746,O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1
1.539076099,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)C1OC(n2cc(CO)c(=O)[nH]c2=O)C(O)C1O
1.774427944,Oc1c(I)cc(I)c(O)c1I
2.312978174,Cc1c([N+](=O)[O-])cc(N)cc1[N+](=O)[O-]
1.379394639,CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O
1.747057962,C=C(C)C(=O)OCCC1CCCCN1
2.029627239,CCCCN(N=O)c1ccc(N(CCCC)N=O)cc1
2.093964214,CCOc1ccc(C(=O)NCc2ccc(OCCNC)cc2)cc1OCC
3.84371682,CC(=O)O[Sn](C(C)C)(C(C)C)C(C)C
2.076040584,CCOC(=O)c1c[nH]c2cc(OCC3CC3)c(OCC3CC3)cc2c1=O
1.882796805,c1ccc2[nH]c(-c3cscn3)nc2c1
1.760885183,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
2.029780442,CCOc1ccc(NC(=N)N=C(N)N)cc1
2.439590727,CCSCCOc1ccc([N+](=O)[O-])cc1
2.165522821,CCSC(=O)NCCCN(C)C
2.471187449,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(SC(C)C)c1
1.994035452,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
2.043571842,O=C(CCCN1CCC(O)CC1)c1ccc(F)cc1
2.181179066,Cc1nn(-c2ccc3cc(-c4ccccc4)c(=O)oc3c2)nc1-c1ccccc1
2.389580682,CCOC(=O)c1nocc1C(=O)c1ccccc1
3.717006009,Oc1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12
3.692684762,CCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCC
3.37337658,CCCCCCCCCCCCCCCCOC(=O)C=CC(=O)O[Sn](CCCC)(CCCC)OC(=O)C=CC(=O)OCCCCCCCCCCCCCCCC
2.900098614,OCCCS
3.016981555,O=S(=O)(C(Cl)CCl)C(Cl)CCl
1.50551968,O=S(=O)(O)CCS
2.332653197,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
2.415450809,CCOC(=O)C1OC1C
2.789854265,OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1
2.138790301,N#[N+][N-]C1CCCC/C1=N/O
2.13787451,C=CCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
1.780764167,CCC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O
2.150160091,O=c1[nH]c2ccc(Cl)cc2o1
2.330450301,O=c1[nH]c2ccc(Br)cc2o1
2.155106302,COc1ccc(NC(=O)N(C)C)cc1Cl
2.995229854,CCC1CCCC(CC)C1N
5.44932255,CN1CCCCC1C(c1ccccc1)c1cccc(O)c1
3.212068427,N=C(N)N/N=C(\c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1
2.355380633,CN(C)Cn1c(=O)oc2ccc(Cl)cc21
2.972506576,CN(C)N=Nc1cccnc1
1.196281518,CCCCC=CCCCCCCO
2.98180207,CN(C)CCCNc1c2ccccc2[n+](O)c2cccc([N+](=O)[O-])c12
2.005018633,Nc1cc(Cl)c(N)cc1Cl
1.210655961,COP(=O)(CCC(=O)NCO)OC
1.772010095,Nc1cccc(C(O)CNC2CC2)c1
1.809415407,CC(=O)CC(=O)Nc1ccc(Cl)cc1C
2.449099354,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
2.589062989,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1
2.61313853,CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C
3.411800317,C=C(Cl)C(=O)Nc1ccc(OC)cc1
2.371528094,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12
1.034568301,CCCCCCCCC(=O)NO
3.668900593,CCOP(=S)(OCC)OC(C)CC
2.570282129,CC(=O)OCCCC(=O)CBr
2.121649751,OCCn1c(C=Cc2nc3ccccc3[nH]2)nc2ccccc21
2.693373069,CCOc1ccccc1C(=O)N/N=C(\C)C(=O)O
1.845846862,CN1CCN(C(=S)SSC(=S)N2CCN(C)CC2)CC1
1.729321584,CC12CCC(CC1=O)C2(C)C=O
2.668715972,Cc1ccccc1N=NN(C)C
2.735662762,Cc1cccc(N=NN(C)C)c1
2.156823653,CNC(=O)CSP(=O)(S)OC
2.82364637,CCCCCCCCCCCCCc1cccc(O)c1C(=O)O
2.350249693,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
1.648187485,CCCCCNC(=O)c1ccccc1
2.728175727,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)[nH]n1
2.526325969,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O
4.79188986,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1
1.339456486,C=C(C)C(=O)OCC(=O)OCC
3.521433148,CCN(C(=O)c1cc(Cl)nc(Cl)c1)C1CC1
5.333562249,CCOP(=O)(CC)SCSCSP(=O)(CC)OCC
1.615961882,CC(=O)Nc1ccc(C(C[N+](=O)[O-])Sc2ccc(C)cc2)cc1
4.035256253,CNC(=O)ON=C1CCCC1(C)C#N
4.193976077,CNC(=O)ON=C(C)C(C)(C)[N+](=O)[O-]
4.730800438,CNC(=O)ON=C1CCCC1(C)[N+](=O)[O-]
3.688184964,CNC(=O)ON=C1CCCCC1(C)[N+](=O)[O-]
4.00225068,CNC(=O)ON=C1C2CCC(C2)C1(C)[N+](=O)[O-]
1.745286289,CCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
2.403004541,COc1cc(C(=O)OCCOCCN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc(OC)c1OC
3.167703236,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1
1.669647266,CC1(O)CC(C)(O)OO1
2.201932417,CC1NC(=O)c2ccccc2O1
1.760858781,COC(OC)c1ccccc1[N+](=O)[O-]
2.529464606,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C
2.819074293,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
2.817454303,CCN(Cc1ccccc1)N=O
1.855401609,CN(C)c1ccc(N=Nc2cccc(C(=O)O)c2)cc1
1.189198319,CCCOCCOC(C)=O
2.238580484,CCC(C(=O)Oc1ccccc1OC)c1ccc(-c2ccccc2)cc1
2.23981732,COc1ccccc1OC(=O)c1ccccc1Nc1cccc(C)c1C
2.271255959,Cc1ccc(C(C)C)c(OC(=O)c2ccccc2Nc2cccc(C)c2C)c1
2.270105608,CCC(C(=O)Oc1cc(C)ccc1C(C)C)c1ccc(-c2ccccc2)cc1
2.075328329,NCCCCCNCCSP(=O)(O)O
3.550129249,ClC1=C(Cl)C2(Cl)C3CCCCC3C1(Cl)C2(Cl)Cl
3.072518261,CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
1.593928171,C=C(C)C1CCC(C)C(OC(C)=O)C1
1.602758643,CC(=O)OCCC(C)CCCC(C)C
6.238471835,CCOP(C)(=O)SCCN(C)C
4.441296865,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
3.227875232,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1
2.12895858,O=CNC(Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl
2.330319897,CC1N(c2ccccc2)C(=O)c2ccccc2N1C(=O)CN1CCOCC1
3.236798877,CC(=O)O[Pb](C)(C)OC(C)=O
2.701119269,O=NN1CCCCCCC1
2.440945222,O=NN1CCCCCCCC1
2.210024074,CCCCOC(=O)c1ccc(-n2nc(OC)c3ccccc32)cc1
2.616265405,CS(=O)(=O)c1ccc(O)c(Cl)c1
2.58146722,CCCCOC(=O)c1ccc(-n2nc(OCCN(C)C)c3ccccc32)cc1
