rat_subcutaneous_LD50_(?log(mol/kg)),canonical_smiles
2.823378035,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O
1.58331863,O=C(O)CC(O)C(=O)O
4.505767321,CNC(=O)C=C(C)OP(=O)(OC)OC
1.763789574,Cn1ccccc1=N
3.113353412,CC(OP(C)(=O)Cl)C(C)(C)C
3.110829049,CCCCN(C)N=O
2.252016634,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1
2.016126619,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
3.083929648,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
2.881188727,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C
5.439468417,CC1CC(C)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1
1.591849083,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
2.745458074,CN(C)N=Nc1ccc(Cl)cc1
2.600181229,COc1ccc(N=NN(C)C)cc1
2.744167763,CN(C)N=Nc1ccc([N+](=O)[O-])cc1
2.833284773,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
2.00481215,CCCCCCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1
2.352030107,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I
1.793878817,COc1ccc(CCl)cc1OC
2.966226236,O=C(OC1CN2CCC1CC2)c1ccccc1
2.743381199,CC(O)(P(=O)(O)O)P(=O)(O)O
3.584677165,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1
4.854482868,CCP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1
3.346238592,CC(C)CCCC(C)NN
5.340736856,COC(=O)C=C(C)OP(=O)(OC)OC
4.275307912,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)O)C(=O)NC(C(=O)NC(CCNCS(=O)(=O)O)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)O)NC1=O)C(C)O
5.123405538,CNC1C(OC2C(OC(=O)c3c(O)ccc4c(C)cc(OC)cc34)C=C3C#CC4(C5COC(=O)O5)OC4C#CCC32)OC(C)C(O)C1O
2.771701735,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
2.288165914,CC(=O)NC1C(O)OC(CO)C(O)C1OC1OC(C(=O)O)C(OC2OC(CO)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2NC(C)=O)C(O)C1O
2.097726189,CC(=O)NC1C(O)OC(OS(=O)(=O)O)C(O)C1OC1OC(C(=O)O)C(O)C(O)C1O
1.720944547,Cc1cc(=O)[nH]o1
1.907086142,O=C(O)CCC(=O)OC1CCCCC1
1.797073991,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1
2.089292666,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
2.712387306,CCN(CC)CCOn1c(-c2ccccc2)nc2ccccc21
2.429926039,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O
4.636083497,CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O
1.612213411,N=c1ccn2c(n1)OC1C(O)C(CO)OC12
1.392708382,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
1.378929087,CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O
3.212674757,CNCCCC12CCC(c3ccccc31)c1ccccc12
1.894131836,CNC(=O)c1c(I)c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I
3.203814227,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1
1.817298172,CCOC(=O)CCCOc1ccc(Cl)cc1C
1.830520665,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
3.699302836,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
2.140001855,CCOc1ccc(C(CC(C)c2ccccc2)N(CC)CC)cc1
2.583732586,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21
2.802715099,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21
5.743134241,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(O)C(C)O4)cc(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(O)C(O)C(C)O2)C(O)C(C)O1
4.119497796,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
2.621994587,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)CC3N)C2O)C(N)C(O)C1OC1OC(CO)C(O)C(O)C1O
3.022976477,CN1CCC23c4c5ccc(OC(=O)c6cccnc6)c4OC2C(OC(=O)c2cccnc2)C=CC3C1C5
2.574421957,O=C(OCC1OC(O)(COC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1
3.057776538,O=C(O)CC(S[Au])C(=O)O
1.308072069,O=C(O)C(O)C(O)C(O)C(O)CO
2.883903494,C=C1NC(=O)C(C)NC(=O)C(C(C)C)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC(C)C2NC(=S)c3csc(n3)C(C(C)(O)C(C)O)NC(=O)C3CSC(=N3)C(=CC)NC(=O)C(C(C)O)NC(=O)c3csc(n3)C3(CCC(c4nc(C(N)=O)cs4)NC3c3csc2n3)NC(=O)C(C)NC1=O
2.000545999,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O
6.155674534,CCC1NC(=O)C2C(Cl)C(Cl)CN2C(=O)C(CO)NC(=O)CC(c2ccccc2)NC(=O)C(CO)NC1=O
5.604128412,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(O)C(OC)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
1.92859938,O=C(O)CC[Ge](=O)O[Ge](=O)CCC(=O)O
1.408757078,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1
2.625339404,CCN(CC)N=Nc1ccccc1
2.647384149,c1ccc2c(C(CCN3CCOCC3)CCN3CCOCC3)cccc2c1
2.967698169,COP(=O)(OC)OC(=CBr)c1ccc(Cl)cc1Cl
4.300582442,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC
2.249346767,COc1ccc(CN2CCNCC2)c(OC)c1OC
1.793089269,CCCCCN(CCCCC)N=O
3.035399717,CCCCCN(C)N=O
2.670243533,CCOC(=O)N1CCN(N=O)CC1
2.810192179,NCCc1nncs1
3.187833776,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
2.959716032,CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1
3.156497057,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1
2.011836774,c1cc2cc3c(cc2o1)OCC1c2cc4c(cc2OC31)OCO4
6.169799298,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Cl)cc2)s1
2.995348472,CC(C)NCC(O)COc1cccc2[nH]ccc12
3.038338319,NN(CCO)CCO
4.318491155,COC(=O)N(CCCl)N=O
3.734296387,CCOP(=S)(OCC)Oc1cnc2ccccc2n1
2.15892209,CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
1.669587212,CC12CCC3C(CCC45OC4C(=O)C(C#N)CC35C)C1CCC2O
2.934418341,C=CCc1ccccc1OCC(O)CNC(C)C
3.026881891,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
2.272537777,CCN(CC)CCSC(=S)N1c2ccccc2Sc2ccccc21
3.890138294,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5
2.924822159,COc1ccc2c(c1)Sc1ccc(C(C)C(=O)O)cc1N2C
2.401293677,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
2.540557058,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1
2.629680403,NC1Cc2ccccc2C1O
2.826060398,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21
2.615531173,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2
1.843423817,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
2.874252353,CCOC(=O)Cc1ccc(-c2ccccc2)cc1
3.182566938,CN(C)C(Cc1ccccc1)c1ccccc1
2.375124321,CCCc1cc(C(N)=S)ccn1
2.706693522,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
3.408508489,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC
0.98184125,CCCCCC=CCC=CCCCCCCCC(=O)NC(C)c1ccccc1
1.523354471,CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O
2.493730096,CCC(OCCN(C(C)C)C(C)C)C(=O)c1ccccc1
1.293164978,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
2.697556716,CCOC(=O)NNc1nncc2ccccc12
2.241045658,CCc1coc2ccccc2c1=O
3.845705627,CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
1.946455642,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
1.370477005,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
2.79449925,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
2.634889728,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
6.376909198,C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69
3.05986933,Cc1cccc(OCC(O)CNC(C)(C)C)c1C
3.552438044,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
2.463157256,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCCC1
3.312314904,CCN(CC)c1cc(C)nc2ncnn12
4.236819116,CCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
2.651027188,Nc1ccccc1C(=O)O[Cu]OC(=O)c1ccccc1N
6.118573381,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
3.040099786,C=CCC1=C(C)C(OC(=O)C2C(C)(C)C2(C)C)CC1=O
3.308876772,C=CC1=C(C)c2cc3[nH]c(c(CC(=O)O)c4[nH]c(cc5nc(cc1n2)C(C)=C5CC)c(C)c4C(=O)O)C(CCC(=O)O)C3C
2.977002993,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
1.755494979,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
2.540481305,CCN(CC)CCn1c(-c2ccccc2)noc1=N
1.89243782,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
5.58621419,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1
2.311018115,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I
2.007410846,CCN(CC)C(=O)c1ccc[n+](C)c1
2.633236938,CCN=[N+](O)CC
2.576080706,CCCCCCCN(C)N=O
1.838274687,CCCCCN(CCCC)N=O
2.963571771,CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C
2.502217254,CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21
4.11382901,CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1
4.255845824,CNC(=O)ON=C(C)SC
3.50045964,COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1
2.056554258,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO
2.440912229,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O
4.851780412,CCC(C)(C)OC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
2.984005797,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC
1.915886363,CCCCCCCCCCCCCCN(CC)C(C)(CO)CO
2.643166683,CC1C(c2ccccc2)OCCN1C
3.808404746,O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1
1.528226163,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
3.016610323,CNCC12CCC(c3ccccc31)c1ccccc12
2.255079442,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
2.655716469,CC(=O)SCc1cnc(C)c(O)c1CN
2.34743984,CC(O)C(O)C1CNc2[nH]c(N)nc(=O)c2N1
1.864323558,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
3.597626754,CCCCCCCC[Sn](CCCCCCCC)(OC(C)=O)OC(C)=O
3.420358405,CC(Cc1ccccc1)NC(C#N)c1ccccc1
2.570649608,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1
2.329315833,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
2.90499465,CCCC(=O)N1CCN(CC=Cc2ccccc2)CC1
2.907570099,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O
1.742747569,N=C(N)NCCCC(N)C(=O)O
2.523245569,O=c1[nH]c(=O)n(C2CCCO2)cc1F
3.413884578,CCOC(=O)C1(c2ccccc2)CC2CC1CN2C
3.78936277,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
2.783461356,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
3.06873735,O=C1OC(CCN2CCCCC2)OC1(c1ccccc1)c1ccccc1
5.544130482,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
2.302195378,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC
1.981029912,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
2.27317264,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
3.05163295,COc1cc(C)nc(-n2nc(C)cc2OC)n1
1.547231059,CC(=O)Nc1ccc(CC(=O)O)cc1
2.231482334,O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
2.009629903,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
1.916060712,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
1.348609484,CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O
3.831109832,COP(=O)(OC)OC(C)=CC(=O)O
1.982733932,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
1.788727018,O=S(=O)(O)CCS
2.898870754,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
3.062683207,CN(C)N=Nc1cccnc1
1.998176483,CCCOC(=O)c1ccc([N+](=O)[O-])o1
3.214511448,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
1.416441991,CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C
2.597011128,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12
2.620229777,CCOc1ccccc1C(=O)N/N=C(\C)C(=O)O
2.003199334,CC12CCC(CC1=O)C2(C)C=O
2.513814012,Cc1ccccc1N=NN(C)C
2.513814012,Cc1cccc(N=NN(C)C)c1
2.845561326,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)[nH]n1
3.347050155,CCOP(=O)(OCC)Oc1cc(Cl)c(Cl)cc1Cl
2.30158879,CCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
7.943232666,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
4.201105786,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1
2.794169662,CC1N(c2ccccc2)C(=O)c2ccccc2N1C(=O)CN1CCOCC1
3.924611865,CC(=O)OC(C)C(C)C(=O)OCC12C3CC4(C)C(=CCC5C6(C)CCC(OC7OC(C(=O)O)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OCC(O)C(O)C7O)C(C)(CO)C6CCC54C)C1CC(C)(C)C(O3)C2O
3.424044546,C[CH-][Hg+2]1NC(C[S-]->1)C(=O)O
2.420385607,CSc1nnc(C(C)(C)C)c(=O)n1N
2.509764187,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
1.699357801,CN(O)C=O
2.003451649,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
5.920688756,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2
5.592402262,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(OC(C)=O)C(OC(C)=O)C2(C)C12CO2
1.771322855,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1
2.366440737,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1
1.945094202,CN1CCN2c3ccccc3Cc3ccccc3C2C1
2.263293668,N#CSCSc1nc2ccccc2s1
3.606088504,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1
2.928783442,CCN(CC)N=Nc1cccnc1
2.697091242,CN(CCO)N=Nc1ccccc1
2.691690394,CCOC(=O)c1ccc(N=NN(C)C)cc1
1.547009608,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12
2.001439508,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O
2.14142271,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
2.789213357,c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1
1.539501399,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
3.272523677,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
4.059298292,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-]
2.09156731,CC(=N)NO
3.187773113,O=P1(N(CCCl)CCCl)OCCCN1CCCl
2.480311705,C=CCOc1ccc(CC(=O)O)cc1Cl
2.394676182,COc1ccc2cc(C(C)C(=O)O)ccc2c1
2.410310011,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
1.387347107,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
2.7189709,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
1.538679163,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
1.582586021,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21
3.131115577,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
2.771607844,CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1
3.210029429,CN(CCS(=O)(=O)O)N=Nc1ccccc1
1.92026424,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
3.062024147,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1
4.380730136,CN1CCC23c4c5ccc(O)c4OC2C([N-][N+]#N)CCC3C1C5
3.416840137,COc1ccc2c3c1OC1C([N-][N+]#N)CCC4C(C2)N(C)CCC341
2.803790827,CCON=[N+]1CCCCC1
2.356411917,CCON=[N+]1CCOCC1
4.162044376,CCON=[N+](C)C(C)(C)C
2.714269043,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
1.456929036,C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1
3.096033355,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
2.439815655,CC(C)(C)NCC(O)COc1ccccc1C#N
2.436100188,CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1
2.304864095,CCC1(CC)C(=O)C=CN(CN2CCOCC2)C1=O
3.876102321,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OCc1ccccc1
3.41484304,Nc1cc(OCc2ccccc2)c(C(=O)NCCN2CCOCC2)cc1Cl
3.03477028,CCN1CCCC1CNC(=O)c1cc(Cl)cc(Cl)c1OCc1ccccc1
3.327446828,CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OCc1ccccc1
1.466162988,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1
2.467198728,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
1.978185084,O=C(O)CCc1nc2ccccc2[nH]1
5.850468561,CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1
2.765875224,CC(=O)OC(c1ccccc1)C1CCCCN1
5.540354505,CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O
1.77341027,COC(=O)c1cccc(C)c1O
1.700336748,C=C(O)C(=O)NC1C=C(C)C=CC(O)CC=C(C)C=CC(OC(C)=O)CC2OC(=O)C1(C)C(=O)C2C
2.404721168,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1
1.929745801,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1
2.17934807,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C
2.188997815,COc1cc(C(=O)OCCCNCCC(c2ccccc2)c2ccccc2)cc(OC)c1OC
1.972553509,O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1
2.215900492,CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1
1.770225882,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
1.844125373,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1
1.619234245,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
2.448171874,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
4.905982433,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
3.143884691,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2
1.559176205,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
1.468462208,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1
2.588589479,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N
4.964047382,CC(C)N(CCCl)CCCl
2.683765262,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)no1
3.15073658,O=S(=O)(Cl)N(CCCl)CCCl
1.66459227,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1
3.35281764,CCC(=O)N(c1ccccn1)C(C)CN1CC2CCCC(C2)C1
3.343609638,CCC(=O)N(c1ccccn1)C(C)CN1CC2CCC(CC2)C1
3.055946363,CCC(=O)N(c1ccccn1)C(C)CN1CC2CCC1CC2
3.535203362,CCC(=O)N(c1ccccn1)C(C)CN1CC2CCC(C2)C1
3.578997155,CCC(=O)N(c1ccccn1)C(C)CN1CCCC(C)C1C
1.835054601,O=C(OC1CC2NC(C1)C1OC21)C(CO)c1ccccc1
2.116565776,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1
3.070192529,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC
1.965698697,CC(C)(Oc1ccc(Cl)cc1)C(=O)O[Al](O)OC(=O)C(C)(C)Oc1ccc(Cl)cc1
2.783089389,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1
2.645963326,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O
3.71731908,CCOP(=S)(OCC)SCCl
3.105814405,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
