mouse_oral_LD50_(?log(mol/kg)),canonical_smiles
3.274674998,C=C1C(=O)OC2CC(C)C3CC(O)OC(O)C3(C)CC12
2.023673855,C/C=C/C(=O)C1C(C)C=CCC1(C)C
3.154800998,CCCCCCCCCCC[N+]1(CC)CCCCC1
2.339045778,CC(C(=O)O)C1CCCCc2ccccc21
2.444599027,CC(=O)c1c(C)nc2c(-c3ccccc3)[nH]c(C)c2c1C
2.489087612,CCOC(=O)c1c(C)nc2c(-c3ccccc3)[nH]c(C)c2c1C
2.447664929,CC(=O)c1c(C)c2c(C)[nH]c(-c3ccccc3)c2[nH]c1=O
2.491855948,CCOC(=O)c1c(C)c2c(C)[nH]c(-c3ccccc3)c2[nH]c1=O
2.37890277,Cc1nc(-c2ccccc2)c2[nH]c(=O)[nH]c(C)c1-2
2.479069755,Cc1nc(-c2ccccc2)c2[nH]c(=O)[nH]c(-c3ccccc3)c1-2
2.51772755,CCn1c2c(-c3ccccc3)nc(C)c-2c(-c2ccccc2)[nH]c1=O
2.818757546,CCn1c(-c2ccccc2)c2[nH]c(=O)nc(-c3ccccc3)c2c1C
2.854253802,CCn1c(C)c2c(-c3ccccc3)nc(=O)n(CC)c2c1-c1ccccc1
2.53583823,Cc1nc(-c2ccccc2)c2n(C(C)C)c(=O)[nH]c(-c3ccccc3)c1-2
2.501535766,Cc1[nH]c(-c2ccccc2)c2[nH]c(=O)n(-c3ccccc3)c(=O)c12
2.382467322,Cc1[nH]c(-c2ccccc2)c2[nH]c(=O)[nH]c(=O)c12
2.407011687,Cc1[nH]c(-c2ccccc2)c2[nH]c(=O)n(C)c(=O)c12
2.455239355,COC(=O)c1[nH]c(-c2ccccc2)c2[nH]c(=O)[nH]c(=O)c12
2.433340926,O=C(O)c1[nH]c(-c2ccccc2)c2[nH]c(=O)[nH]c(=O)c12
2.875545473,Cc1[nH]c(-c2ccccc2)c2[nH]cnc(=O)c12
2.479069755,Cc1[nH]c(-c2ccccc2)c2[nH]c(-c3ccccc3)nc(=O)c12
2.476218432,Cc1nc(-c2ccccc2)c2c(C)[nH]c(-c3ccccc3)c2n1
2.375308719,Cc1nc(C)c2c(C)[nH]c(-c3ccccc3)c2n1
2.364569755,Cn1c([N+](=O)[O-])cnc1-c1nc(C=NN2CCS(=O)(=O)CC2)cs1
3.235957238,CN1C2CCC1C1Cc3ccccc3C1C2
2.593144574,CNCCN1C(=O)C(C)Oc2ccc(Cl)cc21
3.198889856,CC1Oc2ccc(Cl)cc2N(CCN(C)C)C1=O
2.69430972,CCN(CC)CCN1C(=O)C(C)Oc2ccc(Cl)cc21
2.714364692,CCC1Oc2ccc(Cl)cc2N(CCN(CC)CC)C1=O
2.741995459,CCN(CC)CCN1C(=O)C(C)Oc2c1ccc(Cl)c2Cl
2.688667665,CCN(CC)CCN1C(=O)C(C)Oc2cc(Cl)c([N+](=O)[O-])cc21
2.839446621,CCN(CC)CCN1C(=O)C(C)Oc2ccc(C)cc21
2.788663213,CCN(CC)CCN1C(=O)C(C)Oc2ccc([N+](=O)[O-])cc21
2.691349711,CC1Oc2ccc(Cl)cc2N(CCN2CCCC2)C1=O
2.617393196,CC1Oc2ccc(Cl)cc2N(CCN2CCOCC2)C1=O
3.072427162,CN(C)CCN1C(=O)C(c2ccccc2)Oc2ccc(Cl)cc21
2.85596594,CCN(CC)CCN1C(=O)C(c2ccccc2)Oc2ccc(Cl)cc21
2.677428089,O=C1C(c2ccccc2)Oc2ccc(Cl)cc2N1CCN1CCCC1
2.696475214,O=C1C(c2ccccc2)Oc2ccc(Cl)cc2N1CCN1CCOCC1
3.150404872,CC1Oc2ccc(Cl)cc2N(CCCN(C)C)C1=O
2.730368773,CN(C)CCCN1C(=O)COc2ccc(Cl)cc21
2.948447898,CCN(CC)CCCN1C(=O)C(C)Oc2ccc(Cl)cc21
2.926665217,CC1Oc2ccc(Cl)cc2N(CCCN2CCN(C)CC2)C1=O
2.849374876,CC1Oc2ccc(Cl)cc2N(CC(C)N(C)C)C1=O
2.816826043,Cc1ccc2c(c1)N(CC(C)N(C)C)C(=O)C(C)O2
3.291254859,CC1Oc2ccc([N+](=O)[O-])cc2N(CC(C)N(C)C)C1=O
3.214536555,CC1Oc2c(Cl)cc([N+](=O)[O-])cc2N(CC(C)N(C)C)C1=O
2.457450414,CC1Oc2c(Cl)cc(N)cc2N(CC(O)CO)C1=O
2.5234486,O=C1C(c2ccccc2)Oc2ccc(Cl)cc2N1CC(O)CO
2.38322993,CC1Oc2ccc(Cl)cc2N(CCO)C1=O
2.407732426,CC1Oc2ccc(Cl)cc2N(CCCO)C1=O
2.487084483,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
2.353850248,CCNC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
2.53271776,CC(=O)c1cc(NC(=O)NC(C)(C)C)ccc1OCC(O)CNC(C)(C)C
2.745689962,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
4.348429875,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(=O)OC1C(C)CCC(O)CC(=O)c1ccc(N)cc1)CC(O)C2C(=O)O
4.353857783,CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)O)C(CC(OC4OC(C)C(O)C(N)C4O)C=CC=CC=CC=CC=CC=CC=CC2C)O3)cc1
3.117437025,Cc1ccc(NC2=NCCN2)c(Cl)c1
2.994939824,Cc1c(CCN(C)C)n2c3c(cccc13)COc1ccccc1-2
3.175916021,CN(C)CCc1cc2cccc3c2n1-c1ccccc1OC3
2.839762276,CN(C)CCc1cc2cccc3c2n1-c1ccccc1CC3
1.962023467,CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1
2.499889261,c1ccc(CN(CCc2cc3cccc4c3n2-c2ccccc2CC4)Cc2ccccc2)cc1
2.82872747,CNCCc1cc2cccc3c2n1-c1ccccc1CC3
3.193462822,Cc1c(CCN(C)C)n2c3c(cccc13)CCc1ccccc1-2
1.978334616,Cc1c(CCN(C)Cc2ccccc2)n2c3c(cccc13)CCc1ccccc1-2
2.87194696,CNCCc1c(C)c2cccc3c2n1-c1ccccc1CC3
3.119292032,CN(C)Cc1cc2cccc3c2n1-c1ccccc1CC3
2.285329858,CN(C)CCc1c(-c2ccccc2)c2cccc3c2n1-c1ccccc1CC3
2.809799053,Cc1c(CN(C)C)c2cccc3c2n1-c1ccccc1CC3
2.343015729,CN(C)Cc1c(-c2ccccc2)n2c3c(cccc13)CCc1ccccc1-2
3.167043387,COc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N
3.211302067,CCCOc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N
2.346957045,O=C(O)C1(Sc2ccccc2)CCCC1
2.971455623,CCN(CCCC(=O)C1CCCCC1)C(C)Cc1ccc(OC)cc1
2.37911926,CCCC/C=N/N(C)C=O
2.356331371,CC(C)C/C=N/N(C)C=O
2.983444353,O=C(C[n+]1ccc2sccc2c1)c1ccc(Cl)cc1
3.194875872,COc1cc(NC(=O)C(F)(F)F)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
3.176444342,COc1cc(NC(=O)CCl)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
2.619010849,COc1cc(NC(=O)CCl)ccc1C(=O)NC1CCN(Cc2ccccc2)CC1
2.638934305,COc1cc(NC(=O)C(F)(F)F)ccc1C(=O)NC1CCN(Cc2ccccc2)CC1
2.586469152,O=C(CCl)Nc1ccc(C(=O)NC2CCN(Cc3ccccc3)CC2)cc1
3.07781469,COc1ccc(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
2.605847844,COc1ccc(S(N)(=O)=O)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
3.530761739,COc1cc(N)ccc1C(=O)NC1CCN(Cc2ccccc2)CC1
3.121112079,CNC(=O)Nc1ccc(C(=O)N(Cc2ccccc2)C2CCNCC2)c(OC)c1
3.221027156,COc1cc(NC(=O)CN2CCCCC2)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
2.209911596,COc1cc(N)c(Cl)cc1C(=O)NC1CCNCC1
3.124854041,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC=Cc2ccccc2)CC1
2.621524201,COc1cc(N)c(Br)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
2.653195142,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(C(c2ccccc2)c2ccccc2)CC1
3.11161084,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(C(C)c2ccccc2)CC1
2.604783148,COc1ccc(S(C)(=O)=O)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
2.87679284,CCN(CC)CCN(CCN(CC)CC)n1cc(-c2ccccc2)c2ccccc21
2.563482498,CN(C)CCCN(C)n1cc(-c2ccccc2)c2ccccc21
2.585243318,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21
2.626324156,CCN(CC)CCN(C)n1cc(-c2ccccc2)c2ccccc21
2.647390592,CN(C)CCCN(C)n1cc(-c2ccccc2)c2cc(Cl)ccc21
2.250313856,Cc1ccc(-c2cn(N(C)CCCN(C)C)c3ccc(Cl)cc23)cc1
2.464980284,CN(C)CCCN(C)n1cc(-c2ccc(Cl)cc2)c2cc(Cl)ccc21
2.548514815,CCN(CC)CCN(C)n1cc(-c2ccccc2)c2cc(F)ccc21
2.783450603,CN(C)CCCN(CCCN(C)C)n1cc(-c2ccccc2)c2cc(Cl)ccc21
2.617047486,CN(C)CCN(CCN(C)C)n1cc(-c2ccccc2)c2cc(F)ccc21
2.772387905,CCN(CC)CCN(CCN(CC)CC)n1cc(-c2ccccc2)c2cc(Br)ccc21
2.748828259,Cc1ccc2c(c1)c(-c1ccccc1)cn2N(CCN(C)C)CCN(C)C
2.508685074,CN(C)CCN(CCN(C)C)n1cc(-c2ccc(Cl)cc2)c2cc(Cl)ccc21
2.736934542,CN(C)CCCN(CCCN(C)C)n1cc(-c2ccc(Cl)cc2)c2cc(Cl)ccc21
2.429154512,CN(C)CCN(CCN(C)C)n1cc(-c2ccc(Cl)cc2)c2cc(F)ccc21
2.737583544,CCN(CC)CCN(CCN(CC)CC)n1cc(-c2ccc(Cl)cc2)c2cc(F)ccc21
2.661348409,CN(C)CCCN(CCCN(C)C)n1cc(-c2ccc(Cl)cc2)c2cc(F)ccc21
3.402435445,CC(C(=O)O)c1ccc(Nc2nccs2)cc1
2.900387887,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1
2.645935436,CSc1nc2ccccc2n1C1CCN(CCCC(=O)c2ccc(F)cc2)CC1
5.495115659,Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2
2.737638575,CCN(CC)CCN(CCN(CC)CC)n1cc(-c2ccc(Cl)cc2)c2cc(Cl)ccc21
2.96047268,CC(=O)c1ccc(-c2ccc(C(=N)N)o2)cc1
2.26902514,NC(=O)C=CC(=O)NC(=O)Cc1ccccc1
1.536100489,CC(C)CCCC(C)C1CCC2C3CCC4CC(OP(=O)(O)O)CCC4(C)C3CCC12C
3.447654084,CC(C)C1CCC2(CO2)C2C(=O)OCC(C(=O)O)=CC12
2.987329071,Cc1nnc(C(CCN2CC3CCC2CC3)(c2ccccc2)c2ccccc2)o1
5.246056737,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c(Br)cc(Br)cc2Br)c(C(F)(F)F)c1
3.958083457,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ccc(F)cc2F)c(C(F)(F)F)c1
2.899273187,OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2
2.782856475,Cc1ccccc1C(O)(c1ccccc1C)C1CN2CCC1CC2
3.061719848,OC(c1cccs1)(c1cccs1)C1CN2CCC1CC2
2.863070116,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC
2.41714772,CNC(=O)Nc1c[n+](C(C)Cc2ccccc2)no1
2.048752458,CC(=O)OCC(=O)C1(OC(C)=O)CCC2C3CC(F)C4=CC(=O)C(Br)=CC4(C)C3(F)C(O)CC21C
1.595162105,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
2.097552789,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Br)=NC2
2.058106099,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1F)=NC2
2.782455761,NNC(=O)c1cc(Cl)nc(Cl)c1
2.741686005,CCCCOc1cc(C(=O)NN)cc(OCCCC)n1
2.021767381,O=C(O)C1CCCCC1(O)c1ccccc1
3.301737935,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
1.726238047,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
2.710068684,O=[N+]([O-])c1cnc2n1CCn1ccnc1-2
3.039818479,O=[N+]([O-])c1cnc2n1CCCn1ccnc1-2
2.539765903,CC(=O)OC1CCn2c([N+](=O)[O-])cnc2-c2nccn21
2.801510041,Cn1c(C=NN2CCC(O)CC2)cnc1[N+](=O)[O-]
2.447672675,CN(C)C1CCN(N=Cc2cnc([N+](=O)[O-])n2C)CC1
2.564996097,Clc1ccc(C2=NN(c3ccccc3)C(c3ccc(Cl)cc3)C2)cc1
2.62834764,C=NN1C(C)(C)CCCC1(C)C
4.083965334,CCOP(=S)(Oc1cccc(C#N)c1)c1ccccc1
4.664521098,CCOP(=S)(Oc1ccccc1[N+](=O)[O-])c1ccccc1
3.846861306,CCOP(=S)(Oc1cccc([N+](=O)[O-])c1)c1ccccc1
3.497217129,CCCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1
0.833152214,CCC=CCCOC(=O)C(C)C
2.916527641,CC1CSC2=C1c1c(O)cc(C(C)CCCc3ccc(F)cc3)cc1OC2(C)C
2.893422921,C#CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCCCC3)cc(C(C)CCCc3ccc(F)cc3)cc1OC2(C)C
2.546975508,CCOCCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
2.862615515,CCCCCCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
2.568634629,Nc1ncnc2c1ncn2C1OC(C(=O)NCc2ccccc2)C(O)C1O
3.207263996,CCCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
3.086755973,CCOC(=O)CNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
2.248373026,O=C(O)Cc1cn2cccnc2n1
2.394899754,CC(=O)Nc1ccsc1[N+](=O)[O-]
2.548718615,CC(C(=O)O)c1cc(Cl)c2c(c1)CC(C)(C)O2
3.067416814,CCC(CC)NC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
3.016901513,Cc1ccc2c(c1)C1CN(CCCC(=O)c3ccc(F)cc3)CCC1N2
2.57089187,CCN(CC)c1nc(C=Cc2ccc(Cl)cc2)nc2cc(Cl)ccc12
2.583029786,CCN(CC)c1nc(C=Cc2ccc([N+](=O)[O-])cc2)nc2cc(Cl)ccc12
2.670246781,CCN(CC)CCCC(C)Nc1nc(C=Cc2ccc([N+](=O)[O-])cc2)nc2cc(Cl)ccc12
2.62075206,CCN(CC)CCCC(C)Nc1nc(C=Cc2ccccc2Cl)nc2cc(Cl)ccc12
2.527146366,COc1cc2ccccc2c2c(=O)cc(N(C)C)oc12
2.609338239,CCCN(CCC)c1cc(=O)c2c(o1)c(OC)cc1ccccc12
2.636267183,CCN(CC)c1cc(=O)c2c(ccc3cc(Br)ccc32)o1
2.618305719,CCN(C)c1cc(=O)c2c(ccc3cc(Br)ccc32)o1
2.628111477,COC(=O)c1ccc2c(ccc3oc(N(C)C)cc(=O)c32)c1
2.609279512,CCN(CC)c1cc(=O)c2c(ccc3cc(C(=O)OC)ccc32)o1
2.652085103,COc1ccc2ccc3oc(N(C)C)cc(=O)c3c2c1
2.549197976,CCN(C)c1cc(=O)c2c(ccc3ccc(OC)cc32)o1
2.567229343,COc1ccc2ccc3oc(N4CCCC4)cc(=O)c3c2c1
2.523954462,Cc1cc2ccc3oc(N(C)C)cc(=O)c3c2cc1C
2.56729404,CCN(CC)c1cc(=O)c2c(ccc3cc(C)c(C)cc32)o1
2.549197976,CCN(CC)c1cc(=O)c2c(o1)c(O)cc1ccccc12
2.590140749,CCN(CC)c1cc(=O)c2c(ccc3cc(C(=O)O)ccc32)o1
2.549197976,CCN(CC)c1cc(=O)c2c(ccc3ccc(O)cc32)o1
2.609279512,CCN(CC)c1cc(=O)c2c(ccc3ccc(OC(C)=O)cc32)o1
2.590202122,CCOc1ccc2ccc3oc(N(CC)CC)cc(=O)c3c2c1
3.392266523,Cc1cnc(N2CCCC2)n1-c1ccccc1
1.792611073,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCN1CCO[Si](C)(C)OCC1
3.388358788,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1
1.943810971,Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1
2.869908457,CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)C1=C2C(C)CCC1
2.318331554,O=C(NC(CO)(CO)CO)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
2.876204466,O=C(OCCO)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
2.82199581,CC(=O)OCCNC(=O)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
2.712890909,O=C(OCC(O)CO)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
3.140367655,Nc1ncnc2c1ncn2C1OC(C(=O)NC23CC4CC(CC(C4)C2)C3)C(O)C1O
2.602488646,Nc1ncnc2c1ncn2C1OC(C(=O)NCCOc2ccccc2)C(O)C1O
2.579121364,CCN(CC)CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
3.079632196,C=CCN(CC=C)C(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
2.524183142,C=C(C)CNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
4.305762894,CC(=O)OC1C(C(=O)NC2CC2)OC(n2cnc3c(N)ncnc32)C1OC(C)=O
3.223153147,Nc1ncnc2c1ncn2C1OC(C(=O)NCC2CC2)C(O)C1O
5.292668013,CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(OC(C)=O)C1OC(C)=O
2.55675345,C=CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C2OC(C)(C)OC12
3.079632196,CC1(C)OC2C(C(=O)NC3CC3)OC(n3cnc4c(N)ncnc43)C2O1
3.065754918,CCN(CCO)c1ccc(N=O)c(C)c1
2.46507253,CC(=O)NC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
2.441245362,CCC(=O)NC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
2.257139993,CC(C)C(=O)NC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
2.58477886,Cc1cccc(C)c1NC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
2.316269213,CCC(CO)(CO)NC(=O)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
2.126629619,NNC(=O)C(N)CS
2.731359978,CCC(Br)C(=O)O
2.038601929,CC(=O)OC(C(=O)OC(CC1CCCN1C)CC1CCCN1C)c1ccccc1
2.63650145,Clc1cc(Cl)cc(C2(CC(Cl)(Cl)Cl)CO2)c1
2.674526741,CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C
1.890732049,CC1(C)CC(NC(=O)c2ccccc2)C(=O)O1
2.172327657,CC(=CC(=O)c1ccc(F)cc1)C(=O)O
2.202772837,CC(=CC(=O)c1ccc(-c2ccccc2Cl)cc1)C(=O)O
2.497990575,COC(=O)C(C)=CC(=O)c1ccc(-c2ccccc2Cl)cc1
2.522847041,CC(=CC(=O)c1ccccc1)C(=O)Nc1cccc(C(F)(F)F)c1
1.529486819,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
4.602761895,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(O)C(C)C
2.718686412,CN(C)C(=O)C12CCC(CC1=O)C2(C)C
3.676406423,CCN(CC)C(=O)C12CCC(CC1=O)C2(C)C
2.693115517,CN(C)CC12CCC(CC1O)C2(C)C
3.047975405,CC1(C)C2CCC1(CN1CCCC1)C(O)C2
3.074426936,CC1(C)C2CCC1(CN1CCCCC1)C(O)C2
2.894156774,CC1(C)C2CCC1(CN1CCC(c3ccccc3)CC1)C(O)C2
2.688655594,CN(C)CC12CCC(CC1=O)C2(C)C
1.649806873,COCC(=O)Nc1cc(Sc2ccccc2)ccc1NC(=NC(=O)OC)NC(=O)OC
2.330406257,CC1CC(OC(=O)C(Oc2ccc(F)cc2)Oc2ccc(F)cc2)CC(C)(C)C1
2.244008342,CCN(CC)CCOC(=O)c1ccc(NC(=O)C(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)cc1
2.560656362,Nc1ccc(C(=O)Nc2ccccc2N)cc1
2.140401185,CC(=O)OC(C=Cc1ccc2c(c1)OCO2)C(C)(C)C
2.23863188,CCCCCCC(=O)OC(C=Cc1ccc2c(c1)OCO2)C(C)(C)C
2.198212486,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCNC(=O)c1ccc[n+]([O-])c1
2.64098041,N=C(N)COc1ccccc1Cl
2.833535908,CCCOC(=O)c1sc(C(=O)OCCC)c(O)c1O
2.524297437,CCCCOc1ncc(N)cn1
2.634065957,CCCCOc1ccc(N)c2ccccc12
1.947968663,OC(c1ccccc1)(c1ccccc1)c1cccc(C(O)(c2ccccc2)c2ccccc2)n1
1.974603792,OC(Cc1ccccc1)(c1ccccc1)c1cccc(C(O)(Cc2ccccc2)c2ccccc2)n1
1.999699364,OC(Cc1ccccc1)(Cc1ccccc1)c1cccc(C(O)(Cc2ccccc2)Cc2ccccc2)n1
1.953850502,OC(c1ccccc1)(c1ccccc1)C1CCCC(C(O)(c2ccccc2)c2ccccc2)N1
1.980137959,OC(Cc1ccccc1)(c1ccccc1)C1CCCC(C(O)(Cc2ccccc2)c2ccccc2)N1
2.004924667,OC(Cc1ccccc1)(Cc1ccccc1)C1CCCC(C(O)(Cc2ccccc2)Cc2ccccc2)N1
1.235760088,CC(C)CN
2.047687779,CCNC(=O)C=Cc1cccc(Br)c1
1.452922919,Cc1ccc(CCn2c3c(c4cc(Cl)ccc42)CCC(C(=O)O)C3)cn1
3.459358976,CCN=C(Cc1ccc(Cl)c(Cl)c1)NCC
2.731633714,CC1CC(C#N)Nc2ccc(Cc3ccc4c(c3)NC(C)CC(C#N)N4)cc2N1
2.230997829,N#CC1CC(c2ccccc2)Nc2cc(Cc3ccc4c(c3)NC(c3ccccc3)CC(C#N)N4)ccc2N1
2.729162704,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)(O)C2
3.023261607,CN(C)CCC(C#N)(CCCCCl)c1cccs1
2.940432805,CCCN(CCC)CCC(C#N)(CCCCl)c1cccs1
2.010456003,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1
3.457578757,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
5.166745778,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1
2.377398436,CC(=O)c1ccc2c(c1)CC(C)O2
1.515225435,C[Si]1(C)OCCN(CCOC(=O)C(c2ccccc2)c2ccccc2)CCO1
2.035029282,Oc1cc(I)c(I)c(O)c1I
2.267745322,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4C3CCC21C
1.471153728,CCCC(C)CCC(C)=O
3.44748718,CC1=CC(O)CC(=O)Cc2nc(co2)C(=O)NC(C)C(=O)OC(C(C)C)C(C)C=CC(=O)NCC=C1
2.668138394,Cc1cc(Br)cc(C(=O)NC2CC2)c1O
3.230630033,Cc1cc(Br)cc(C(=O)Nc2cccc(C(F)(F)F)c2)c1O
2.226106884,Cc1cc(Br)cc(C(N)=O)c1OCC1CO1
2.280518467,C=CCOc1c(C)cc(Cl)cc1C(=O)NCC
3.152075973,C=[N+](O)CCN(C)C1Cc2ccccc2Sc2c(OC)cccc21
1.981075278,CCc1ccc(S(=O)(=O)N2CCCC2)cc1
2.327733458,CCC12C=C(C(=O)OC3CC(C)CC(C)(C)C3)n3c4c(c5ccccc53)CCN(CCC1)C42
2.472795441,O=c1nc[nH]cc1-c1cccs1
2.347856705,O=c1nc[nH]cc1-c1ccsc1
2.847604844,CCCOc1c(C)cc(C(=O)CCN2CCCCC2)cc1Cl
2.643351494,CCCCCOc1c(C)cc(C(=O)CCN2CCCCC2)cc1Cl
2.373084119,CCCCCCOc1c(C)cc(C(=O)CCN2CCCCC2)cc1Cl
2.852083015,CCCCOc1c(C)cc(C(=O)CCN2CCCCC2)cc1Cl
3.515466584,CC1(C)C(C=C2CCSC2=O)C1C(=O)OCc1coc(Cc2ccccc2)c1
3.085574484,COP(=O)(C(O)c1ccccc1)C(O)c1ccccc1
2.127961346,CN(C)C1CCc2ccccc2C1OC(=O)c1ccccc1
4.256783736,COC1CC2(CCC(C)(C3CCC(C)(C4OC(C5OC(C)(O)C(C)C(OC)C5C)C(OC)C4C)O3)O2)OC(C(C)C2OC(O)(C(C)C(=O)O)C(C)C(OC)C2C)C1C
4.852990843,Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)cc(Cl)c1O2
3.371993179,CC(=O)OC1CC(O)C23COC(O)C1(C)C2CC(O)C1(C)C3C(=O)C(OC(C)=O)C2(C)C(c3ccoc3)CC3OC321
4.854490393,CC(C)(C)c1cc2ccccc2c(N)n1
2.556003217,CCCCCCCCCCCCCCCC(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O
3.073828284,Brc1cnc2c3nccn3ccn12
3.198596611,Brc1cnc2c3ncc(Br)n3ccn12
2.994624581,O=C1C(Br)C(Br)C(=O)N1c1ccc(Cl)cc1
2.551962957,Nc1nc(N2CCN(CCO)CC2)nc(C(F)(F)F)n1
2.704697172,CC(C)(C)c1nc(N/N=C\c2ccccc2)nc(N2CCNCC2)n1
2.400435807,CC(C(=O)O)c1cccc2nc(-c3ccc(Cl)cc3)oc12
2.280747628,CCOC(=O)C=C1SC(CC)(c2ccccc2)C(=O)N1C
2.369338797,CCOC(=O)C=C1SC(c2ccccc2)(N2CCCCC2)C(=O)N1CC
2.357538229,CCOC(=O)C=C1SC(c2ccccc2)(N(C)CCO)C(=O)N1CC
2.352759987,CCOC(=O)C=C1SC(c2ccccc2)(N2CCCCC2)C(=O)N1C
2.33552309,CCOC(=O)C=C1SC(c2ccccc2)(N2CCCC2)C(=O)N1C
2.921495725,CC(=O)OC1CC[S+](C)CC1
2.929012821,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1
0.988309433,Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1
2.581372718,Nc1ncnc2c1ncn2C1OC(CC(N)CCC(N)C(=O)O)C(O)C1O
